longitude,latitude,year,month,day,magnitude,depth,hour,minute,second
-40.43,-3.19,1997,12,12,3,0,8,45,0
-38.29,-4.41,1997,12,16,3.1,0,3,34,0
-41.3,-16.22,1998,1,7,3.1,0,12,47,0
-39.49,-3.87,1998,2,2,2.8,0,15,31,0
-56.7,-17.91,1998,2,16,3.5,0,7,37,0
-49.64,-3.95,1998,2,26,3.1,0,13,16,0
-49.64,-3.95,1998,2,27,3.1,0,6,57,0
-49.63,-3.86,1998,3,2,3.5,0,6,26,0
-56.74,-11.6,1998,3,10,5.2,5,23,32,0
-56.74,-11.6,1998,3,14,3.7,5,23,23,0
-56.78,-11.59,1998,3,22,3.7,4,5,24,0
-56.8,-11.6,1998,3,22,3.8,4,5,26,0
-51.93,-15.66,1998,3,28,3.3,0,5,15,0
-48.48,-11.02,1998,4,11,3.9,0,17,24,0
-47.72,4.8,1998,4,12,5.3,47,4,9,0
-44.27,-24.66,1998,4,18,3.4,0,2,32,0
-38.29,-4.41,1998,4,22,2.8,0,2,29,0
-49.1,-28.3,1998,5,5,2.8,0,19,30,0
-56.7,-18.13,1998,5,6,3.4,0,14,45,0
-56.8,-11.6,1998,5,6,3.6,0,14,45,0
-56.67,-18.26,1998,5,7,3.2,0,1,36,0
-56.65,-18.28,1998,5,7,3,0,1,52,0
-73.64,-7.5,1998,5,7,3.7,0,14,0,0
-56.65,-18.35,1998,5,12,3.3,0,10,53,0
-56.8,-11.6,1998,5,12,3.6,0,14,29,0
-56.58,-18.41,1998,5,12,3.4,0,14,30,0
-56.8,-11.6,1998,5,15,3.5,0,19,3,0
-56.73,-18.06,1998,5,15,3.3,0,19,3,0
-47.68,-19.17,1998,5,22,4.1,3,17,33,0
-55.97,-19.15,1998,5,30,3.6,0,9,57,0
-38.29,-4.41,1998,6,4,4,0,0,40,0
-44.46,-24.02,1998,7,1,3.2,0,21,25,0
-56.78,-11.61,1998,7,19,3.8,0,0,32,0
-56.78,-11.59,1998,7,21,4.1,0,22,22,0
-56.8,-11.6,1998,7,23,3.5,0,16,32,0
-56.8,-11.6,1998,7,25,3.5,0,0,50,0
-39.87,-9.87,1998,7,29,3.1,0,6,20,0
-56.8,-11.6,1998,7,30,3.5,0,15,56,0
-38.29,-4.41,1998,8,4,2.8,0,6,2,0
-49.55,-28.77,1998,8,16,3.4,0,22,0,0
-44.13,-19.59,1998,8,24,3,0,3,35,0
-42.96,-19.09,1998,8,26,3.8,0,15,9,0
-50.49,-9.46,1998,8,27,3.2,0,14,23,0
-45.27,-24.96,1998,9,18,3.2,0,18,34,0
-45.47,-25.02,1998,9,18,3.1,0,18,40,0
-51.42,-15.03,1998,9,20,3,0,20,7,0
-56.8,-11.6,1998,9,20,3.5,0,23,44,0
-56.8,-11.6,1998,9,24,3.5,0,3,48,0
-56.8,-11.6,1998,9,24,3.7,0,6,13,0
-54.57,-8.73,1998,10,9,3.5,0,8,3,0
-56.8,-11.6,1998,10,9,3.5,0,8,8,0
-56.79,-11.61,1998,11,11,3.7,0,19,10,0
-54.14,-16.37,1998,12,31,3,0,0,25,0
-49.17,-23.41,1999,1,2,3.4,0,8,33,0
-56.78,-11.61,1999,2,8,3.1,2,18,44,0
-63.79,-0.22,1999,3,15,4,22,5,13,0
-56.79,-11.6,1999,3,18,3.7,2,9,31,0
-39.87,-9.87,1999,3,28,2.8,0,3,5,0
-56.78,-11.59,1999,4,1,3.7,2,17,18,0
-56.78,-11.61,1999,4,2,3.1,2,3,7,0
-40.37,-22.53,1999,4,5,2.9,0,7,53,0
-47.31,-20.02,1999,4,11,2.9,0,20,26,0
-56.79,-11.6,1999,5,4,3,2,20,26,0
-56.78,-11.61,1999,5,7,3.3,2,6,44,0
-56.78,-11.61,1999,5,7,3.3,2,6,45,0
-56.78,-11.61,1999,5,7,3.4,2,7,1,0
-56.78,-11.62,1999,5,7,3.7,2,20,38,0
-56.78,-11.61,1999,5,9,3,2,14,24,0
-56.78,-11.61,1999,5,11,3.4,2,20,16,0
-41.6,-24.52,1999,5,18,3.1,0,6,57,0
-40.78,-24.51,1999,6,25,3.6,0,19,52,0
-35.82,-5.62,1999,6,30,3,0,20,19,0
-39.58,-13.17,1999,7,11,2.9,0,1,35,0
-56.78,-11.61,1999,8,7,3.1,2,18,44,0
-40.57,-22.32,1999,8,8,2.8,0,5,25,0
-49.2,-13.3,1999,8,18,3.5,0,4,43,0
-56.79,-11.62,1999,10,1,3.5,2,18,2,0
-44.09,-16.46,1999,10,24,3.5,0,19,13,0
-56.8,-11.68,1999,11,12,3.5,0,7,42,0
-36.02,-8.28,1999,11,17,3,0,12,6,0
-56.8,-11.62,1999,11,20,3.2,2,13,28,0
-47.8,-11.65,1999,12,16,3.4,0,5,8,0
-38.29,-4.41,1999,12,22,2.8,0,11,19,0
-38.29,-4.41,2000,1,22,3.3,0,23,36,0
-38.29,-4.41,2000,1,23,3.1,0,6,22,0
-38.29,-4.41,2000,1,23,3,0,8,4,0
-48.84,-12.27,2000,4,12,3.1,0,7,26,0
-40.43,-22.25,2000,4,17,2.8,0,14,29,0
-56.35,-26.83,2000,4,28,3.9,0,3,15,0
-56.53,-16.03,2000,5,2,3.7,0,14,5,0
-47.98,-19.06,2000,5,6,3.3,0,5,11,0
-38.29,-4.41,2000,6,29,3.5,0,2,2,0
-38.29,-4.41,2000,7,4,4.1,0,4,54,0
-39.87,-9.87,2000,7,13,2.8,0,23,55,0
-40.54,-16.37,2000,7,27,3.2,0,0,0,0
-49.85,-12.02,2000,9,13,3.4,0,7,39,0
-38.4,-4.3,2000,9,23,3.1,0,1,55,0
-49.06,-21.04,2000,9,28,3.4,0,16,4,0
-40.43,-3.19,2000,10,6,3.2,0,13,4,0
-40.43,-3.19,2000,10,17,3,0,13,37,0
-38.4,-4.3,2000,11,10,3,0,20,5,0
-47.79,-16.01,2000,11,20,4.2,0,9,36,0
-56.8,-11.5,2000,11,21,3.5,0,21,58,0
-44.8,-24.12,2000,12,6,3.2,0,17,47,0
-57.55,-27.22,2000,12,18,2.8,0,1,31,0
-58.12,-26.15,2000,12,21,2.8,0,4,43,0
-56.8,-11.5,2000,12,24,3.5,0,5,16,0
-44.7,-17.7,2001,1,7,3.4,0,3,50,0
-39.42,-5.28,2001,1,23,3.3,0,9,21,0
-38.29,-4.41,2001,2,26,3.7,0,20,42,0
-39.87,-9.87,2001,4,6,3,0,10,26,0
-72.47,-9.89,2001,5,9,3.7,22,0,38,0
-39.91,-21.2,2001,5,24,3,0,23,55,0
-60.5,-1.3,2001,5,27,3.7,0,9,50,0
-40.37,-21.93,2001,8,24,3.9,0,19,56,0
-44.7,-20.01,2001,8,31,3.1,0,18,51,0
-39.87,-9.87,2001,12,8,3.1,0,2,6,0
-34.95,1.37,2002,4,20,4.1,0,5,21,0
-44.03,-19.45,2002,5,6,2.9,0,6,12,0
-49,-9.92,2002,5,18,3.1,0,12,22,0
-49.63,-10.03,2002,5,19,3,0,5,57,0
-45.83,-25.03,2002,6,4,3.7,0,23,27,0
-35.96,-8.26,2002,6,30,3.8,0,21,39,0
-35.96,-8.26,2002,7,29,2.9,0,13,19,0
-35.96,-8.26,2002,8,16,2.8,0,11,19,0
-35.96,-8.26,2002,8,23,2.9,0,13,2,0
-47.01,-14.88,2002,8,26,3.3,0,2,29,0
-38.65,-12.56,2002,9,20,3,0,16,3,0
-38.65,-12.56,2002,9,28,3.7,0,9,35,0
-38.65,-12.56,2002,10,1,2.8,0,17,56,0
-69.64,-10.26,2002,10,2,4,0,5,50,0
-38.86,-12.8,2002,10,10,3.6,0,21,9,0
-38.65,-12.56,2002,10,17,2.9,0,13,18,0
-49.78,-8.03,2002,10,27,3.7,0,20,23,0
-44.67,-20.27,2002,11,16,3.4,0,1,28,0
-42.98,-23.83,2003,1,9,3.5,0,3,19,0
-40.22,-8.33,2003,1,25,3.5,0,21,0,0
-35.87,-5.66,2003,2,26,3.4,0,14,32,0
-46.19,-21.31,2003,3,16,3.2,0,21,29,0
-40.67,-22.27,2003,4,13,3.3,0,11,20,0
-39.86,-21.31,2003,4,16,3.2,0,15,36,0
-44.81,-20.37,2003,5,4,2.9,0,22,27,0
-54.29,-16.73,2003,5,11,3.7,0,13,45,0
-46.21,-26.09,2003,5,17,2.9,0,6,40,0
-46.42,-25.39,2003,5,23,3.1,0,11,28,0
-41.73,-26.44,2003,6,23,4.1,0,6,9,0
-47.68,-12.64,2003,7,14,3.6,0,9,8,0
-47.62,-12.64,2003,7,14,3,0,9,15,0
-42.36,-24.05,2003,7,26,3.4,0,0,51,0
-44.59,-13.54,2003,7,31,2.9,0,11,34,0
-44.59,-13.49,2003,7,31,3,0,14,43,0
-44.6,-13.58,2003,7,31,2.9,0,15,29,0
-56.22,-17.38,2003,10,28,2.9,0,22,54,0
-56.22,-17.38,2003,10,28,3.5,0,23,21,0
-50.04,-8.34,2003,11,15,3.9,0,0,20,0
-34.28,-9.61,2003,12,3,3.3,0,23,33,0
-38.8,-6.57,2004,1,12,3.2,0,4,51,0
-39.74,-4.98,2004,2,6,2.8,0,5,55,0
-44.72,-25.22,2004,5,16,3.9,0,14,29,0
-36.58,-8.33,2004,6,1,3.1,0,12,11,0
-36.58,-8.33,2004,6,9,2.9,0,12,30,0
-61.87,-26.21,2004,6,24,3.4,44,12,18,0
-72.92,-3.2,2004,7,6,4,15,14,44,0
-38.48,-4.37,2004,8,24,3.3,0,8,14,0
-55.95,-16.22,2004,12,26,3.2,0,0,39,0
-56.76,-11.6,2005,3,23,5,3,21,11,0
-48.5,-21.06,2005,3,30,2.9,1,11,41,0
-48.5,-21.06,2005,4,2,2.8,1,15,25,0
-33.19,-8.8,2005,4,3,3,0,13,44,0
-47.29,-21.03,2005,4,8,3.1,0,23,34,0
-38.36,-4.35,2005,6,6,3,0,5,1,0
-38.36,-4.35,2005,6,18,3.1,0,11,10,0
-54.96,-16.81,2005,7,10,3,0,8,7,0
-56.78,-11.6,2005,7,20,4.3,0,16,43,0
-57.4,-11.88,2005,9,24,3.9,0,20,38,0
-50.7,-24.41,2006,1,4,4.1,0,22,54,0
-50.7,-24.43,2006,1,4,3.3,0,22,56,0
-36.93,-10.07,2006,1,8,3.4,0,1,54,0
-46.86,-21.64,2006,1,10,3,0,19,3,0
-40.11,-14.18,2006,3,29,3.7,0,0,0,0
-53.3,-16.31,2006,4,22,2.8,0,2,29,0
-42.58,-16.72,2006,5,14,3,0,14,7,0
-36.16,-8.26,2006,5,20,3.9,6,4,26,0
-51.96,4.88,2006,6,8,5.2,3,16,29,0
-51.26,-22.23,2006,6,17,3.2,0,1,11,0
-38.29,-4.41,2006,6,28,3.1,0,8,0,0
-36.16,-8.26,2006,7,20,3.3,0,17,20,0
-36.16,-8.26,2006,9,1,3.6,0,13,55,0
-35,-5,2006,9,2,4,0,23,56,0
-39.78,-22.28,2006,11,16,2.9,0,8,8,0
-40.25,-22.04,2006,11,26,3.6,0,2,11,0
-36.161,-8.264,2007,3,20,3.9,5,13,38,0
-36.16,-8.26,2007,3,20,3.4,0,14,22,0
-36.16,-8.26,2007,3,26,3.3,0,0,44,0
-46.88,-26.66,2007,3,27,3.5,0,19,45,0
-36.58,-8.33,2007,3,28,2.8,0,15,4,0
-40.13,-3.23,2007,4,15,2.9,0,2,0,0
-44.3,-15,2007,5,24,3.8,0,15,30,0
-46.29,-19.56,2007,7,14,3.5,0,5,33,0
-72.67,-7.63,2007,7,18,3,0,0,0,0
-38.05,-5.92,2007,9,13,3.2,5,10,40,0
-41.66,-11.35,2007,10,25,3,0,22,30,0
-48.12,3.5,2007,10,31,5.1,0,21,15,0
-44.295,-15.033,2007,12,9,4.9,0.7,2,3,0
-40.51,-3.63,2008,2,2,2.8,0,22,36,0
-44.89,-24.56,2008,2,8,3.9,0,19,5,0
-40.51,-3.63,2008,2,17,3.7,0,1,57,0
-40.51,-3.63,2008,2,29,3.7,0,4,48,0
-40.51,-3.63,2008,3,1,3.4,0,0,58,0
-40.51,-3.63,2008,3,5,2.8,0,20,3,0
-44.09,-15.07,2008,3,19,3.8,1,22,12,0
-40.51,-3.63,2008,3,21,2.9,0,6,20,0
-40.51,-3.63,2008,4,4,3.5,0,17,7,0
-40.89,-24.8,2008,4,20,3.6,0,6,39,0
-45.41,-25.7,2008,4,23,5.2,17,0,0,0
-40.51,-3.63,2008,5,1,3.1,0,8,36,0
-39.89,-22.48,2008,5,3,3.4,0,9,9,0
-40.51,-3.63,2008,5,21,3.8,5,19,23,0
-40.51,-3.63,2008,5,21,3.9,0,19,28,0
-40.51,-3.63,2008,5,22,3,0,21,1,0
-51.35,-28.9,2008,6,14,3.3,0,12,0,0
-44.73,-13.73,2008,7,31,2.9,0,3,12,0
-47.33,-19.9,2008,9,29,3.1,0,15,19,0
-56.24,-17.17,2008,10,7,3.4,0,21,51,0
-51.06,-29.02,2008,11,10,3,0,6,56,0
-40.51,-3.63,2008,12,19,3.5,0,0,0,0
-49.58,-31.66,2008,12,19,3.9,0,22,55,0
-40.51,-3.63,2009,2,9,3.5,0,14,45,0
-48.61,-11.65,2009,4,3,3.2,5,3,39,0
-55.8,-18.49,2009,6,15,4.8,6,22,15,0
-56.7,-11.62,2009,6,30,3,5,6,39,0
-56.7,-11.62,2009,7,24,3.1,5,6,7,0
-40.53,-3.62,2009,7,31,3.4,5,20,55,0
-45.51,-23.45,2009,9,7,3.3,0,0,18,0
-61.43,-1.9,2009,9,9,4.2,0,4,11,0
-44.26,-15.06,2009,9,23,2.8,5,5,27,0
-56.7,-27.5,2009,11,10,3.5,15,17,40,0
-43,0.76,2009,11,26,4,5,22,55,0
-57.63,-26.16,2009,11,29,4.5,32,22,5,0
-52.71,-10.37,2009,12,2,3.5,5,2,39,0
-40.65,-3.55,2009,12,21,2.9,0,8,25,0
-59.76,-2.33,2009,12,30,3,5,16,41,0
-35.66,-5.55,2010,1,9,3.5,10,18,18,0
-35.66,-5.55,2010,1,11,4.3,10,15,54,0
-56.7,-11.62,2010,1,13,2.9,5,2,6,0
-47.81,-14.4,2010,1,22,3.2,0,7,48,0
-44.91,-16.22,2010,1,25,3.3,0,2,17,0
-43.95,-19.5,2010,1,28,3.6,0,3,45,0
-56.7,-11.62,2010,2,24,2.8,5,1,4,0
-56.7,-11.62,2010,2,27,3.5,5,9,35,0
-36.15,-8.3,2010,2,28,2.9,0,2,21,0
-36.78,-8.46,2010,3,8,3.2,0,23,14,0
-36.79,-5.97,2010,3,25,2.9,0,10,39,0
-35.91,-8.57,2010,4,18,2.8,0,23,41,0
-72.98,-6.82,2010,4,25,4.9,17,23,9,0
-51.37,-29.16,2010,4,26,3.5,0,4,33,0
-43.98,-21.19,2010,5,5,2.9,0,5,17,0
-39.5,-13.2,2010,6,1,3.2,0,6,58,0
-44.06,-19.56,2010,6,3,2.9,0,11,22,0
-40.65,-22.43,2010,7,1,3.8,0,16,44,0
-50.01,-21.75,2010,8,21,3,0,12,57,0
-43.86,-16.73,2010,9,29,2.8,0,19,54,0
-49.16,-13.72,2010,10,4,3.6,5,19,7,0
-49.16,-13.771,2010,10,8,5,1.4,20,16,0
-49.16,-13.77,2010,10,8,4.2,2,20,25,0
-49.99,-13.79,2010,10,26,3.5,0,5,34,0
-40.51,-3.63,2010,10,31,3.1,5,0,0,0
-50.4,-7.47,2010,11,28,4.2,0,10,21,0
-36.1,-5.46,2010,12,4,3.1,5,11,26,0
-36.1,-5.46,2010,12,4,3,5,23,58,0
-36.1,-5.46,2010,12,5,3.1,5,0,1,0
-46.32,-13.4,2010,12,9,3.7,0,21,29,0
-48.84,-13.52,2011,1,8,4.1,0,11,49,0
-49.21,-13.78,2011,2,26,3.4,0,22,52,0
-51.1,-29.14,2011,2,27,3.1,0,7,41,0
-48.71,-11.45,2011,3,2,3.2,0,19,17,0
-49.21,-13.78,2011,3,4,3.6,0,6,59,0
-49.21,-13.78,2011,3,4,2.8,0,7,2,0
-49.21,-13.78,2011,3,4,3.1,0,7,5,0
-43.883,-16.701,2011,3,5,3.3,0,23,29,0
-48.7,-11.17,2011,4,30,3.6,0,8,16,0
-39.55,-22.18,2011,7,27,3.2,0,18,25,0
-52.83,-25.05,2011,8,1,2.8,0,6,18,0
-40.51,-3.63,2011,8,8,3,5,13,53,0
-44.95,-21.17,2011,8,14,3.2,0,16,50,0
-49.96,-30.44,2011,8,18,3.3,0,21,14,0
-45.76,-20.63,2011,10,14,2.8,0,7,17,0
-43.94,-20.1,2011,10,22,3.4,0,19,29,0
-35.75,-5.54,2011,10,24,2.8,0,12,38,0
-40.47,-8.96,2011,12,3,3.3,0,15,49,0
-40.7,-16.59,2011,12,15,3.6,0,13,1,0
-45.66,-23.38,2012,2,21,3.3,0,6,36,0
-48.13,-28.16,2012,3,14,3.1,0,10,40,0
-36.16,-8.25,2012,3,29,3.1,0,17,15,0
-49.95,-13.45,2012,3,31,3.7,0,16,9,0
-43.9,-16.59,2012,4,2,2.8,0,5,21,0
-36.1,-5.46,2012,4,15,2.8,0,18,4,0
-45.66,-23.38,2012,4,21,3.2,0,6,36,0
-49.11,-13.77,2012,4,24,3.2,0,1,34,0
-43.883,-16.695,2012,5,19,4,1.1,13,41,0
-43.89,-16.7,2012,5,20,2.8,0,19,32,0
-43.89,-16.7,2012,5,22,3,0,17,9,0
-49.35,-2.26,2012,6,29,3.6,0,12,18,0
-40.51,-3.63,2012,8,2,2.9,0,7,14,0
-36.1,-5.46,2012,9,12,3,0,18,6,0
-43.88,-16.703,2012,9,12,2.9,1.2,23,56,0
-36.1,-5.46,2012,10,6,2.8,0,22,52,0
-35.75,-5.52,2012,11,17,2.8,0,0,41,0
-63.02,-9.46,2012,11,25,4.7,0,22,57,0
-49.18,-13.56,2012,12,8,3.8,0,18,52,0
-43.878,-16.697,2012,12,19,3.6,1.8,4,54,0
-43.879,-16.701,2012,12,19,3.6,1.5,5,31,0
-36.1,-5.46,2012,12,21,3.6,0,12,37,0
