year,month,day,hour,minute,second,latitude,longitude,depth,magnitude
2008,04,14,19,09,13,22.7951,121.4559,14.8,4.1
2008,04,14,15,47,56,22.7856,121.4697,13.2,4.2
2008,04,14,15,39,43,22.7922,121.4429,23.6,5
2008,04,13,07,56,53,20.0896,122.2543,43.9,4.2
2008,04,10,22,00,05,21.6778,121.8838,10,4.2
2008,04,07,00,08,04,24.8766,122.4835,3.4,4.2
2008,04,06,22,44,14,20.2929,122.1369,63.6,3.7
2008,04,06,21,17,49,20.1151,122.1774,18.4,5
2008,04,06,12,36,07,24.9305,122.3929,10,4.5
2008,04,04,21,19,26,22.0656,121.2133,15.6,3.8
2008,04,04,15,35,59,24.8505,122.4514,0.1,3.7
2008,04,03,01,27,52,24.7181,122.3168,82.9,3.8
2008,04,02,02,46,01,23.9321,122.5496,10.9,3.9
2008,04,01,15,01,06,20.2566,122.0642,13.5,4.1
2008,04,01,14,00,06,20.2182,122.2589,39.4,4.4
2008,04,01,13,09,23,20.2129,122.1413,33.4,5.4
2008,04,01,12,54,00,20.2041,122.139,28.6,5.1
2008,04,01,01,57,46,20.1797,122.1894,33.2,4.9
2008,04,01,01,31,34,20.2476,122.1277,33.6,5.2
2008,03,30,15,22,18,20.1532,122.1113,35,4.3
2008,03,30,15,12,48,20.126,122.1575,40.4,4.4
2008,03,29,09,41,56,20.038,122.1465,32.4,4.7
2008,03,29,08,09,47,20.2186,122.0058,12.1,5.5
2008,03,28,22,41,33,20.3022,121.9663,14.8,5.8
2008,03,18,22,26,56,23.96,123.58,31,3.8
2008,03,16,11,24,06,24.64,124.98,59,3.5
2008,03,15,08,05,56,24.5765,124.291,59.2,4.4
2008,03,07,21,50,11,23.8685,122.7259,5.2,4
2008,03,05,19,40,21,22.3808,121.1836,5.8,3.8
2008,03,04,22,42,33,23.1904,120.6922,12,4
2008,03,04,17,31,48,23.1918,120.6936,15.2,5.2
2008,03,04,17,13,38,23.1999,120.6953,8.9,3.3
2008,03,04,12,56,40,24.0815,121.5944,20.6,3.4
2008,03,03,22,25,17,23.1439,121.4368,13.6,3.2
2008,03,03,13,49,44,20.0121,121.3395,34.6,6
2008,03,02,20,40,33,24.9401,122.7301,154.9,4.4
2008,02,29,16,58,07,24.0378,122.5181,39,5
2008,02,28,17,19,39,23.7956,122.5216,4.8,3.8
2008,02,27,18,54,07,24.8956,122.3566,0.6,4.6
2008,02,19,16,57,11,20.2638,121.1244,37,5.2
2008,02,19,08,31,06,24.2927,122.5251,54.7,4
2008,02,17,20,33,02,23.2882,121.5193,31,5.4
2008,02,15,07,23,25,25.2459,123.371,149.7,4
2008,02,14,01,53,04,23.9378,122.2361,11.4,3.6
2008,02,13,05,47,00,24.8324,122.1378,5.7,4.1
2008,02,08,16,38,58,20.3676,122.0606,19.8,4.5
2008,02,03,13,30,33,24.4363,122.0189,15.9,4.1
2008,01,27,14,17,40,24.7009,122.5005,8.4,3.8
2008,01,27,13,54,28,24.6808,122.5085,2.2,4.2
2008,01,22,05,05,02,25.53,124.85,16,3.5
2008,01,19,05,55,07,20.9306,121.4133,35,4.2
2008,01,13,07,57,31,21.8543,120.6645,31.3,4.2
2008,01,08,13,26,36,22.7797,121.4575,11.9,4
2007,12,29,17,52,03,21.6739,121.1469,16.6,4.1
2007,12,24,18,48,36,24.0334,120.7316,24.6,4.4
2007,12,23,11,50,23,23.0798,120.6796,5.7,4.2
2007,12,18,08,29,59,25.0431,123.5559,7.1,4
2007,12,12,01,44,18,22.4425,121.8498,1.9,3.6
2007,12,08,13,50,03,20.3641,120.8325,12.3,5.2
2007,12,05,04,33,37,25.8403,124.1831,171.1,5
2007,12,05,01,41,41,23.0109,121.3091,8.8,5
2007,11,28,22,09,53,22.674,121.3068,19.3,4.2
2007,11,28,21,05,13,24.8029,122.0366,72.5,4.6
2007,11,25,07,38,31,24.3403,122.128,2.7,3.7
2007,11,24,19,33,52,25.485,124.7663,112.5,4.1
2007,11,23,11,17,05,24.8823,122.7382,6.4,4.3
2007,11,16,00,48,32,23.9484,122.4532,10.5,3.8
2007,11,15,01,50,31,24.0547,121.5779,22.1,4.8
2007,11,13,14,45,57,23.9361,122.4588,13.3,4.2
2007,11,13,04,29,30,24.9674,122.7889,134.6,4.1
2007,11,12,10,24,41,24.4586,121.9437,7.7,4.1
2007,11,11,23,02,49,24.3679,122.1816,7.8,3.9
2007,11,08,08,32,21,24.9785,122.379,5.7,4.3
2007,11,07,22,54,13,25.0071,122.3862,6.1,4.6
2007,11,06,18,27,16,20.0403,121.6784,62.5,4.4
2007,11,02,21,52,21,23.2557,124.6597,43.8,4.4
2007,11,02,01,33,15,24.3242,123.0021,52.1,4.7
2007,11,01,17,14,19,23.9688,122.4339,6.6,4.1
2007,11,01,01,44,55,24.8209,124.7981,9.3,4.1
2007,10,30,08,20,27,26.3436,124.98,195,4.7
2007,10,29,20,52,19,23.8038,122.8026,21.2,3.7
2007,10,28,16,59,09,24.8015,122.0895,10,3.9
2007,10,27,23,06,02,23.55,123.8453,31.9,4.5
2007,10,27,05,40,09,23.9929,121.7397,28.5,3.8
2007,10,17,14,40,00,23.4945,121.6848,44.5,5
2007,10,11,03,05,02,24.7136,121.8707,81.7,4.5
2007,10,10,23,56,37,22.7166,124.0636,33.5,4.3
2007,10,03,02,07,46,25.5715,124.5608,112,4.5
2007,09,27,09,05,43,24.7079,123.0648,89,4.1
2007,09,22,06,27,04,24.4526,121.9646,7.1,4.3
2007,09,20,01,00,33,23.8564,124.9711,15.8,3.7
2007,09,08,11,21,59,24.2604,122.3077,53.9,3.7
2007,09,08,04,05,18,24.9544,124.8657,9.7,3.8
2007,09,07,19,51,14,24.2837,122.3331,59.5,4.1
2007,09,06,17,51,27,24.3394,122.2535,58.2,6.2
2007,09,06,09,16,38,22.7554,123.5305,14.8,4.1
2007,09,04,23,55,11,21.7982,120.5414,37.3,4
2007,09,04,12,16,33,23.8458,121.7464,33,4.3
2007,08,29,16,49,44,21.8245,121.4672,19.4,3.9
2007,08,29,07,10,23,21.8699,121.4783,6.9,3.7
2007,08,29,06,50,29,21.8819,121.4918,3,3.8
2007,08,29,03,00,16,21.8016,121.4306,16.1,5.4
2007,08,29,01,15,31,21.831,121.444,29.3,4.9
2007,08,27,19,48,55,22.2666,121.8553,10,4
2007,08,26,15,19,09,25.124,124.3173,100.6,4.5
2007,08,24,07,32,03,24.5516,122.4824,4.6,3.8
2007,08,19,17,22,02,25.3673,124.0721,152.9,4.3
2007,08,15,18,32,10,24.33,123.52,18,3.8
2007,08,10,22,52,09,24.0661,122.3028,12.5,4.6
2007,08,09,00,55,50,22.7372,121.1762,10,5.4
2007,08,08,06,47,23,24.02,123.54,22,3.8
2007,08,01,10,59,41,24.0095,122.6208,17.5,3.9
2007,07,31,05,51,11,24.9889,122.7507,148.3,4.2
2007,07,30,12,45,50,21.1638,121.032,31.4,4.4
2007,07,30,12,39,10,21.145,121.1279,36.6,3.7
2007,07,26,13,21,43,21.9744,121.6165,10,4
2007,07,26,11,13,33,24.1855,122.6439,47.7,4
2007,07,23,13,40,03,23.7365,121.6548,43.2,5.2
2007,07,22,02,58,56,20.2101,122.0492,18.6,4.9
2007,07,21,22,55,25,24.3691,121.9034,13.7,3.8
2007,07,19,14,11,16,24.4566,124.7868,53.2,4.1
2007,07,18,06,09,33,25.5886,124.8467,115.4,4.3
2007,07,17,20,40,58,23.4385,123.5867,30.2,3.9
2007,07,17,02,59,52,24.5074,122.4288,19.2,4.1
2007,07,16,23,42,52,23.5479,121.6185,29.9,4.4
2007,07,12,20,54,12,24.7795,121.9076,2.1,4.2
2007,07,06,14,56,30,21.7189,121.0695,21.2,3.7
2007,06,30,17,54,38,21.671,120.4786,26.6,4.9
2007,06,24,16,05,02,21.0342,121.6469,63.3,4.1
2007,06,23,11,59,32,24.4539,122.4579,16.3,3.9
2007,06,21,04,08,18,21.154,121.5278,71.2,5.1
2007,06,21,03,23,46,24.1455,122.8893,60,4.4
2007,06,19,15,07,43,24.3169,122.9192,47.4,4.3
2007,06,18,19,59,25,24.6602,122.7428,99.9,3.8
2007,06,15,20,29,13,23.2704,121.6312,43.9,4.4
2007,06,08,12,50,17,25.0113,122.5982,146,3.8
2007,06,07,20,41,55,20.8681,120.4618,33.8,4.4
2007,06,06,10,09,39,20.5494,122.1925,29,3.8
2007,06,01,21,39,32,24.7132,123.2134,18.6,4.5
2007,06,01,03,51,21,22.8245,121.4772,6.4,3.9
2007,05,31,13,39,58,21.7309,120.7918,46.3,4.6
2007,05,28,10,54,01,24.0424,123.6102,40.5,4.3
2007,05,28,08,23,09,23.9172,123.5441,21.4,4
2007,05,27,04,05,25,21.8949,120.5042,26,4.1
2007,05,27,01,00,02,24.0911,122.6128,41.1,3.9
2007,05,26,12,47,12,23.401,123.7664,29.4,4.2
2007,05,15,17,22,13,20.6308,122.085,45,4.1
2007,05,15,15,58,41,20.6128,122.0598,19.4,4.8
2007,05,12,17,50,10,24.5307,121.6112,46.8,4
2007,05,11,14,56,10,20.4828,121.6738,40.1,4.2
2007,05,10,11,11,48,23.81,120.91,85,3.3
2007,05,09,10,46,15,24.6245,123.1325,78.4,4
2007,05,08,20,12,11,23.8974,123.363,30.4,3.9
2007,05,06,03,45,29,23.9244,123.3578,31.1,4.6
2007,04,29,21,32,16,23.8526,123.4868,14,4
2007,04,28,10,39,51,24.7498,121.9031,16.8,4.3
2007,04,25,17,11,54,23.2832,121.9283,39.2,4.3
2007,04,21,17,08,29,21.6481,120.5194,26.9,5.1
2007,04,21,14,34,16,21.5733,120.6479,30.2,4.6
2007,04,21,00,32,24,21.3187,122.1137,1.7,5.5
2007,04,16,01,31,50,24.0112,122.3939,25.6,4
2007,04,10,22,04,45,24.8801,122.0826,115.1,4.1
2007,04,08,05,36,31,23.0977,121.3407,35,3.7
2007,04,03,06,57,55,24.0582,122.2552,46.4,4.2
2007,04,02,20,05,51,23.8291,122.4807,16,4.4
2007,03,30,13,21,45,24.1323,121.8515,5.9,4.2
2007,03,29,02,50,25,20.1126,121.7303,52.6,4.2
2007,03,24,05,40,13,20.097,121.7046,60,4.2
2007,03,22,09,43,20,23.9488,122.4377,14.9,4
2007,03,18,05,53,53,22.5891,122.8739,20.6,4.2
2007,03,16,11,40,42,22.8386,121.4961,37.7,4.6
2007,03,14,12,00,16,22.0008,120.4787,30.2,4.6
2007,03,12,13,35,51,24.1262,121.7969,10.2,4.6
2007,03,10,00,22,05,24.063,122.6486,43.7,4
2007,03,09,18,48,11,23.7187,123.0209,29.9,3.9
2007,03,09,17,44,04,20.1283,121.4195,37.3,5.4
2007,03,08,15,37,36,24.5403,121.8999,67.5,4.2
2007,03,07,22,57,20,24.0973,122.4143,43.4,5.1
2007,03,06,16,30,58,23.8815,123.3947,29.6,4.3
2007,03,05,23,55,48,24.1183,123.5965,47,4.4
2007,03,05,16,43,38,24.1849,121.8694,4.2,4.5
2007,03,05,16,13,43,24.1244,121.8877,5,4.7
2007,03,05,14,34,40,24.2286,121.9064,7.7,4.7
2007,03,03,10,58,20,20.876,122.1954,35,4.7
2007,02,28,18,28,11,21.9578,121.8263,10,4.1
2007,02,27,19,57,10,24.0803,121.7432,28.6,4
2007,02,20,19,07,53,25.0391,123.7016,17.7,4.2
2007,02,19,14,11,38,20.9751,121.2876,10,4.1
2007,02,18,21,04,58,21.6821,120.4895,23.9,5.3
2007,02,14,22,42,53,24.1945,122.3037,57.1,4.8
2007,02,14,03,30,35,22.1236,121.0955,41.7,4.6
2007,02,14,03,26,17,22.0639,121.0384,17.6,4.7
2007,02,13,11,36,55,24.0568,122.484,29.5,4.2
2007,02,12,05,40,26,24.3618,121.8431,20.9,3.8
2007,02,12,02,42,13,25.2423,124.3813,7.1,5
2007,02,07,22,19,03,24.9832,124.0509,99,3.7
2007,02,07,15,18,28,23.9094,123.8045,36.9,4.3
2007,02,06,21,45,18,21.0759,122.1215,18.5,4.4
2007,02,05,09,17,46,24.1126,122.1677,55.9,3.6
2007,02,03,17,35,22,21.9226,121.8948,33.3,4.8
2007,01,28,22,08,39,23.7649,122.5351,39,4.2
2007,01,26,09,53,53,24.021,122.4759,25.1,4
2007,01,25,10,59,18,22.5998,121.9541,39.6,6
2007,01,25,08,11,57,21.0577,122.1297,17.8,4.8
2007,01,24,17,21,58,24.0239,122.51,38.6,4.3
2007,01,22,12,36,55,24.1529,122.1631,25,3.8
2007,01,18,23,53,29,21.9012,120.7655,57.4,4.3
2007,01,17,04,00,25,23.961,121.7854,42.5,4.2
2007,01,16,17,17,34,24.0456,122.4935,38,4
2007,01,16,03,10,37,24.0223,122.4476,31.9,5.2
2007,01,15,17,50,28,23.9304,123.4072,37.1,4.1
2007,01,14,16,35,14,23.3579,122.5427,13.4,4.5
2007,01,14,03,32,37,22.0056,122.0841,11,4.1
2007,01,12,22,15,44,21.3672,122.0647,20.7,4.2
2007,01,06,01,23,24,20.8624,119.9984,19.4,4.6
2007,01,04,06,29,06,21.6659,120.7471,36.3,4.3
2006,12,31,22,37,26,24.7977,122.5277,100,4.4
2006,12,31,19,19,41,21.8705,120.6316,49.6,3.9
2006,12,28,01,14,58,21.6666,120.0553,34.9,4.5
2006,12,28,00,04,22,21.7462,120.7885,67.6,4.1
2006,12,27,02,30,41,22.0125,120.516,42.6,5.6
2006,12,27,02,19,14,21.7311,120.6185,26.6,3.9
2006,12,26,22,54,33,21.914,120.5037,37.7,4
2006,12,26,17,35,14,21.7822,120.5915,34.2,5.3
2006,12,26,15,41,45,22.1059,120.4143,28.4,5.4
2006,12,26,12,34,17,22.0298,120.4981,30.2,6.9
2006,12,26,12,26,21,21.8643,120.5446,6.6,7
2006,12,26,08,20,04,23.2601,121.4073,31,4
2006,12,24,19,35,20,23.89,122.34,20,3.8
2006,12,23,19,06,39,24.7847,122.3098,15.4,3.7
2006,12,23,17,28,29,24.7188,122.309,26.3,5.1
2006,12,19,20,44,36,24.7344,122.3311,28,4.4
2006,12,18,14,32,10,23.97,121.59,0,3.4
2006,12,18,03,47,27,23.78,121.56,11,3.4
2006,12,14,11,10,36,24.7781,122.1444,10,4.8
2006,12,14,11,03,03,24.8878,122.0919,92.9,4.2
2006,12,13,17,02,19,20.9051,119.9376,24,5.1
2006,12,07,23,34,27,20.8864,120.0805,36.5,4.6
2006,12,06,10,42,23,24.1762,122.4097,35,3.8
2006,12,05,22,36,00,24.227,121.7088,29.4,4.4
2006,12,01,07,50,36,24.2025,122.2791,45.8,4.2
2006,11,27,07,08,38,25.0325,123.6579,6,4.3
2006,11,26,19,46,09,23.9842,121.6679,47,4.2
2006,11,26,19,27,45,21.0722,122.1361,29.8,4.3
2006,11,23,05,20,01,25.274,124.503,103.5,4.4
2006,11,18,11,08,48,20.533,120.2875,30.5,5.3
2006,11,16,01,50,20,23.1487,122.185,29.3,5.1
2006,11,13,22,29,27,23.4661,122.3629,20.4,4.7
2006,11,13,09,52,22,20.7885,120.1756,35,4.1
2006,11,13,09,06,52,20.7685,120.1697,25.5,4.5
2006,11,13,08,02,45,20.7213,120.0976,17.9,5.2
2006,11,12,02,40,57,23.86,121.5259,40.2,4.1
2006,11,06,17,15,51,24.3583,121.8864,40.2,4
2006,11,06,15,31,55,24.1292,121.9215,37.5,4.3
2006,11,06,14,34,08,24.3884,121.8881,40.4,3.8
2006,11,04,01,58,46,21.76,122.07,0,3.7
2006,10,28,14,36,52,22.5605,121.1589,54.7,4.1
2006,10,23,18,08,31,23.9912,122.4113,20.7,4.1
2006,10,21,16,41,12,24.9197,122.9166,121.4,4.1
2006,10,17,11,04,45,23.6762,124.3727,28,4.4
2006,10,14,10,24,52,24.9115,123.5705,95.4,4.1
2006,10,12,15,40,45,24.01,122.66,31,4
2006,10,12,14,46,30,24.0868,122.5855,38.7,5.8
2006,10,12,12,36,16,20.7668,119.8918,16.6,4.3
2006,10,11,07,32,23,20.8046,120.1338,26.9,4.8
2006,10,11,06,43,57,20.6857,120.0991,31.1,5.7
2006,10,11,05,11,31,20.7406,120.3152,49,4.4
2006,10,11,01,51,32,20.7698,120.1682,21.4,4.7
2006,10,11,01,26,12,20.7315,119.9903,35.6,5.2
2006,10,11,01,24,21,20.699,119.9876,26.4,5.2
2006,10,10,22,47,54,24.9442,124.4454,11.2,4
2006,10,10,22,25,48,20.7879,120.0345,22,4.2
2006,10,10,15,05,59,20.5583,120.2218,27.8,5
2006,10,10,01,04,26,20.576,120.1498,25.7,4.8
2006,10,10,00,00,51,20.5958,120.0464,27.8,4.8
2006,10,09,22,01,53,24.6,121.2,15,3.8
2006,10,09,18,48,57,20.5491,120.0759,35,4.7
2006,10,09,18,40,49,20.5648,120.078,26.8,4.5
2006,10,09,14,12,17,20.7097,120.1415,19.8,4.3
2006,10,09,12,39,15,20.5929,120.0953,13.8,4.7
2006,10,09,11,43,36,20.6059,120.049,13.4,5.4
2006,10,09,11,08,29,20.7763,120.0632,15.8,5.9
2006,10,09,10,01,48,20.7439,120.0744,18.4,6.3
2006,10,08,11,42,42,23.7255,121.4044,26.1,3.9
2006,10,01,06,36,17,24.0524,121.677,23.3,4.8
2006,09,30,06,49,27,24.6289,122.4438,87.1,4.1
2006,09,19,13,00,04,24.31,120.97,32,3.3
2006,09,18,20,15,02,22.2798,121.665,37.5,3.9
2006,09,18,05,32,27,24.4511,122.0852,55.7,4
2006,09,14,20,47,34,24.9315,121.9653,108.5,4.1
2006,09,11,23,45,51,26.2544,124.5539,213.4,4
2006,09,09,10,23,01,24.8832,123.0703,102.8,4.5
2006,09,02,12,06,16,24.8127,122.701,5.8,4.4
2006,09,01,09,16,04,21.2789,120.9485,35,3.7
2006,08,29,22,57,51,25.0039,123.5937,4.7,4.1
2006,08,29,04,49,00,23.845,122.7403,20,4
2006,08,28,17,56,58,23.837,122.7284,4.4,4
2006,08,27,19,12,00,24.7742,121.7178,82.9,3.8
2006,08,27,17,11,18,24.9179,122.8982,149.2,5.4
2006,08,26,01,51,45,23.81,121.41,85,3.3
2006,08,25,14,51,26,22.1412,121.417,39.7,4.1
2006,08,24,19,45,44,25.4565,124.1249,134.1,3.8
2006,08,22,15,14,39,20.0821,121.8006,10,3.8
2006,08,14,22,36,59,22.2407,121.1694,35,3.8
2006,08,14,18,02,46,24.2017,121.7653,11.2,4
2006,08,13,07,50,53,24.1707,122.2703,18.5,4
2006,08,13,04,31,56,24.0609,122.3481,40.2,4.4
2006,08,12,18,15,36,22.8116,120.4811,12.2,4
2006,08,12,03,41,56,22.1592,121.5715,41.5,4.1
2006,08,11,23,51,07,22.507,121.4943,33,5.2
2006,08,10,21,20,39,24.5272,123.6336,13.2,3.8
2006,08,10,12,25,23,23.2381,121.5949,53.6,4.2
2006,08,07,00,09,11,24.0449,122.6629,40.7,3.9
2006,07,29,14,11,43,23.2204,121.4405,12.5,4.2
2006,07,28,07,40,10,24.1676,122.5356,19.3,5.8
2006,07,27,18,37,57,21.498,122.3835,10,4.3
2006,07,23,08,13,15,24.0452,122.3804,35.1,4.2
2006,07,21,03,23,33,25.5589,124.9886,101.1,3.9
2006,07,10,08,52,36,24.1717,123.3773,23.7,4
2006,07,05,02,30,13,24.033,122.1906,27.9,3.8
2006,07,03,17,53,08,20.0839,121.5001,47.1,4.2
2006,07,01,12,39,10,24.03,122.19,26,3.8
2006,06,28,09,09,09,21.8208,121.497,10,4
2006,06,28,07,02,22,23.69,123.01,15,3.8
2006,06,27,05,49,43,24.0871,122.2582,40,4.2
2006,06,26,19,05,31,24.3589,123.4828,59.7,4.2
2006,06,23,09,41,13,24.34,122.66,55,3.8
2006,06,21,08,34,15,25.0517,123.2739,30.7,4.7
2006,06,15,09,52,19,22.38,121.32,0,3.8
2006,06,15,00,52,01,25.1842,123.9656,126.7,4.8
2006,06,13,15,37,53,25.0947,123.2884,14.3,4.4
2006,06,12,16,14,40,22.1367,121.6062,128.5,4
2006,06,11,08,57,51,23.0923,120.3409,10.1,4.1
2006,06,11,08,00,30,20.6959,120.1236,25.5,4.1
2006,06,11,07,51,59,20.6564,120.1484,10,4.3
2006,06,08,22,42,54,24.6218,123.0566,97.9,3.6
2006,06,08,12,52,13,23.3779,122.954,39.2,4.2
2006,06,07,13,29,48,23.9966,122.294,10.2,3.9
2006,06,07,00,02,25,24.6846,122.35,13.9,4.2
2006,06,05,03,42,45,21.6144,121.9784,35,4.1
2006,06,05,00,39,04,21.5732,121.9752,27.2,5
2006,06,04,09,06,01,22.7762,121.4297,26.3,4.9
2006,06,02,00,33,54,20.5464,120.1053,24,4.7
2006,05,30,06,00,43,20.6492,120.1625,27.8,4.5
2006,05,29,21,48,21,22.1344,120.9519,10,4.1
2006,05,29,09,28,07,20.6321,120.2018,22.9,4.8
2006,05,28,10,41,55,25.9839,124.7685,156.1,4.8
2006,05,28,01,19,35,20.7378,120.0615,17.5,4.7
2006,05,27,23,57,02,20.7651,120.1398,32.3,4.8
2006,05,27,23,32,16,20.7602,120.0614,18.7,4.8
2006,05,25,23,24,08,20.5841,120.0313,12.4,4.9
2006,05,25,14,19,28,20.6767,120.1063,25.4,5.1
2006,05,16,01,39,03,24.0775,121.6385,12.4,4.1
2006,05,15,16,41,52,24.0243,122.4708,25.7,4
2006,05,15,13,33,51,24.0197,122.6479,41.6,4
2006,05,13,07,40,04,22.3,121.34,0,4
2006,05,12,12,35,50,22.58,121.17,88,3.6
2006,05,10,10,59,11,23.7251,121.5745,32.5,4.4
2006,05,09,06,13,12,24.5926,122.0884,25.5,3.8
2006,05,08,16,03,45,20.1536,121.3603,41.1,4.2
2006,05,07,01,53,03,21.5914,120.8537,40,5.4
2006,05,06,04,47,09,22.5791,121.3806,37,4.1
2006,04,28,09,05,27,23.9999,121.6289,12.4,5.2
2006,04,25,06,36,58,24.7153,121.9973,74.9,3.9
2006,04,24,00,03,48,24.14,121.71,68,3.7
2006,04,22,05,12,13,24.3923,121.7615,44.7,3.8
2006,04,18,01,26,01,23.377,120.3445,10.2,4.3
2006,04,15,22,40,55,22.9319,121.3839,18.2,5.9
2006,04,14,02,20,07,23.9553,122.2505,16.8,4
2006,04,05,08,39,27,20.7331,122.6962,10,4.2
2006,04,05,08,31,44,20.6244,122.6385,10,4.1
2006,04,04,19,30,06,24.6043,122.8412,102.8,4.9
2006,04,04,12,49,26,22.7896,121.2344,10,3.9
2006,04,04,06,59,03,22.8061,121.2898,15.1,4
2006,04,04,06,48,32,22.8308,121.311,18.9,4.2
2006,04,04,05,39,26,22.7329,121.3594,52.5,4.2
2006,04,03,15,10,16,22.1337,121.1113,31.2,3.9
2006,04,02,13,41,20,24.4469,121.9031,14.6,3.9
2006,04,02,05,08,32,23.5735,123.9237,41.7,4.9
2006,04,01,10,02,20,22.9246,121.279,10.3,6.1
2006,03,29,17,30,58,24.4033,121.9761,11.7,4
2006,03,29,07,21,00,24.596,121.8163,68.8,4
2006,03,28,08,56,08,24.2353,121.7465,14.1,4.4
2006,03,26,20,58,01,24.0149,122.9288,28,4.1
2006,03,26,13,53,08,24.7773,121.9753,15.4,4.6
2006,03,26,06,08,13,23.9302,123.1715,24.9,3.9
2006,03,23,11,21,53,20.0626,121.3118,53.9,4
2006,03,21,22,14,51,24.5294,123.5263,68.2,4.1
2006,03,20,13,06,27,22.7071,123.5699,4.2,4.3
2006,03,18,19,19,42,24.9478,123.1838,156.7,4.6
2006,03,13,05,55,11,24.2423,122.0328,51.6,4.2
2006,03,11,15,17,42,20.18,121.3037,43.4,4
2006,03,10,22,24,22,24.3359,122.9802,52.7,4.6
2006,03,10,11,07,18,24.3134,122.9415,51,4.7
2006,03,09,04,07,28,23.5873,120.5135,10,4.8
2006,02,26,23,42,03,26.2755,124.4718,177,4.4
2006,02,26,21,51,01,25.2356,124.0824,116.8,4.9
2006,02,26,15,52,57,22.6278,121.4205,44.4,4.3
2006,02,25,00,38,50,24.63,121.86,46,3.7
2006,02,24,01,55,50,24.7264,122.2856,20.4,4.8
2006,02,23,20,19,04,23.9714,120.9152,19.8,5.4
2006,02,15,14,10,01,23.0624,123.3394,25.7,3.9
2006,02,13,03,04,44,25.1787,123.969,122.1,3.9
2006,01,29,17,15,50,24.6683,123.9527,78.1,4.1
2006,01,28,14,02,54,22.5639,121.3465,51.6,4.1
2006,01,26,15,10,59,25.385,122.3513,249.7,4.6
2006,01,23,04,20,04,23.7945,122.2173,35,4.6
2006,01,23,04,18,59,24.0102,122.3041,40.3,4.8
2006,01,23,04,01,20,23.8261,123.5817,24.6,3.8
2006,01,22,07,07,40,24.0834,122.2388,37.8,4.9
2006,01,22,03,05,30,24.044,122.6133,41.5,4
2006,01,19,20,44,51,24.62,122.39,76,3.9
2006,01,13,16,59,58,23.8446,122.9126,47.6,4
2006,01,08,17,01,37,23.1669,121.5293,16.6,5
2006,01,07,11,52,41,24.6627,121.9902,71.2,4.1
2006,01,06,17,49,09,25.8084,124.9856,134.3,4.4
2006,01,02,03,34,28,24.87,122.37,32,3.9
2005,12,30,21,07,31,22.4119,121.2059,70.7,4.4
2005,12,28,22,17,27,22.8664,121.2288,27,4.5
2005,12,27,08,28,29,24.3751,122.5641,63.3,3.9
2005,12,27,05,25,19,23.4397,122.083,47.5,4
2005,12,22,04,19,38,24.9181,122.9308,130.7,4.1
2005,12,21,13,02,48,24.1538,122.811,58,4
2005,12,21,02,58,11,24.7031,122.4212,36.4,4.3
2005,12,16,22,33,27,25.1129,123.578,17,4.2
2005,12,16,14,35,59,25.0626,123.6219,31.5,4.2
2005,12,16,05,15,31,21.9534,121.7643,14.1,4.9
2005,12,10,21,15,18,24.1525,121.7045,63.3,3.8
2005,12,06,22,34,21,23.4592,121.7924,33.3,4.7
2005,12,05,08,21,12,24.74,122.33,36,4.3
2005,12,04,20,04,30,24.84,122.34,33,4
2005,12,03,09,22,02,24.6339,122.7529,110.9,4.2
2005,12,01,18,22,34,21.6584,121.2066,41.5,3.7
2005,11,29,22,41,48,24.7654,122.0614,83.9,4.9
2005,11,27,17,12,58,24.8822,122.9558,134.4,5.2
2005,11,26,03,20,32,23.1576,121.5319,46.7,4.5
2005,11,22,12,17,33,24.893,122.8188,126.4,4.6
2005,11,21,21,53,41,20.063,122.1642,43.2,4.2
2005,11,16,18,50,01,23.9942,122.4417,42.4,4.6
2005,11,16,13,39,02,24.0396,122.457,43.9,4.7
2005,11,16,09,14,43,21.7514,121.7703,139.4,4.9
2005,11,15,13,41,33,23.1928,120.9218,2.5,4.8
2005,11,11,06,06,53,23.8882,122.6931,29.4,4.2
2005,11,08,06,37,19,25.2224,122.7961,203.4,4.3
2005,11,08,05,49,26,22.6414,120.7216,54.1,4.3
2005,11,02,15,37,06,21.3357,120.3331,43.8,4.1
2005,10,28,19,33,12,24.72,121.97,43,3.4
2005,10,25,14,08,45,24.831,122.8134,135.3,4.2
2005,10,24,09,05,13,22.18,121.68,72,3.8
2005,10,24,00,15,18,24.0816,122.3593,45.7,3.9
2005,10,15,15,51,07,25.2965,123.4352,200.4,6.4
2005,10,15,14,29,39,24.2328,123.4464,55.5,4.2
2005,10,14,21,12,48,22.8746,122.974,26.5,5
2005,10,13,23,31,52,21.2403,120.1812,12.4,5
2005,10,13,01,49,19,24.3445,121.8833,21.4,3.9
2005,10,12,22,18,13,21.2931,120.1728,13.8,4.8
2005,10,11,14,34,34,21.2702,120.3681,45.9,4.6
2005,10,10,07,39,41,23.9467,122.2089,46.7,4
2005,10,10,05,47,25,23.9146,122.236,45.6,4.9
2005,10,09,21,05,17,21.2576,120.3348,39.4,4.8
2005,10,06,20,43,43,22.8576,121.34,125,4.1
2005,10,06,02,14,16,21.64,121.97,93,3.9
2005,10,06,01,51,32,24.3044,122.9152,54,4.2
2005,10,05,20,20,14,24.7807,122.0784,17.4,3.9
2005,10,05,16,16,33,24.7406,121.5872,89.7,4.4
