X,Y,#EventID,year,month,dayThour,minute,second,latitude,longitude,depth,Author,Catalog,Contributor,ContributorID,MagType,magnitude,MagAuthor,EventLocationName
121.1142,21.7105,3321271,2011,08,31T11,22,33,21.7105,121.1142,27.3,ISC,ISC,ISC,3202584,Mw,4.8,NIED,TAIWAN REGION
120.8728,20.5059,3321250,2011,08,30T16,15,51,20.5059,120.8728,29,ISC,ISC,ISC,3202491,MW,4.8,GCMT,PHILIPPINE ISLANDS REGION
121.9953,23.0948,3321032,2011,08,25T09,35,10,23.0948,121.9953,4.4,ISC,ISC,ISC,3201761,Mw,4.4,NIED,TAIWAN
121.9404,23.7542,3321916,2011,08,24T13,15,14,23.7542,121.9404,18.2,ISC,ISC,ISC,3201640,Mw,4.2,NIED,TAIWAN
122.3229,23.9597,3322045,2011,08,22T04,16,39,23.9597,122.3229,15.9,ISC,ISC,ISC,3201320,Mw,3.9,NIED,TAIWAN REGION
121.6444,23.791,3320837,2011,08,11T22,07,32,23.791,121.6444,33.3,ISC,ISC,ISC,3200109,Mw,4.4,NIED,TAIWAN
121.344,22.801,4571561,2011,08,11T16,48,58,22.801,121.344,23,ISC,ISC,ISC,3200069,Mw,3.7,NIED,TAIWAN REGION
121.763,23.3904,4570498,2011,08,10T19,25,53,23.3904,121.763,26.9,ISC,ISC,ISC,3199963,Mw,4.2,NIED,TAIWAN
123.3614,24.1932,4568107,2011,08,08T22,26,16,24.1932,123.3614,12.4,ISC,ISC,ISC,3199731,Mw,3.8,NIED,SOUTHWESTERN RYUKYU ISLANDS
123.9494,24.4412,4567155,2011,08,08T04,56,04,24.4412,123.9494,14.7,ISC,ISC,ISC,3199656,Mw,3.8,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.4423,23.9893,3321994,2011,08,05T18,25,44,23.9893,122.4423,7.7,ISC,ISC,ISC,3199369,Mw,4.8,NIED,TAIWAN REGION
122.4129,23.9828,3320224,2011,08,05T06,52,38,23.9828,122.4129,12,ISC,ISC,ISC,3199307,Mw,4.7,NIED,TAIWAN REGION
122.649,23.9488,4560243,2011,08,02T11,02,11,23.9488,122.649,17.4,ISC,ISC,ISC,3198949,Mw,3.8,NIED,TAIWAN REGION
122.2816,24.048,3318283,2011,07,20T06,12,17,24.048,122.2816,26.2,ISC,ISC,ISC,3000738,Mw,4.6,NIED,TAIWAN REGION
121.6227,23.9848,3318278,2011,07,19T14,01,09,23.9848,121.6227,15.3,ISC,ISC,ISC,3000646,Mw,4.5,NIED,TAIWAN
122.3604,23.5769,3318203,2011,07,18T14,48,53,23.5769,122.3604,14.9,ISC,ISC,ISC,3000531,MW,5,GCMT,TAIWAN REGION
121.6425,23.785,3321174,2011,07,17T18,45,23,23.785,121.6425,27.9,ISC,ISC,ISC,3000404,Mw,4.6,NIED,TAIWAN
121.796,24.2442,4536894,2011,07,14T21,12,18,24.2442,121.796,14.6,ISC,ISC,ISC,3000031,Mw,4.1,NIED,TAIWAN
123.7996,25.0366,3317750,2011,07,13T07,19,40,25.0366,123.7996,118.2,ISC,ISC,ISC,2999796,MW,5.2,GCMT,NORTHEAST OF TAIWAN
121.5808,23.4961,3317692,2011,07,12T11,17,11,23.4961,121.5808,34,ISC,ISC,ISC,2999640,MW,5,GCMT,TAIWAN
121.9666,24.3793,4526134,2011,07,08T19,40,54,24.3793,121.9666,17.5,ISC,ISC,ISC,2998859,Mw,4,NIED,TAIWAN
121.8204,24.1881,4523327,2011,07,07T16,07,04,24.1881,121.8204,17.3,ISC,ISC,ISC,2998661,Mw,4.2,NIED,TAIWAN
121.8287,24.2155,4523280,2011,07,07T15,52,19,24.2155,121.8287,14.3,ISC,ISC,ISC,2998659,Mw,4.5,NIED,TAIWAN
121.761,21.8442,4523129,2011,07,07T14,46,57,21.8442,121.761,15.4,ISC,ISC,ISC,2998644,Mw,4,NIED,TAIWAN REGION
121.8505,24.2085,4520909,2011,07,06T17,55,54,24.2085,121.8505,14.7,ISC,ISC,ISC,2998430,Mw,4.2,NIED,TAIWAN
121.802,24.2062,3317200,2011,07,06T11,58,59,24.2062,121.802,13.7,ISC,ISC,ISC,2998389,Mw,4.7,NIED,TAIWAN
121.8334,24.2257,4519596,2011,07,06T05,22,57,24.2257,121.8334,18.1,ISC,ISC,ISC,2998339,Mw,4.6,NIED,TAIWAN
121.9216,24.6816,3317023,2011,07,03T12,30,44,24.6816,121.9216,76.6,ISC,ISC,ISC,2997968,Mw,4.2,NIED,TAIWAN
121.5979,22.0267,3316956,2011,07,02T10,04,07,22.0267,121.5979,10.4,ISC,ISC,ISC,2997847,Mw,4.6,NIED,TAIWAN REGION
123.5883,23.4616,4487844,2011,06,30T23,55,08,23.4616,123.5883,28.8,ISC,ISC,ISC,2759212,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.8475,23.8505,3317541,2011,06,30T22,47,27,23.8505,121.8475,44.1,ISC,ISC,ISC,2759210,Mw,4.1,NIED,TAIWAN
122.0422,24.1726,3316552,2011,06,26T00,31,20,24.1726,122.0422,18.7,ISC,ISC,ISC,2758373,Mw,4.1,NIED,TAIWAN REGION
121.5093,22.407,3316434,2011,06,20T01,06,32,22.407,121.5093,4,ISC,ISC,ISC,2757570,Mw,4.1,NIED,TAIWAN REGION
121.8707,24.7131,3316226,2011,06,19T10,18,55,24.7131,121.8707,80.3,ISC,ISC,ISC,2757487,Mw,4.3,NIED,TAIWAN
121.547,21.976,4473135,2011,06,19T08,18,38,21.976,121.547,17.5,ISC,ISC,ISC,2757470,Mw,4.3,NIED,TAIWAN REGION
122.5134,23.9107,3318997,2011,06,18T17,19,45,23.9107,122.5134,18.2,ISC,ISC,ISC,2757379,Mw,4.1,NIED,TAIWAN REGION
121.5603,22.0052,3319119,2011,06,18T16,54,05,22.0052,121.5603,12.7,ISC,ISC,ISC,2757376,Mw,4.3,NIED,TAIWAN REGION
122.2418,24.459,4470594,2011,06,17T13,20,03,24.459,122.2418,2.8,ISC,ISC,ISC,2757217,Mw,3.6,NIED,TAIWAN REGION
121.8359,24.8245,4469391,2011,06,16T15,32,54,24.8245,121.8359,16.3,ISC,ISC,ISC,2757092,Mw,3.7,NIED,TAIWAN
121.6904,23.5665,3292812,2011,06,10T01,25,22,23.5665,121.6904,35.4,ISC,ISC,ISC,2756000,MW,4.5,NEIC,TAIWAN
120.6613,23.612,4448554,2011,06,02T18,08,53,23.612,120.6613,16.9,ISC,ISC,ISC,2754788,Mw,3.7,NIED,TAIWAN
121.4529,22.2598,3288994,2011,06,02T17,07,54,22.2598,121.4529,43.4,ISC,ISC,ISC,2754782,MW,5,GCMT,TAIWAN REGION
122.3988,20.6607,4430864,2011,05,10T16,30,55,20.6607,122.3988,35,ISC,ISC,ISC,2441095,Mw,4.4,NIED,PHILIPPINE ISLANDS REGION
123.9126,22.2743,3286419,2011,05,07T19,40,26,22.2743,123.9126,26.5,ISC,ISC,ISC,2440546,Mw,4.4,NIED,SOUTHEAST OF TAIWAN
122.0332,24.436,3286414,2011,05,07T08,35,33,24.436,122.0332,2,ISC,ISC,ISC,2440470,Mw,4.2,NIED,TAIWAN REGION
121.537,23.1732,3286360,2011,05,06T21,31,51,23.1732,121.537,25,ISC,ISC,ISC,2440389,Mw,4.4,NIED,TAIWAN
121.623,23.971,4421676,2011,05,03T19,20,01,23.971,121.623,7.7,TAP,ISC,ISC,1054562,MW,2.6,ASIES,TAIWAN
121.779,23.9207,3286062,2011,05,03T15,52,34,23.9207,121.779,40.7,ISC,ISC,ISC,2439832,MW,4.7,NEIC,TAIWAN
121.0012,21.9357,4420795,2011,05,03T05,48,27,21.9357,121.0012,46.9,ISC,ISC,ISC,2439764,Mw,4.1,NIED,TAIWAN REGION
122.4949,24.6872,4419501,2011,05,02T08,23,22,24.6872,122.4949,3.1,ISC,ISC,ISC,2439612,Mw,3.9,NIED,TAIWAN REGION
121.8587,24.6669,3285787,2011,04,30T08,35,38,24.6669,121.8587,75.3,ISC,ISC,ISC,2180125,MW,5.1,NEIC,TAIWAN
122.0294,21.1972,3285618,2011,04,29T13,12,47,21.1972,122.0294,194.9,ISC,ISC,ISC,2179978,MW,5.3,GCMT,TAIWAN REGION
120.437,22.459,4412194,2011,04,26T23,47,56,22.459,120.437,29.9,TAP,ISC,ISC,1054132,MW,2.9,ASIES,TAIWAN
120.1263,20.4549,3285191,2011,04,26T03,16,25,20.4549,120.1263,23.3,ISC,ISC,ISC,2179322,Mw,4.9,NIED,PHILIPPINE ISLANDS REGION
121.0727,21.0399,3285162,2011,04,24T22,53,38,21.0399,121.0727,31.2,ISC,ISC,ISC,2179097,Mw,4.9,NIED,TAIWAN REGION
121.457,23.922,4405800,2011,04,22T06,25,29,23.922,121.457,18.2,TAP,ISC,ISC,1053892,MW,2.8,ASIES,TAIWAN
121.7513,22.0018,4402295,2011,04,20T01,35,57,22.0018,121.7513,10,ISC,ISC,ISC,2178205,Mw,4.1,NIED,TAIWAN REGION
122.3541,23.9005,3288551,2011,04,20T01,19,45,23.9005,122.3541,15.9,ISC,ISC,ISC,2178203,Mw,3.8,NIED,TAIWAN REGION
124.5096,25.1631,3315033,2011,04,17T21,48,37,25.1631,124.5096,105,ISC,ISC,ISC,2177785,Mw,4.3,NIED,NORTHEAST OF TAIWAN
121.7756,24.4314,4397225,2011,04,16T12,48,58,24.4314,121.7756,9,ISC,ISC,ISC,2177533,Mw,3.7,NIED,TAIWAN
124.031,25.3609,3284312,2011,04,16T01,11,10,25.3609,124.031,139.7,ISC,ISC,ISC,2177441,MW,5.8,GCMT,NORTHEAST OF TAIWAN
122.2722,24.0961,4389071,2011,04,11T07,49,03,24.0961,122.2722,18.7,ISC,ISC,ISC,2176100,Mw,3.9,NIED,TAIWAN REGION
122.293,23.9307,4386937,2011,04,09T16,25,27,23.9307,122.293,12.4,ISC,ISC,ISC,2175765,Mw,4,NIED,TAIWAN REGION
123.4702,24.2522,4382796,2011,04,06T17,13,59,24.2522,123.4702,44.3,ISC,ISC,ISC,2175140,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.7372,22.0921,3281063,2011,03,31T08,45,06,22.0921,121.7372,6.7,ISC,ISC,ISC,2234977,Mw,4.5,NIED,TAIWAN REGION
121.5718,23.9146,3281018,2011,03,30T04,22,32,23.9146,121.5718,20.5,ISC,ISC,ISC,2234744,MW,4.4,NEIC,TAIWAN
124.629,23.2324,3280998,2011,03,29T10,48,21,23.2324,124.629,30.8,ISC,ISC,ISC,2234563,MW,5.4,GCMT,SOUTHWESTERN RYUKYU ISLANDS
123.5154,23.9832,3280873,2011,03,27T11,25,39,23.9832,123.5154,30.7,ISC,ISC,ISC,2234108,Mw,4.2,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.4755,22.4255,3280409,2011,03,20T08,00,51,22.4255,121.4755,26.4,ISC,ISC,ISC,2232080,MW,5.4,GCMT,TAIWAN REGION
121.9796,24.4529,4339153,2011,03,18T21,56,46,24.4529,121.9796,13,ISC,ISC,ISC,2231583,Mw,3.8,NIED,TAIWAN
121.8222,24.1491,4338012,2011,03,18T11,12,23,24.1491,121.8222,12.6,ISC,ISC,ISC,2231437,Mw,4.1,NIED,TAIWAN
121.5,22.2354,3280037,2011,03,14T17,21,56,22.2354,121.5,12.3,ISC,ISC,ISC,2229825,Mw,4.4,NIED,TAIWAN REGION
123.4003,23.9485,4301659,2011,02,22T06,13,13,23.9485,123.4003,23.4,ISC,ISC,ISC,1963380,Mw,4.2,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.5089,24.7276,4299246,2011,02,19T20,35,16,24.7276,122.5089,4.3,ISC,ISC,ISC,1963046,Mw,4.3,NIED,TAIWAN REGION
121.1859,21.1227,3278041,2011,02,15T07,18,19,21.1227,121.1859,39.5,ISC,ISC,ISC,1962471,MW,5.5,GCMT,TAIWAN REGION
122.2845,25.276,4293057,2011,02,13T00,49,44,25.276,122.2845,209.4,ISC,ISC,ISC,1962210,Mw,4.2,NIED,TAIWAN REGION
122.5174,24.6738,4290803,2011,02,10T13,01,55,24.6738,122.5174,107.1,ISC,ISC,ISC,1961892,Mw,4,NIED,TAIWAN REGION
121.7014,24.1066,3277630,2011,02,07T05,55,02,24.1066,121.7014,12.1,ISC,ISC,ISC,1961504,MW,4.2,NEIC,TAIWAN
121.787,24.2014,4287005,2011,02,06T21,07,23,24.2014,121.787,17.5,ISC,ISC,ISC,1961457,Mw,3.9,NIED,TAIWAN
122.0809,24.6525,4285443,2011,02,05T12,46,31,24.6525,122.0809,69,ISC,ISC,ISC,1961278,Mw,4,NIED,TAIWAN REGION
121.8563,24.1813,3277203,2011,02,01T08,16,31,24.1813,121.8563,12.9,ISC,ISC,ISC,1960713,MW,5.3,GCMT,TAIWAN
122.3043,24.2443,3279986,2011,01,31T22,44,28,24.2443,122.3043,52.1,ISC,ISC,ISC,1769203,Mw,4,NIED,TAIWAN REGION
121.8743,24.1846,3279457,2011,01,31T20,53,14,24.1846,121.8743,15.5,ISC,ISC,ISC,1769195,Mw,4.7,NIED,TAIWAN
124.8991,23.1087,4277944,2011,01,28T21,11,17,23.1087,124.8991,24,ISC,ISC,ISC,1768748,Mw,3.9,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.4155,23.9644,3279372,2011,01,25T11,36,13,23.9644,122.4155,6.6,ISC,ISC,ISC,1768287,Mw,4.6,NIED,TAIWAN REGION
122.0686,24.3623,3277187,2011,01,12T03,53,09,24.3623,122.0686,28.3,ISC,ISC,ISC,1766356,Mw,4.4,NIED,TAIWAN REGION
122.2863,24.9212,4261112,2011,01,11T01,46,43,24.9212,122.2863,11.3,ISC,ISC,ISC,1766208,Mw,3.8,NIED,TAIWAN REGION
123.9886,24.9143,4251980,2011,01,01T06,26,40,24.9143,123.9886,13.2,ISC,ISC,ISC,1764707,Mw,3.8,NIED,SOUTHWESTERN RYUKYU ISLANDS
123.98,24.96,4251975,2011,01,01T06,20,08,24.96,123.98,5,JMA,ISC,ISC,351536,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
123.4277,25.5138,4236260,2010,12,13T16,19,16,25.5138,123.4277,182,ISC,ISC,ISC,1613127,Mw,3.9,NIED,NORTHEAST OF TAIWAN
121.9978,21.2013,3275514,2010,12,09T20,42,06,21.2013,121.9978,175,ISC,ISC,ISC,1612688,Mw,4.3,NIED,TAIWAN REGION
122.3292,24.0136,3206869,2010,12,08T04,44,43,24.0136,122.3292,17.6,ISC,ISC,ISC,1612428,Mw,4.1,NIED,TAIWAN REGION
121.4382,22.9351,3206415,2010,12,07T02,46,14,22.9351,121.4382,35.6,ISC,ISC,ISC,1612316,Mw,4.6,NIED,TAIWAN REGION
124.1507,25.0688,3206701,2010,12,07T01,22,07,25.0688,124.1507,112,ISC,ISC,ISC,1612308,Mw,3.9,NIED,NORTHEAST OF TAIWAN
121.5239,23.6294,3206354,2010,12,06T02,14,12,23.6294,121.5239,25.7,ISC,ISC,ISC,1612191,MW,4.6,NEIC,TAIWAN
123.58,23.97,4228387,2010,12,03T23,05,04,23.97,123.58,32,JMA,ISC,ISC,343014,Mw,3.9,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.9928,23.9345,3203628,2010,11,26T19,20,40,23.9345,122.9928,43.5,ISC,ISC,ISC,1504480,Mw,4.5,NIED,TAIWAN REGION
121.8099,24.1956,3275307,2010,11,26T15,13,44,24.1956,121.8099,13.9,ISC,ISC,ISC,1504450,Mw,4.6,NIED,TAIWAN
121.4297,20.1309,3203621,2010,11,26T01,22,26,20.1309,121.4297,31.3,ISC,ISC,ISC,1504391,MW,5.2,GCMT,PHILIPPINE ISLANDS REGION
122.8488,23.9145,4206965,2010,11,25T17,28,20,23.9145,122.8488,7,ISC,ISC,ISC,1504351,Mw,3.7,NIED,TAIWAN REGION
121.7595,23.9648,4205929,2010,11,24T14,15,31,23.9648,121.7595,32.3,ISC,ISC,ISC,1504186,Mw,3.9,NIED,TAIWAN
123.5967,23.9927,4203475,2010,11,21T19,28,23,23.9927,123.5967,31.6,ISC,ISC,ISC,1503824,Mw,4.1,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.7244,23.8815,3181485,2010,11,21T12,31,45,23.8815,121.7244,51.1,ISC,ISC,ISC,1503774,MW,5.5,GCMT,TAIWAN
123.3537,23.2383,3203524,2010,11,19T04,44,05,23.2383,123.3537,29.3,ISC,ISC,ISC,1503494,MW,4.5,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.884,24.536,4200504,2010,11,18T18,14,11,24.536,121.884,14.5,ISC,ISC,ISC,1503433,Mw,4.1,NIED,TAIWAN
121.7111,24.102,3203479,2010,11,16T03,00,35,24.102,121.7111,12.5,ISC,ISC,ISC,1503107,Mw,4.2,NIED,TAIWAN
121.4167,23.0262,4196048,2010,11,13T20,59,38,23.0262,121.4167,18.8,ISC,ISC,ISC,1502576,Mw,3.8,NIED,TAIWAN
120.6492,22.1185,3181403,2010,11,12T15,39,01,22.1185,120.6492,35.2,ISC,ISC,ISC,1502447,Mw,5,NIED,TAIWAN
122.5156,24.1106,3181402,2010,11,12T13,08,49,24.1106,122.5156,30.1,ISC,ISC,ISC,1502433,MW,5.2,GCMT,TAIWAN REGION
123.68,23.39,4194070,2010,11,11T18,30,17,23.39,123.68,38,JMA,ISC,ISC,16297525,Mw,3.9,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.446,22.8492,4192863,2010,11,10T09,36,57,22.8492,121.446,6.8,ISC,ISC,ISC,1502174,Mw,3.9,NIED,TAIWAN REGION
121.8688,24.5451,4192379,2010,11,09T18,30,53,24.5451,121.8688,6.3,ISC,ISC,ISC,1502109,Mw,4,NIED,TAIWAN
122.4451,23.8875,3181378,2010,11,09T18,15,32,23.8875,122.4451,12.9,ISC,ISC,ISC,1502106,Mw,4.1,NIED,TAIWAN REGION
120.4612,23.2057,3181106,2010,11,08T13,01,21,23.2057,120.4612,18.7,ISC,ISC,ISC,1501991,MW,4.8,NEIC,TAIWAN
122.9866,24.33,4189415,2010,11,06T04,54,35,24.33,122.9866,41.4,ISC,ISC,ISC,1501729,Mw,4.1,NIED,TAIWAN REGION
122.0191,23.58,4188161,2010,11,04T21,43,50,23.58,122.0191,13.3,ISC,ISC,ISC,1501575,Mw,3.9,NIED,TAIWAN REGION
121.9829,23.5912,4186653,2010,11,03T11,13,53,23.5912,121.9829,14.7,ISC,ISC,ISC,1501395,Mw,4.7,NIED,TAIWAN
121.7439,24.2259,4182111,2010,10,29T15,30,16,24.2259,121.7439,18.7,ISC,ISC,ISC,1346716,Mw,4.5,NIED,TAIWAN
121.7534,24.2296,4182106,2010,10,29T15,27,41,24.2296,121.7534,14.3,ISC,ISC,ISC,1346714,Mw,4.3,NIED,TAIWAN
122.5451,23.874,4175066,2010,10,21T21,43,15,23.874,122.5451,16,ISC,ISC,ISC,1345681,Mw,4.2,NIED,TAIWAN REGION
121.126,23.2012,4173158,2010,10,19T22,32,16,23.2012,121.126,7.8,ISC,ISC,ISC,1345474,Mw,4,NIED,TAIWAN
124.2432,23.3514,3181295,2010,10,19T20,08,13,23.3514,124.2432,9.1,ISC,ISC,ISC,1345453,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.047,21.6275,3180405,2010,10,14T06,06,14,21.6275,121.047,24,ISC,ISC,ISC,1344859,Mw,4.8,NIED,TAIWAN REGION
121.9238,24.7701,4165869,2010,10,12T08,28,38,24.7701,121.9238,10.3,ISC,ISC,ISC,1344613,Mw,3.9,NIED,TAIWAN
122.0787,24.893,4165798,2010,10,12T06,43,25,24.893,122.0787,123.1,ISC,ISC,ISC,1344606,Mw,3.9,NIED,TAIWAN REGION
124.9003,25.3699,3202889,2010,10,12T00,09,52,25.3699,124.9003,95.1,ISC,ISC,ISC,1344582,Mw,4,NIED,NORTHEAST OF TAIWAN
124.9094,25.3257,2880321,2010,10,11T23,16,37,25.3257,124.9094,102.7,ISC,ISC,ISC,1344580,MW,5.1,GCMT,NORTHEAST OF TAIWAN
122.3339,24.8871,4165330,2010,10,11T16,47,17,24.8871,122.3339,14.7,ISC,ISC,ISC,1344551,Mw,4.1,NIED,TAIWAN REGION
123.66,23.54,3319360,2010,10,08T16,39,12,23.54,123.66,23.4,GCMT,ISC,ISC,125267,MW,4.9,GCMT,SOUTHWESTERN RYUKYU ISLANDS
124.4701,25.9526,2880283,2010,10,08T06,47,22,25.9526,124.4701,182,ISC,ISC,ISC,1344167,Mw,4.4,NIED,NORTHEAST OF TAIWAN
124.4967,25.9002,4160928,2010,10,07T03,40,43,25.9002,124.4967,182,ISC,ISC,ISC,1344032,Mw,4.7,NIED,NORTHEAST OF TAIWAN
121.8245,24.3442,2880202,2010,10,02T19,23,12,24.3442,121.8245,16.9,ISC,ISC,ISC,1343562,Mw,4.6,NIED,TAIWAN
121.8435,24.8531,3180771,2010,09,30T19,56,00,24.8531,121.8435,103,ISC,ISC,ISC,1241087,Mw,4.3,NIED,TAIWAN
121.7505,24.1071,2880120,2010,09,28T17,33,53,24.1071,121.7505,13.8,ISC,ISC,ISC,1240778,MW,4.7,NEIC,TAIWAN
121.7013,24.1029,2880116,2010,09,28T13,10,12,24.1029,121.7013,10.5,ISC,ISC,ISC,1240752,Mw,4.3,NIED,TAIWAN
124.7699,24.4397,4150736,2010,09,28T13,04,30,24.4397,124.7699,29.5,ISC,ISC,ISC,1240749,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
123.8967,23.4252,3180853,2010,09,27T21,50,17,23.4252,123.8967,43.1,ISC,ISC,ISC,1240671,Mw,4.4,NIED,SOUTHWESTERN RYUKYU ISLANDS
123.6129,24.9565,2880102,2010,09,27T15,49,21,24.9565,123.6129,24.9,ISC,ISC,ISC,1240634,MW,5.1,GCMT,SOUTHWESTERN RYUKYU ISLANDS
123.6259,24.8633,2880101,2010,09,27T15,40,28,24.8633,123.6259,15.9,ISC,ISC,ISC,1240633,Mw,4.5,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.1131,21.0662,2880057,2010,09,26T09,00,52,21.0662,121.1131,36,ISC,ISC,ISC,1240468,Mw,4,NIED,TAIWAN REGION
123.6938,22.7525,4147653,2010,09,24T21,14,29,22.7525,123.6938,10.7,ISC,ISC,ISC,1240303,Mw,3.8,NIED,SOUTHEAST OF TAIWAN
122.3747,23.616,2880013,2010,09,24T17,56,21,23.616,122.3747,18.7,ISC,ISC,ISC,1240279,Mw,4.3,NIED,TAIWAN REGION
120.3692,22.4767,4146872,2010,09,24T00,39,18,22.4767,120.3692,41.7,ISC,ISC,ISC,1240207,Mw,4,NIED,TAIWAN
123.4722,24.9024,4145501,2010,09,22T11,45,12,24.9024,123.4722,2.8,ISC,ISC,ISC,1240038,Mw,4.1,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.6866,23.6604,2879938,2010,09,20T03,17,08,23.6604,121.6866,35.7,ISC,ISC,ISC,1239775,MW,4.6,NEIC,TAIWAN
122.8706,24.2827,4140374,2010,09,17T02,46,48,24.2827,122.8706,26.2,ISC,ISC,ISC,1239416,Mw,4,NIED,TAIWAN REGION
121.4759,23.1604,4138487,2010,09,15T08,47,21,23.1604,121.4759,23.6,ISC,ISC,ISC,1239208,Mw,4.3,NIED,TAIWAN
123.7,22.44,4135724,2010,09,12T12,52,10,22.44,123.7,52,JMA,ISC,ISC,16274928,Mw,3.7,NIED,SOUTHEAST OF TAIWAN
121.7882,24.4075,3179839,2010,09,11T22,41,06,24.4075,121.7882,59.4,ISC,ISC,ISC,1238818,Mw,4.3,NIED,TAIWAN
121.9255,24.4985,4132819,2010,09,09T13,30,09,24.4985,121.9255,33.1,ISC,ISC,ISC,1238520,Mw,4,NIED,TAIWAN
121.054,22.779,4130440,2010,09,07T04,27,22,22.779,121.054,6.3,TAP,ISC,ISC,17140821,MW,2.8,ASIES,TAIWAN REGION
121.062,22.785,4130429,2010,09,07T04,06,58,22.785,121.062,6.8,TAP,ISC,ISC,17140820,MW,3,ASIES,TAIWAN REGION
122.0841,24.8413,4128248,2010,09,05T04,55,08,24.8413,122.0841,13,ISC,ISC,ISC,1237906,Mw,4.1,NIED,TAIWAN REGION
122.4098,25.0306,4124428,2010,09,01T05,30,36,25.0306,122.4098,15.5,ISC,ISC,ISC,1237342,Mw,4.2,NIED,TAIWAN REGION
122.2504,24.9057,2879165,2010,08,30T08,45,10,24.9057,122.2504,16.6,ISC,ISC,ISC,1078656,MW,5,GCMT,TAIWAN REGION
121.515,23.706,4119984,2010,08,27T06,34,02,23.706,121.515,10.9,TAP,ISC,ISC,17140091,MW,2.7,ASIES,TAIWAN
121.9614,24.7822,2878775,2010,08,21T18,48,02,24.7822,121.9614,14,ISC,ISC,ISC,1077688,MW,5.1,GCMT,TAIWAN
121.9431,24.8029,4114973,2010,08,21T18,38,45,24.8029,121.9431,18.4,ISC,ISC,ISC,1077685,Mw,4.4,NIED,TAIWAN
121.6895,23.5894,2878771,2010,08,21T16,38,00,23.5894,121.6895,33.2,ISC,ISC,ISC,1077675,MW,4.7,NEIC,TAIWAN
124.05,22.55,4114593,2010,08,21T09,20,35,22.55,124.05,51,JMA,ISC,ISC,16267180,Mw,4.1,NIED,SOUTHEAST OF TAIWAN
123.8673,22.4008,2878471,2010,08,16T01,58,46,22.4008,123.8673,8.7,ISC,ISC,ISC,1077004,Mw,4.2,NIED,SOUTHEAST OF TAIWAN
121.528,24.093,4104826,2010,08,10T21,57,51,24.093,121.528,19.4,TAP,ISC,ISC,17139060,MW,2.8,ASIES,TAIWAN
122.334,24.1028,2878064,2010,08,10T21,43,37,24.1028,122.334,42.9,ISC,ISC,ISC,1076066,Mw,4.3,NIED,TAIWAN REGION
124.7808,25.305,4100178,2010,08,05T22,29,17,25.305,124.7808,7.9,ISC,ISC,ISC,1075377,Mw,4.1,NIED,NORTHEAST OF TAIWAN
122.5877,24.5754,2877725,2010,08,05T12,41,48,24.5754,122.5877,25,ISC,ISC,ISC,1075313,Mw,4.1,NIED,TAIWAN REGION
124.8063,25.3528,4098993,2010,08,04T16,58,58,25.3528,124.8063,3.2,ISC,ISC,ISC,1075152,Mw,3.9,NIED,NORTHEAST OF TAIWAN
123.9502,22.4655,4095965,2010,08,01T20,42,05,22.4655,123.9502,3.1,ISC,ISC,ISC,1074847,Mw,3.6,NIED,SOUTHEAST OF TAIWAN
120.591,22.9569,2877348,2010,07,31T14,49,06,22.9569,120.591,17.1,ISC,ISC,ISC,1005643,Mw,4.4,NIED,TAIWAN
121.8077,24.0686,2877330,2010,07,31T08,13,17,24.0686,121.8077,44.4,ISC,ISC,ISC,1005621,Mw,4,NIED,TAIWAN
122.5184,23.7428,2877318,2010,07,31T05,18,06,23.7428,122.5184,23.9,ISC,ISC,ISC,1005613,Mw,4.4,NIED,TAIWAN REGION
122.3916,24.9937,2876955,2010,07,27T00,54,57,24.9937,122.3916,12.7,ISC,ISC,ISC,1005169,Mw,4.4,NIED,TAIWAN REGION
123.93,23.51,4089145,2010,07,25T18,36,20,23.51,123.93,38,JMA,ISC,ISC,15709015,Mw,3.6,NIED,SOUTHWESTERN RYUKYU ISLANDS
120.7842,22.8173,2876808,2010,07,25T03,52,11,22.8173,120.7842,32.5,ISC,ISC,ISC,1004967,MW,5.2,GCMT,TAIWAN
123.1937,24.8576,4087405,2010,07,23T20,55,06,24.8576,123.1937,1.6,ISC,ISC,ISC,1004810,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.0225,21.1071,2876123,2010,07,20T02,52,47,21.1071,122.0225,4.3,ISC,ISC,ISC,1004329,Mw,4.5,NIED,TAIWAN REGION
122.6625,23.8679,4083157,2010,07,19T11,45,05,23.8679,122.6625,14.4,ISC,ISC,ISC,1004212,Mw,3.9,NIED,TAIWAN REGION
