X,Y,#EventID,year,month,dayThour,minute,second,latitude,longitude,depth,Author,Catalog,Contributor,ContributorID,MagType,magnitude,MagAuthor,EventLocationName
121.4397,20.1245,1781886,2004,10,05T18,12,59,20.1245,121.4397,42.8,ISC,ISC,ISC,7648866,Mw,4.5,NIED,PHILIPPINE ISLANDS REGION
121.36,21.75,1775952,2004,10,04T17,34,00,21.75,121.36,3.4,TAP,ISC,ISC,6445300,Mw,4,NIED,TAIWAN REGION
121.7185,20.9768,1917520,2004,09,29T00,27,42,20.9768,121.7185,85.7,ISC,ISC,ISC,7533518,Mw,4.4,NIED,PHILIPPINE ISLANDS REGION
121.7643,23.7168,1913448,2004,09,28T07,57,23,23.7168,121.7643,28,ISC,ISC,ISC,7533450,Mw,4.3,NIED,TAIWAN
123.5678,23.9418,1903837,2004,09,26T12,29,05,23.9418,123.5678,41,ISC,ISC,ISC,7533317,Mw,4.1,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.1049,24.8491,1877685,2004,09,21T18,17,04,24.8491,122.1049,24.8,ISC,ISC,ISC,7532923,Mw,4.2,NIED,TAIWAN REGION
123.0204,24.3431,1860942,2004,09,19T03,52,03,24.3431,123.0204,43.9,ISC,ISC,ISC,7532649,Mw,3.7,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.2072,24.8761,1855008,2004,09,18T11,15,55,24.8761,122.2072,120.4,ISC,ISC,ISC,7532535,Mw,3.7,NIED,TAIWAN REGION
122.875,24.4843,1853017,2004,09,18T02,52,34,24.4843,122.875,76.9,ISC,ISC,ISC,7532503,Mw,4.6,NIED,TAIWAN REGION
121.6831,23.3006,1794779,2004,09,08T01,07,47,23.3006,121.6831,18,ISC,ISC,ISC,7531682,Mw,3.6,NIED,TAIWAN
121.9128,24.6827,1791598,2004,09,07T11,45,56,24.6827,121.9128,12.8,ISC,ISC,ISC,7531629,Mw,3.8,NIED,TAIWAN
121.8698,24.6447,1912599,2004,08,30T23,22,15,24.6447,121.8698,81.7,ISC,ISC,ISC,7440301,Mw,4.3,NIED,TAIWAN
121.9786,24.4053,1906267,2004,08,29T17,22,24,24.4053,121.9786,27.8,ISC,ISC,ISC,7440200,Mw,4.1,NIED,TAIWAN
123.6408,23.9992,1904604,2004,08,29T08,27,59,23.9992,123.6408,38,ISC,ISC,ISC,7440178,Mw,3.6,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.2493,24.4556,1866376,2004,08,21T19,57,55,24.4556,122.2493,60.1,ISC,ISC,ISC,7439584,Mw,4.1,NIED,TAIWAN REGION
123.3161,23.8161,1860601,2004,08,20T19,20,16,23.8161,123.3161,27.7,ISC,ISC,ISC,7439486,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
123.3302,23.8405,1860025,2004,08,20T17,37,52,23.8405,123.3302,25.9,ISC,ISC,ISC,7439476,Mw,5.2,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.5669,22.4606,1851269,2004,08,18T22,18,28,22.4606,121.5669,39.5,ISC,ISC,ISC,7439323,Mw,4.3,NIED,TAIWAN REGION
121.377,21.9884,1850917,2004,08,18T20,31,39,21.9884,121.377,85.3,ISC,ISC,ISC,7439319,Mw,4.5,NIED,TAIWAN REGION
121.078,22.8478,1825416,2004,08,14T03,29,40,22.8478,121.078,7.6,ISC,ISC,ISC,7438942,Mw,4.1,NIED,TAIWAN REGION
121.8535,24.7114,1795320,2004,08,08T13,12,25,24.7114,121.8535,85.8,ISC,ISC,ISC,7438400,Mw,4.3,NIED,TAIWAN
122.0912,24.3532,1794281,2004,08,08T08,30,54,24.3532,122.0912,64.9,ISC,ISC,ISC,7438373,Mw,3.9,NIED,TAIWAN REGION
122.5855,20.3443,1790306,2004,08,07T13,46,22,20.3443,122.5855,10,ISC,ISC,ISC,7438311,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
120.59,23.6,1779540,2004,08,05T13,38,17,23.6,120.59,10.9,TAP,ISC,ISC,6340447,MW,3,ASIES,TAIWAN
122.4251,23.968,1774340,2004,08,04T15,43,30,23.968,122.4251,39.8,ISC,ISC,ISC,7438020,Mw,3.9,NIED,TAIWAN REGION
121.7014,20.0872,1764646,2004,08,03T01,13,29,20.0872,121.7014,45.4,ISC,ISC,ISC,7437860,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.57,20.64,1762614,2004,08,02T18,18,24,20.64,122.57,0,JMA,ISC,ISC,6991243,Mw,3.6,NIED,PHILIPPINE ISLANDS REGION
122.7972,20.4467,1760058,2004,08,02T07,24,40,20.4467,122.7972,73,ISC,ISC,ISC,7437790,Mw,3.9,NIED,PHILIPPINE ISLANDS REGION
122.8093,20.4184,1757165,2004,08,01T17,21,04,20.4184,122.8093,70.5,ISC,ISC,ISC,7437735,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
122.4078,20.3666,1756244,2004,08,01T13,38,14,20.3666,122.4078,48,ISC,ISC,ISC,7437721,Mw,4,NIED,PHILIPPINE ISLANDS REGION
121.9999,24.5624,1755537,2004,08,01T11,21,24,24.5624,121.9999,0.1,ISC,ISC,ISC,7437709,Mw,4,NIED,TAIWAN
122.63,20.68,1753291,2004,08,01T01,26,36,20.68,122.63,0,JMA,ISC,ISC,6990718,Mw,3.4,NIED,PHILIPPINE ISLANDS REGION
122.074,20.323,1753176,2004,08,01T00,47,40,20.323,122.074,42,MAN,ISC,ISC,6182591,Mw,3.6,NIED,PHILIPPINE ISLANDS REGION
122.415,20.3447,1927653,2004,07,31T22,59,20,20.3447,122.415,31.1,ISC,ISC,ISC,7409153,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
122.2446,20.5687,1927408,2004,07,31T20,56,35,20.5687,122.2446,33,ISC,ISC,ISC,7409145,Mw,3.8,NIED,PHILIPPINE ISLANDS REGION
122.5738,20.2839,1926911,2004,07,31T17,46,12,20.2839,122.5738,27.1,ISC,ISC,ISC,7487678,Mw,4.7,NIED,PHILIPPINE ISLANDS REGION
122.3604,20.394,1926867,2004,07,31T17,36,40,20.394,122.3604,33,ISC,ISC,ISC,7409127,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.5007,20.3263,1926805,2004,07,31T17,12,25,20.3263,122.5007,10,ISC,ISC,ISC,7409125,Mw,4.3,NIED,PHILIPPINE ISLANDS REGION
122.4663,20.3348,1926704,2004,07,31T16,32,41,20.3348,122.4663,32,ISC,ISC,ISC,7409122,Mw,4.4,NIED,PHILIPPINE ISLANDS REGION
122.7104,20.2514,1925843,2004,07,31T12,52,59,20.2514,122.7104,42.5,ISC,ISC,ISC,7409110,Mw,4,NIED,PHILIPPINE ISLANDS REGION
122.6694,20.2439,1925804,2004,07,31T12,45,05,20.2439,122.6694,43,ISC,ISC,ISC,7409108,Mw,4.3,NIED,PHILIPPINE ISLANDS REGION
122.5371,20.2778,1925168,2004,07,31T09,45,46,20.2778,122.5371,33,ISC,ISC,ISC,7409093,Mw,4.7,NIED,PHILIPPINE ISLANDS REGION
122.5865,20.2922,1925110,2004,07,31T09,27,36,20.2922,122.5865,33,ISC,ISC,ISC,7409092,Mw,4.8,NIED,PHILIPPINE ISLANDS REGION
122.3847,20.371,1924560,2004,07,31T05,40,21,20.371,122.3847,33,ISC,ISC,ISC,7409078,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.5496,20.2935,1924444,2004,07,31T04,48,20,20.2935,122.5496,36.4,ISC,ISC,ISC,7409076,MW,5.2,HRVD,PHILIPPINE ISLANDS REGION
122.568,20.3066,1923799,2004,07,31T00,50,10,20.3066,122.568,33,ISC,ISC,ISC,7409061,Mw,3.6,NIED,PHILIPPINE ISLANDS REGION
122.3677,20.3975,1923745,2004,07,31T00,32,51,20.3975,122.3677,32,ISC,ISC,ISC,7409059,Mw,3.7,NIED,PHILIPPINE ISLANDS REGION
122.4954,20.3228,1923575,2004,07,30T23,29,24,20.3228,122.4954,26.8,ISC,ISC,ISC,7409056,Mw,4.4,NIED,PHILIPPINE ISLANDS REGION
122.274,20.525,1922743,2004,07,30T18,49,38,20.525,122.274,33,ISC,ISC,ISC,7409039,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
121.871,20.323,1922612,2004,07,30T18,07,31,20.323,121.871,31,MAN,ISC,ISC,6182574,Mw,3.6,NIED,PHILIPPINE ISLANDS REGION
122.5555,20.267,1921893,2004,07,30T14,31,16,20.267,122.5555,10,ISC,ISC,ISC,7409017,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.3748,20.3432,1921358,2004,07,30T11,28,17,20.3432,122.3748,33,ISC,ISC,ISC,7409010,Mw,3.7,NIED,PHILIPPINE ISLANDS REGION
122.2507,20.5483,1920903,2004,07,30T09,02,57,20.5483,122.2507,33,ISC,ISC,ISC,7409003,Mw,3.8,NIED,PHILIPPINE ISLANDS REGION
122.5104,20.3322,1920822,2004,07,30T08,40,33,20.3322,122.5104,10,ISC,ISC,ISC,7481560,Mw,4.3,NIED,PHILIPPINE ISLANDS REGION
122.2672,20.5266,1920194,2004,07,30T06,06,02,20.5266,122.2672,33,ISC,ISC,ISC,7408985,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
122.3445,20.6178,1920094,2004,07,30T05,31,51,20.6178,122.3445,10,ISC,ISC,ISC,7516044,Mw,3.5,NIED,PHILIPPINE ISLANDS REGION
122.3751,20.3034,1919392,2004,07,30T01,32,48,20.3034,122.3751,33,ISC,ISC,ISC,7408962,Mw,3.7,NIED,PHILIPPINE ISLANDS REGION
122.4962,20.2992,1919255,2004,07,30T00,29,54,20.2992,122.4962,10,ISC,ISC,ISC,7408958,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
122.362,20.3623,1919045,2004,07,29T23,30,30,20.3623,122.362,33,ISC,ISC,ISC,7408951,Mw,3.9,NIED,PHILIPPINE ISLANDS REGION
122.5958,20.3681,1918483,2004,07,29T20,14,54,20.3681,122.5958,33,ISC,ISC,ISC,7491447,Mw,3.9,NIED,PHILIPPINE ISLANDS REGION
122.5844,20.2581,1918194,2004,07,29T18,56,34,20.2581,122.5844,21.1,ISC,ISC,ISC,7408940,MW,4.8,HRVD,PHILIPPINE ISLANDS REGION
122.5764,20.2724,1918069,2004,07,29T18,41,58,20.2724,122.5764,33,ISC,ISC,ISC,7408937,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
122.7374,20.3002,1918042,2004,07,29T18,38,13,20.3002,122.7374,37.6,ISC,ISC,ISC,7408936,Mw,4.3,NIED,PHILIPPINE ISLANDS REGION
122.5414,20.361,1917594,2004,07,29T16,56,57,20.361,122.5414,10,ISC,ISC,ISC,7408929,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.4383,20.4243,1917495,2004,07,29T16,35,49,20.4243,122.4383,20,ISC,ISC,ISC,7408928,Mw,3.8,NIED,PHILIPPINE ISLANDS REGION
122.3947,20.3487,1917038,2004,07,29T15,10,10,20.3487,122.3947,33,ISC,ISC,ISC,7408916,Mw,4,NIED,PHILIPPINE ISLANDS REGION
122.5796,20.2825,1916584,2004,07,29T13,18,33,20.2825,122.5796,15,ISC,ISC,ISC,7408906,Mw,4.5,NIED,PHILIPPINE ISLANDS REGION
122.5081,20.3408,1916301,2004,07,29T12,06,27,20.3408,122.5081,27.6,ISC,ISC,ISC,7408899,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.3468,20.3792,1915897,2004,07,29T10,37,49,20.3792,122.3468,33,ISC,ISC,ISC,7408891,Mw,3.8,NIED,PHILIPPINE ISLANDS REGION
122.3833,20.3302,1915584,2004,07,29T09,36,35,20.3302,122.3833,33,ISC,ISC,ISC,7408883,Mw,3.9,NIED,PHILIPPINE ISLANDS REGION
122.3353,20.4086,1915430,2004,07,29T08,47,02,20.4086,122.3353,33,ISC,ISC,ISC,7408881,Mw,3.7,NIED,PHILIPPINE ISLANDS REGION
122.3307,20.4684,1915395,2004,07,29T08,38,53,20.4684,122.3307,33,ISC,ISC,ISC,7408880,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
122.3624,20.3504,1915364,2004,07,29T08,21,12,20.3504,122.3624,33,ISC,ISC,ISC,7408879,Mw,3.9,NIED,PHILIPPINE ISLANDS REGION
122.478,20.2991,1915264,2004,07,29T07,44,37,20.2991,122.478,25.8,ISC,ISC,ISC,7408877,Mw,4.4,NIED,PHILIPPINE ISLANDS REGION
122.3694,20.3475,1915191,2004,07,29T07,30,46,20.3475,122.3694,33,ISC,ISC,ISC,7408874,Mw,4,NIED,PHILIPPINE ISLANDS REGION
122.2555,20.406,1914845,2004,07,29T06,27,46,20.406,122.2555,26.6,ISC,ISC,ISC,7408869,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.4,20.7,1914787,2004,07,29T06,17,00,20.7,122.4,38,NIED,ISC,ISC,6545665,Mw,4,NIED,PHILIPPINE ISLANDS REGION
122.182,20.36,1914706,2004,07,29T05,46,56,20.36,122.182,33,MAN,ISC,ISC,6182538,Mw,4,NIED,PHILIPPINE ISLANDS REGION
122.3656,20.3383,1914556,2004,07,29T04,56,54,20.3383,122.3656,33,ISC,ISC,ISC,7408863,Mw,3.8,NIED,PHILIPPINE ISLANDS REGION
121.3227,20.1204,1914389,2004,07,29T04,35,34,20.1204,121.3227,44.4,ISC,ISC,ISC,7408859,Mw,4.1,NIED,PHILIPPINE ISLANDS REGION
122.4792,20.3051,1913998,2004,07,29T03,22,07,20.3051,122.4792,17,ISC,ISC,ISC,7408850,Mw,4,NIED,PHILIPPINE ISLANDS REGION
122.4526,20.2951,1913417,2004,07,29T01,12,33,20.2951,122.4526,33,ISC,ISC,ISC,7408832,Mw,4.4,NIED,PHILIPPINE ISLANDS REGION
122.3592,20.3447,1913299,2004,07,29T00,51,36,20.3447,122.3592,33,ISC,ISC,ISC,7408829,Mw,3.8,NIED,PHILIPPINE ISLANDS REGION
122.3775,20.3258,1913250,2004,07,29T00,36,28,20.3258,122.3775,33,ISC,ISC,ISC,7408827,Mw,3.9,NIED,PHILIPPINE ISLANDS REGION
122.3659,20.3313,1913127,2004,07,28T23,57,01,20.3313,122.3659,33,ISC,ISC,ISC,7408824,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
122.4538,20.2933,1912994,2004,07,28T23,27,57,20.2933,122.4538,28.9,ISC,ISC,ISC,7408821,Mw,3.8,NIED,PHILIPPINE ISLANDS REGION
122.3905,20.2722,1912940,2004,07,28T23,09,23,20.2722,122.3905,31,ISC,ISC,ISC,7408818,Mw,3.6,NIED,PHILIPPINE ISLANDS REGION
122.322,25.0172,1897049,2004,07,26T01,15,08,25.0172,122.322,7.2,ISC,ISC,ISC,7408608,Mw,4,NIED,TAIWAN REGION
120.7301,23.0954,1891378,2004,07,25T00,04,20,23.0954,120.7301,6.7,ISC,ISC,ISC,7408537,Mw,3.6,NIED,TAIWAN
121.6001,24.0498,1874467,2004,07,22T06,36,40,24.0498,121.6001,26.6,ISC,ISC,ISC,7408332,Mw,4,NIED,TAIWAN
121.5924,21.9106,1863714,2004,07,20T09,17,21,21.9106,121.5924,10,ISC,ISC,ISC,7408193,Mw,4.2,NIED,TAIWAN REGION
123.5014,23.3113,1818293,2004,07,12T22,23,56,23.3113,123.5014,59,ISC,ISC,ISC,7407563,Mw,3.6,NIED,SOUTHWESTERN RYUKYU ISLANDS
123.3618,23.1692,1811146,2004,07,12T01,11,10,23.1692,123.3618,17.8,ISC,ISC,ISC,7407468,MW,4.6,NIED,SOUTHWESTERN RYUKYU ISLANDS
124.6007,25.4533,1810160,2004,07,11T20,48,54,25.4533,124.6007,120.1,ISC,ISC,ISC,7407447,Mw,3.7,NIED,NORTHEAST OF TAIWAN
122.5168,24.0718,1801285,2004,07,10T05,03,02,24.0718,122.5168,36.6,ISC,ISC,ISC,7407316,Mw,4,NIED,TAIWAN REGION
121.5373,23.8625,1796722,2004,07,09T11,19,29,23.8625,121.5373,24.6,ISC,ISC,ISC,7407248,Mw,3.8,NIED,TAIWAN
122.084,24.8176,1781332,2004,07,06T11,39,25,24.8176,122.084,15.2,ISC,ISC,ISC,7407000,Mw,4.3,NIED,TAIWAN REGION
121.0428,22.8548,1781309,2004,07,06T11,38,00,22.8548,121.0428,22.4,ISC,ISC,ISC,7406999,Mw,4.5,NIED,TAIWAN REGION
122.3316,25.0092,1780366,2004,07,06T07,32,00,25.0092,122.3316,6,ISC,ISC,ISC,7406986,MW,5.2,HRVD,TAIWAN REGION
123.3044,24.5548,1779116,2004,07,06T00,21,09,24.5548,123.3044,97.1,ISC,ISC,ISC,7406968,Mw,4,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.5656,24.0764,1778954,2004,07,05T23,27,15,24.0764,122.5656,37,ISC,ISC,ISC,7406963,Mw,3.9,NIED,TAIWAN REGION
121.4024,22.8591,1823915,2004,06,13T02,22,57,22.8591,121.4024,30.7,ISC,ISC,ISC,7328843,Mw,4,NIED,TAIWAN REGION
121.1012,22.8361,1809636,2004,06,10T15,58,07,22.8361,121.1012,10.5,ISC,ISC,ISC,7328610,Mw,5.1,NIED,TAIWAN REGION
122.8953,24.7774,1788215,2004,06,06T21,22,21,24.7774,122.8953,26.5,ISC,ISC,ISC,7328294,Mw,4.1,NIED,TAIWAN REGION
121.1478,22.4043,1783548,2004,06,06T00,09,06,22.4043,121.1478,12.1,ISC,ISC,ISC,7328228,Mw,5,NIED,TAIWAN REGION
122.7604,23.961,1772858,2004,06,04T02,41,42,23.961,122.7604,9.9,ISC,ISC,ISC,7328065,Mw,3.9,NIED,TAIWAN REGION
122.6416,23.9042,1772688,2004,06,04T02,35,00,23.9042,122.6416,11.1,ISC,ISC,ISC,7389319,Mw,3.9,NIED,TAIWAN REGION
122.9009,23.9315,1772534,2004,06,04T02,24,32,23.9315,122.9009,14,ISC,ISC,ISC,7328056,Mw,5,NIED,TAIWAN REGION
121.3533,23.5904,1764684,2004,06,02T16,56,30,23.5904,121.3533,19.1,ISC,ISC,ISC,7327933,MW,4.7,HRVD,TAIWAN
121.8665,21.9561,1763925,2004,06,02T14,44,50,21.9561,121.8665,12.1,ISC,ISC,ISC,7327922,Mw,3.8,NIED,TAIWAN REGION
121.2027,22.5054,1890109,2004,05,24T09,15,04,22.5054,121.2027,2.7,ISC,ISC,ISC,7192543,Mw,4.3,NIED,TAIWAN REGION
121.6019,21.8855,1881966,2004,05,23T01,07,16,21.8855,121.6019,17.1,ISC,ISC,ISC,7192417,Mw,4.4,NIED,TAIWAN REGION
121.6028,21.908,1881910,2004,05,23T00,58,28,21.908,121.6028,15,ISC,ISC,ISC,7192416,Mw,4.3,NIED,TAIWAN REGION
121.2999,22.7898,1878654,2004,05,22T12,55,26,22.7898,121.2999,18.5,ISC,ISC,ISC,7192362,Mw,4,NIED,TAIWAN REGION
121.5118,22.1165,1869379,2004,05,21T01,33,58,22.1165,121.5118,19.9,ISC,ISC,ISC,7192231,Mw,4.4,NIED,TAIWAN REGION
121.4282,22.6422,1862232,2004,05,19T20,20,51,22.6422,121.4282,22.6,ISC,ISC,ISC,7192134,Mw,3.8,NIED,TAIWAN REGION
121.4646,22.6872,1858433,2004,05,19T07,04,11,22.6872,121.4646,26.2,ISC,ISC,ISC,7192091,MW,6.1,NEIC,TAIWAN REGION
122.1923,24.0815,1858324,2004,05,19T06,34,03,24.0815,122.1923,33,ISC,ISC,ISC,7192090,Mw,4,NIED,TAIWAN REGION
123.0301,22.3734,1844445,2004,05,17T00,21,51,22.3734,123.0301,3.3,ISC,ISC,ISC,7191869,Mw,4.1,NIED,SOUTHEAST OF TAIWAN
121.9647,23.0744,1838916,2004,05,16T06,04,08,23.0744,121.9647,19.1,ISC,ISC,ISC,7191757,MW,5.6,NEIC,TAIWAN
121.9125,24.8623,1833006,2004,05,15T05,07,49,24.8623,121.9125,99.5,ISC,ISC,ISC,7191654,Mw,4.6,NIED,TAIWAN
121.6111,24.0308,1824204,2004,05,13T15,28,49,24.0308,121.6111,23,ISC,ISC,ISC,7191530,Mw,3.7,NIED,TAIWAN
122.0593,24.7632,1814244,2004,05,11T20,31,14,24.7632,122.0593,94.1,ISC,ISC,ISC,7191350,Mw,3.9,NIED,TAIWAN REGION
123.9655,25.184,1813383,2004,05,11T17,39,45,25.184,123.9655,132.6,ISC,ISC,ISC,7191339,Mw,4.3,NIED,NORTHEAST OF TAIWAN
121.41,22.5586,1805323,2004,05,10T06,53,16,22.5586,121.41,26.1,ISC,ISC,ISC,7191198,Mw,4.2,NIED,TAIWAN REGION
121.8227,24.601,1802805,2004,05,09T20,06,47,24.601,121.8227,75,ISC,ISC,ISC,7191150,MW,5,HRVD,TAIWAN
121.231,20.8117,1800294,2004,05,09T08,24,10,20.8117,121.231,42.2,ISC,ISC,ISC,7191114,Mw,4.2,NIED,PHILIPPINE ISLANDS REGION
120.6249,23.4014,1799624,2004,05,09T06,02,22,23.4014,120.6249,13.1,ISC,ISC,ISC,7191093,Mw,4.2,NIED,TAIWAN
121.5374,21.9499,1797251,2004,05,08T20,18,39,21.9499,121.5374,9.1,ISC,ISC,ISC,7191060,Mw,4.1,NIED,TAIWAN REGION
121.5881,22.1743,1793739,2004,05,08T08,02,51,22.1743,121.5881,10,ISC,ISC,ISC,7331720,MW,5.6,NEIC,TAIWAN REGION
120.5504,22.9094,1790777,2004,05,07T20,17,46,22.9094,120.5504,10.8,ISC,ISC,ISC,7190954,Mw,4.8,NIED,TAIWAN
122.0596,23.8069,1758303,2004,05,01T21,58,48,23.8069,122.0596,18.6,ISC,ISC,ISC,7190490,Mw,4,NIED,TAIWAN REGION
121.648,24.0588,1754692,2004,05,01T07,56,10,24.0588,121.648,29.4,ISC,ISC,ISC,7190434,Mw,5,NIED,TAIWAN
121.5482,23.9349,1884809,2004,04,24T15,20,30,23.9349,121.5482,27.9,ISC,ISC,ISC,7148570,Mw,4.6,NIED,TAIWAN
120.5428,22.8368,1879002,2004,04,23T14,04,29,22.8368,120.5428,30.5,ISC,ISC,ISC,7148472,Mw,4.5,NIED,TAIWAN
120.0738,21.6396,1868279,2004,04,21T15,59,53,21.6396,120.0738,26.7,ISC,ISC,ISC,7148280,Mw,4.2,NIED,TAIWAN REGION
121.4261,22.7779,1857850,2004,04,19T17,51,24,22.7779,121.4261,40.2,ISC,ISC,ISC,7148116,Mw,4.5,NIED,TAIWAN REGION
121.2803,22.6901,1854654,2004,04,19T00,56,11,22.6901,121.2803,25.1,ISC,ISC,ISC,7148071,Mw,4.1,NIED,TAIWAN REGION
123.8107,23.4478,1854199,2004,04,18T22,13,49,23.4478,123.8107,39.5,ISC,ISC,ISC,7148059,Mw,3.9,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.4596,20.5397,1846144,2004,04,17T12,39,52,20.5397,122.4596,47.5,ISC,ISC,ISC,7147928,Mw,4,NIED,PHILIPPINE ISLANDS REGION
122.7682,23.9193,1807621,2004,04,10T23,58,58,23.9193,122.7682,5.1,ISC,ISC,ISC,7147225,Mw,3.4,NIED,TAIWAN REGION
121.5644,23.6241,1801493,2004,04,09T23,21,33,23.6241,121.5644,28.7,ISC,ISC,ISC,7147123,Mw,3.8,NIED,TAIWAN
121.5903,24.082,1797566,2004,04,09T05,33,38,24.082,121.5903,24.6,ISC,ISC,ISC,7147060,Mw,4.1,NIED,TAIWAN
121.1512,21.0514,1782914,2004,04,06T13,13,47,21.0514,121.1512,37,ISC,ISC,ISC,7146828,Mw,4.7,NIED,TAIWAN REGION
121.515,21.3789,1744752,2004,03,27T03,20,55,21.3789,121.515,35.9,ISC,ISC,ISC,7111397,Mw,3.9,NIED,TAIWAN REGION
120.631,23.4112,1742096,2004,03,25T19,07,05,23.4112,120.631,13,ISC,ISC,ISC,7111256,Mw,4.2,NIED,TAIWAN
121.8555,24.3405,1736691,2004,03,22T21,36,53,24.3405,121.8555,7.3,ISC,ISC,ISC,7111001,Mw,4.1,NIED,TAIWAN
121.5638,22.8837,1718775,2004,03,13T05,03,50,22.8837,121.5638,35.3,ISC,ISC,ISC,7110202,Mw,4.5,NIED,TAIWAN REGION
121.5153,20.1569,1717768,2004,03,12T16,08,23,20.1569,121.5153,46.2,ISC,ISC,ISC,7110151,Mw,4.7,NIED,PHILIPPINE ISLANDS REGION
123.4821,24.0498,1717529,2004,03,12T13,19,04,24.0498,123.4821,25.8,ISC,ISC,ISC,7110137,Mw,3.8,NIED,SOUTHWESTERN RYUKYU ISLANDS
124.0816,22.5025,1706235,2004,03,05T18,42,58,22.5025,124.0816,23.8,ISC,ISC,ISC,7109621,Mw,4.8,NIED,SOUTHEAST OF TAIWAN
121.1601,23.9581,1702535,2004,03,03T13,50,29,23.9581,121.1601,26,ISC,ISC,ISC,7109458,Mw,4.2,NIED,TAIWAN
123.556,23.9917,1748332,2004,02,29T04,32,43,23.9917,123.556,42.8,ISC,ISC,ISC,7065397,Mw,4.3,NIED,SOUTHWESTERN RYUKYU ISLANDS
122.0086,24.7649,1748239,2004,02,29T02,23,10,24.7649,122.0086,13.3,ISC,ISC,ISC,7065392,Mw,4.2,NIED,TAIWAN REGION
122.2432,24.0266,1747930,2004,02,28T22,18,15,24.0266,122.2432,16.4,ISC,ISC,ISC,7065378,Mw,4.1,NIED,TAIWAN REGION
123.1837,24.053,1742569,2004,02,26T04,33,09,24.053,123.1837,67.6,ISC,ISC,ISC,7065137,MW,5.3,NEIC,SOUTHWESTERN RYUKYU ISLANDS
121.4248,23.0409,1742370,2004,02,26T02,09,33,23.0409,121.4248,19.2,ISC,ISC,ISC,7065126,Mw,4.4,NIED,TAIWAN
122.809,24.9409,1740551,2004,02,25T07,23,45,24.9409,122.809,130.7,ISC,ISC,ISC,7065040,Mw,3.9,NIED,TAIWAN REGION
124.6929,25.1227,1737345,2004,02,24T01,45,49,25.1227,124.6929,2,ISC,ISC,ISC,7064904,Mw,3.5,NIED,NORTHEAST OF TAIWAN
121.4995,23.7576,1737302,2004,02,24T00,55,06,23.7576,121.4995,69.4,ISC,ISC,ISC,7064900,Mw,4.3,NIED,TAIWAN
122.9323,24.0621,1737012,2004,02,23T20,20,57,24.0621,122.9323,39.9,ISC,ISC,ISC,7064888,Mw,4.3,NIED,TAIWAN REGION
122.1756,23.3805,1736198,2004,02,23T10,18,45,23.3805,122.1756,18.7,ISC,ISC,ISC,7064849,Mw,4.4,NIED,TAIWAN REGION
121.5032,22.9415,1729453,2004,02,19T10,24,28,22.9415,121.5032,21.1,ISC,ISC,ISC,7064615,Mw,4,NIED,TAIWAN REGION
121.3156,20.326,1723613,2004,02,15T23,06,39,20.326,121.3156,55.9,ISC,ISC,ISC,7064364,Mw,4.8,NIED,PHILIPPINE ISLANDS REGION
121.8352,24.0984,1723559,2004,02,15T22,27,04,24.0984,121.8352,8.4,ISC,ISC,ISC,7064363,Mw,4.5,NIED,TAIWAN
121.8746,24.0845,1723328,2004,02,15T19,14,23,24.0845,121.8746,2.6,ISC,ISC,ISC,7064357,Mw,4.2,NIED,TAIWAN
121.8015,24.1053,1723312,2004,02,15T19,03,20,24.1053,121.8015,5.5,ISC,ISC,ISC,7064356,Mw,4.1,NIED,TAIWAN
121.0374,23.8539,1722916,2004,02,15T13,32,06,23.8539,121.0374,31.7,ISC,ISC,ISC,7064343,Mw,4.7,NIED,TAIWAN
123.2771,24.7543,1722692,2004,02,15T10,22,33,24.7543,123.2771,33,ISC,ISC,ISC,7064332,Mw,5,NIED,SOUTHWESTERN RYUKYU ISLANDS
121.3885,22.8846,1716584,2004,02,11T16,32,37,22.8846,121.3885,20.8,ISC,ISC,ISC,7064059,Mw,3.9,NIED,TAIWAN REGION
121.9795,24.1481,1707643,2004,02,06T17,04,32,24.1481,121.9795,45.2,ISC,ISC,ISC,7063679,Mw,4.2,NIED,TAIWAN
