Longitude,Latitude,Depth,m_min,m_bin,a0_value
-68.25000,-34.75000,0.000,3.00,0.50,-1.360257e+00
-67.75000,-34.75000,0.000,3.00,0.50,-1.355285e+00
-67.25000,-34.75000,0.000,3.00,0.50,-1.350369e+00
-66.75000,-34.75000,0.000,3.00,0.50,-1.345530e+00
-66.25000,-34.75000,0.000,3.00,0.50,-1.340788e+00
-65.75000,-34.75000,0.000,3.00,0.50,-1.336167e+00
-65.25000,-34.75000,0.000,3.00,0.50,-1.331691e+00
-64.75000,-34.75000,0.000,3.00,0.50,-1.327388e+00
-64.25000,-34.75000,0.000,3.00,0.50,-1.203064e+00
-63.75000,-34.75000,0.000,3.00,0.50,-1.198514e+00
-63.25000,-34.75000,0.000,3.00,0.50,-1.194110e+00
-62.75000,-34.75000,0.000,3.00,0.50,-1.189868e+00
-62.25000,-34.75000,0.000,3.00,0.50,-1.185806e+00
-61.75000,-34.75000,0.000,3.00,0.50,-1.031925e+00
-61.25000,-34.75000,0.000,3.00,0.50,-1.025867e+00
-60.75000,-34.75000,0.000,3.00,0.50,-1.019743e+00
-60.25000,-34.75000,0.000,3.00,0.50,-1.013530e+00
-59.75000,-34.75000,0.000,3.00,0.50,-1.007197e+00
-59.25000,-34.75000,0.000,3.00,0.50,-1.000703e+00
-58.75000,-34.75000,0.000,3.00,0.50,-9.939929e-01
-58.25000,-34.75000,0.000,3.00,0.50,-9.869933e-01
-57.75000,-34.75000,0.000,3.00,0.50,-9.796087e-01
-57.25000,-34.75000,0.000,3.00,0.50,-9.146908e-01
-56.75000,-34.75000,0.000,3.00,0.50,-9.065711e-01
-56.25000,-34.75000,0.000,3.00,0.50,-8.977385e-01
-55.75000,-34.75000,0.000,3.00,0.50,-8.880544e-01
-55.25000,-34.75000,0.000,3.00,0.50,-8.774183e-01
-54.75000,-34.75000,0.000,3.00,0.50,-8.658540e-01
-54.25000,-34.75000,0.000,3.00,0.50,-8.536926e-01
-53.75000,-34.75000,0.000,3.00,0.50,-8.418967e-01
-53.25000,-34.75000,0.000,3.00,0.50,-7.903651e-01
-52.75000,-34.75000,0.000,3.00,0.50,-7.857748e-01
-52.25000,-34.75000,0.000,3.00,0.50,-7.866805e-01
-51.75000,-34.75000,0.000,3.00,0.50,-7.920271e-01
-51.25000,-34.75000,0.000,3.00,0.50,-7.996188e-01
-50.75000,-34.75000,0.000,3.00,0.50,-8.514796e-01
-50.25000,-34.75000,0.000,3.00,0.50,-8.597639e-01
-49.75000,-34.75000,0.000,3.00,0.50,-8.675825e-01
-49.25000,-34.75000,0.000,3.00,0.50,-8.750423e-01
-48.75000,-34.75000,0.000,3.00,0.50,-8.823337e-01
-48.25000,-34.75000,0.000,3.00,0.50,-8.896202e-01
-47.75000,-34.75000,0.000,3.00,0.50,-9.513916e-01
-47.25000,-34.75000,0.000,3.00,0.50,-9.591470e-01
-46.75000,-34.75000,0.000,3.00,0.50,-9.670140e-01
-46.25000,-34.75000,0.000,3.00,0.50,-9.749365e-01
-45.75000,-34.75000,0.000,3.00,0.50,-9.828535e-01
-45.25000,-34.75000,0.000,3.00,0.50,-9.907122e-01
-44.75000,-34.75000,0.000,3.00,0.50,-9.984731e-01
-44.25000,-34.75000,0.000,3.00,0.50,-1.006111e+00
-43.75000,-34.75000,0.000,3.00,0.50,-1.013610e+00
-43.25000,-34.75000,0.000,3.00,0.50,-1.162476e+00
-42.75000,-34.75000,0.000,3.00,0.50,-1.168326e+00
-42.25000,-34.75000,0.000,3.00,0.50,-1.174178e+00
-41.75000,-34.75000,0.000,3.00,0.50,-1.180019e+00
-41.25000,-34.75000,0.000,3.00,0.50,-1.185838e+00
-40.75000,-34.75000,0.000,3.00,0.50,-1.306286e+00
-40.25000,-34.75000,0.000,3.00,0.50,-1.312921e+00
-39.75000,-34.75000,0.000,3.00,0.50,-1.319467e+00
-39.25000,-34.75000,0.000,3.00,0.50,-1.128004e+00
-38.75000,-34.75000,0.000,3.00,0.50,-1.129665e+00
-38.25000,-34.75000,0.000,3.00,0.50,-1.131334e+00
-37.75000,-34.75000,0.000,3.00,0.50,-1.133054e+00
-37.25000,-34.75000,0.000,3.00,0.50,-1.134873e+00
-36.75000,-34.75000,0.000,3.00,0.50,-1.136841e+00
-36.25000,-34.75000,0.000,3.00,0.50,-1.139007e+00
-35.75000,-34.75000,0.000,3.00,0.50,-1.141417e+00
-35.25000,-34.75000,0.000,3.00,0.50,-1.144111e+00
-34.75000,-34.75000,0.000,3.00,0.50,-1.147119e+00
-34.25000,-34.75000,0.000,3.00,0.50,-1.150461e+00
-33.75000,-34.75000,0.000,3.00,0.50,-1.154143e+00
-33.25000,-34.75000,0.000,3.00,0.50,-1.262706e+00
-32.75000,-34.75000,0.000,3.00,0.50,-1.405410e+00
-32.25000,-34.75000,0.000,3.00,0.50,-1.409283e+00
-31.75000,-34.75000,0.000,3.00,0.50,-1.413680e+00
-31.25000,-34.75000,0.000,3.00,0.50,-1.418532e+00
-30.75000,-34.75000,0.000,3.00,0.50,-1.423765e+00
-30.25000,-34.75000,0.000,3.00,0.50,-1.429309e+00
-79.75000,-34.25000,0.000,3.00,0.50,-2.209769e+00
-79.25000,-34.25000,0.000,3.00,0.50,-2.206300e+00
-78.75000,-34.25000,0.000,3.00,0.50,-2.202772e+00
-78.25000,-34.25000,0.000,3.00,0.50,-2.199184e+00
-77.75000,-34.25000,0.000,3.00,0.50,-2.195532e+00
-77.25000,-34.25000,0.000,3.00,0.50,-2.191815e+00
-76.75000,-34.25000,0.000,3.00,0.50,-2.188029e+00
-76.25000,-34.25000,0.000,3.00,0.50,-2.040282e+00
-75.75000,-34.25000,0.000,3.00,0.50,-2.036422e+00
-75.25000,-34.25000,0.000,3.00,0.50,-2.032488e+00
-74.75000,-34.25000,0.000,3.00,0.50,-2.028478e+00
-74.25000,-34.25000,0.000,3.00,0.50,-1.612226e+00
-73.75000,-34.25000,0.000,3.00,0.50,-1.607062e+00
-73.25000,-34.25000,0.000,3.00,0.50,-1.601809e+00
-72.75000,-34.25000,0.000,3.00,0.50,-1.596468e+00
-72.25000,-34.25000,0.000,3.00,0.50,-1.591039e+00
-71.75000,-34.25000,0.000,3.00,0.50,-1.585523e+00
-71.25000,-34.25000,0.000,3.00,0.50,-1.579925e+00
-70.75000,-34.25000,0.000,3.00,0.50,-1.380433e+00
-70.25000,-34.25000,0.000,3.00,0.50,-1.375126e+00
-69.75000,-34.25000,0.000,3.00,0.50,-1.369791e+00
-69.25000,-34.25000,0.000,3.00,0.50,-1.364438e+00
-68.75000,-34.25000,0.000,3.00,0.50,-1.359080e+00
-68.25000,-34.25000,0.000,3.00,0.50,-1.353730e+00
-67.75000,-34.25000,0.000,3.00,0.50,-1.348406e+00
-67.25000,-34.25000,0.000,3.00,0.50,-1.343124e+00
-66.75000,-34.25000,0.000,3.00,0.50,-1.337907e+00
-66.25000,-34.25000,0.000,3.00,0.50,-1.332778e+00
-65.75000,-34.25000,0.000,3.00,0.50,-1.327761e+00
-65.25000,-34.25000,0.000,3.00,0.50,-1.322886e+00
-64.75000,-34.25000,0.000,3.00,0.50,-1.200419e+00
-64.25000,-34.25000,0.000,3.00,0.50,-1.195420e+00
-63.75000,-34.25000,0.000,3.00,0.50,-1.190550e+00
-63.25000,-34.25000,0.000,3.00,0.50,-1.185832e+00
-62.75000,-34.25000,0.000,3.00,0.50,-1.181286e+00
-62.25000,-34.25000,0.000,3.00,0.50,-1.176933e+00
-61.75000,-34.25000,0.000,3.00,0.50,-1.172791e+00
-61.25000,-34.25000,0.000,3.00,0.50,-1.020488e+00
-60.75000,-34.25000,0.000,3.00,0.50,-1.014385e+00
-60.25000,-34.25000,0.000,3.00,0.50,-1.008251e+00
-59.75000,-34.25000,0.000,3.00,0.50,-1.002068e+00
-59.25000,-34.25000,0.000,3.00,0.50,-9.958144e-01
-58.75000,-34.25000,0.000,3.00,0.50,-9.894586e-01
-58.25000,-34.25000,0.000,3.00,0.50,-9.829529e-01
-57.75000,-34.25000,0.000,3.00,0.50,-9.187032e-01
-57.25000,-34.25000,0.000,3.00,0.50,-9.118863e-01
-56.75000,-34.25000,0.000,3.00,0.50,-9.047172e-01
-56.25000,-34.25000,0.000,3.00,0.50,-8.971177e-01
-55.75000,-34.25000,0.000,3.00,0.50,-8.890395e-01
-55.25000,-34.25000,0.000,3.00,0.50,-8.805050e-01
-54.75000,-34.25000,0.000,3.00,0.50,-8.716705e-01
-54.25000,-34.25000,0.000,3.00,0.50,-8.178911e-01
-53.75000,-34.25000,0.000,3.00,0.50,-8.103609e-01
-53.25000,-34.25000,0.000,3.00,0.50,-8.043777e-01
-52.75000,-34.25000,0.000,3.00,0.50,-8.007875e-01
-52.25000,-34.25000,0.000,3.00,0.50,-7.999738e-01
-51.75000,-34.25000,0.000,3.00,0.50,-8.016129e-01
-51.25000,-34.25000,0.000,3.00,0.50,-8.049292e-01
-50.75000,-34.25000,0.000,3.00,0.50,-8.091660e-01
-50.25000,-34.25000,0.000,3.00,0.50,-8.138617e-01
-49.75000,-34.25000,0.000,3.00,0.50,-8.634457e-01
-49.25000,-34.25000,0.000,3.00,0.50,-8.688866e-01
-48.75000,-34.25000,0.000,3.00,0.50,-8.748368e-01
-48.25000,-34.25000,0.000,3.00,0.50,-8.813712e-01
-47.75000,-34.25000,0.000,3.00,0.50,-8.884671e-01
-47.25000,-34.25000,0.000,3.00,0.50,-9.500558e-01
-46.75000,-34.25000,0.000,3.00,0.50,-9.581959e-01
-46.25000,-34.25000,0.000,3.00,0.50,-9.665193e-01
-45.75000,-34.25000,0.000,3.00,0.50,-9.748868e-01
-45.25000,-34.25000,0.000,3.00,0.50,-9.831992e-01
-44.75000,-34.25000,0.000,3.00,0.50,-9.913935e-01
-44.25000,-34.25000,0.000,3.00,0.50,-9.994340e-01
-43.75000,-34.25000,0.000,3.00,0.50,-1.146384e+00
-43.25000,-34.25000,0.000,3.00,0.50,-1.152851e+00
-42.75000,-34.25000,0.000,3.00,0.50,-1.159277e+00
-42.25000,-34.25000,0.000,3.00,0.50,-1.165653e+00
-41.75000,-34.25000,0.000,3.00,0.50,-1.171972e+00
-41.25000,-34.25000,0.000,3.00,0.50,-1.178232e+00
-40.75000,-34.25000,0.000,3.00,0.50,-1.184430e+00
-40.25000,-34.25000,0.000,3.00,0.50,-1.038265e+00
-39.75000,-34.25000,0.000,3.00,0.50,-1.040209e+00
-39.25000,-34.25000,0.000,3.00,0.50,-1.119642e+00
-38.75000,-34.25000,0.000,3.00,0.50,-1.121158e+00
-38.25000,-34.25000,0.000,3.00,0.50,-1.122652e+00
-37.75000,-34.25000,0.000,3.00,0.50,-1.124179e+00
-37.25000,-34.25000,0.000,3.00,0.50,-1.125800e+00
-36.75000,-34.25000,0.000,3.00,0.50,-1.127582e+00
-36.25000,-34.25000,0.000,3.00,0.50,-1.129590e+00
-35.75000,-34.25000,0.000,3.00,0.50,-1.131886e+00
-35.25000,-34.25000,0.000,3.00,0.50,-1.134526e+00
-34.75000,-34.25000,0.000,3.00,0.50,-1.137550e+00
-34.25000,-34.25000,0.000,3.00,0.50,-1.140984e+00
-33.75000,-34.25000,0.000,3.00,0.50,-1.144837e+00
-33.25000,-34.25000,0.000,3.00,0.50,-1.149096e+00
-32.75000,-34.25000,0.000,3.00,0.50,-1.392290e+00
-32.25000,-34.25000,0.000,3.00,0.50,-1.396681e+00
-31.75000,-34.25000,0.000,3.00,0.50,-1.401664e+00
-31.25000,-34.25000,0.000,3.00,0.50,-1.407146e+00
-30.75000,-34.25000,0.000,3.00,0.50,-1.413033e+00
-30.25000,-34.25000,0.000,3.00,0.50,-1.419238e+00
-79.75000,-33.75000,0.000,3.00,0.50,-2.208754e+00
-79.25000,-33.75000,0.000,3.00,0.50,-2.205240e+00
-78.75000,-33.75000,0.000,3.00,0.50,-2.201664e+00
-78.25000,-33.75000,0.000,3.00,0.50,-2.198026e+00
-77.75000,-33.75000,0.000,3.00,0.50,-2.194322e+00
-77.25000,-33.75000,0.000,3.00,0.50,-2.190550e+00
-76.75000,-33.75000,0.000,3.00,0.50,-2.186706e+00
-76.25000,-33.75000,0.000,3.00,0.50,-2.039200e+00
-75.75000,-33.75000,0.000,3.00,0.50,-2.035284e+00
-75.25000,-33.75000,0.000,3.00,0.50,-2.031291e+00
-74.75000,-33.75000,0.000,3.00,0.50,-2.027218e+00
-74.25000,-33.75000,0.000,3.00,0.50,-1.609388e+00
-73.75000,-33.75000,0.000,3.00,0.50,-1.604044e+00
-73.25000,-33.75000,0.000,3.00,0.50,-1.598597e+00
-72.75000,-33.75000,0.000,3.00,0.50,-1.593047e+00
-72.25000,-33.75000,0.000,3.00,0.50,-1.587394e+00
-71.75000,-33.75000,0.000,3.00,0.50,-1.581638e+00
-71.25000,-33.75000,0.000,3.00,0.50,-1.381060e+00
-70.75000,-33.75000,0.000,3.00,0.50,-1.375515e+00
-70.25000,-33.75000,0.000,3.00,0.50,-1.369917e+00
-69.75000,-33.75000,0.000,3.00,0.50,-1.364273e+00
-69.25000,-33.75000,0.000,3.00,0.50,-1.358594e+00
-68.75000,-33.75000,0.000,3.00,0.50,-1.352892e+00
-68.25000,-33.75000,0.000,3.00,0.50,-1.347180e+00
-67.75000,-33.75000,0.000,3.00,0.50,-1.341475e+00
-67.25000,-33.75000,0.000,3.00,0.50,-1.335797e+00
-66.75000,-33.75000,0.000,3.00,0.50,-1.330168e+00
-66.25000,-33.75000,0.000,3.00,0.50,-1.324612e+00
-65.75000,-33.75000,0.000,3.00,0.50,-1.319159e+00
-65.25000,-33.75000,0.000,3.00,0.50,-1.313839e+00
-64.75000,-33.75000,0.000,3.00,0.50,-1.192915e+00
-64.25000,-33.75000,0.000,3.00,0.50,-1.187555e+00
-63.75000,-33.75000,0.000,3.00,0.50,-1.182328e+00
-63.25000,-33.75000,0.000,3.00,0.50,-1.177259e+00
-62.75000,-33.75000,0.000,3.00,0.50,-1.172372e+00
-62.25000,-33.75000,0.000,3.00,0.50,-1.167690e+00
-61.75000,-33.75000,0.000,3.00,0.50,-1.019390e+00
-61.25000,-33.75000,0.000,3.00,0.50,-9.076266e-01
-60.75000,-33.75000,0.000,3.00,0.50,-9.026025e-01
-60.25000,-33.75000,0.000,3.00,0.50,-8.977429e-01
-59.75000,-33.75000,0.000,3.00,0.50,-8.930463e-01
-59.25000,-33.75000,0.000,3.00,0.50,-8.885080e-01
-58.75000,-33.75000,0.000,3.00,0.50,-8.841165e-01
-58.25000,-33.75000,0.000,3.00,0.50,-9.787377e-01
-57.75000,-33.75000,0.000,3.00,0.50,-8.280835e-01
-57.25000,-33.75000,0.000,3.00,0.50,-8.231671e-01
-56.75000,-33.75000,0.000,3.00,0.50,-9.028408e-01
-56.25000,-33.75000,0.000,3.00,0.50,-8.964379e-01
-55.75000,-33.75000,0.000,3.00,0.50,-8.897996e-01
-55.25000,-33.75000,0.000,3.00,0.50,-8.359502e-01
-54.75000,-33.75000,0.000,3.00,0.50,-8.294006e-01
-54.25000,-33.75000,0.000,3.00,0.50,-8.230601e-01
-53.75000,-33.75000,0.000,3.00,0.50,-8.172878e-01
-53.25000,-33.75000,0.000,3.00,0.50,-8.125027e-01
-52.75000,-33.75000,0.000,3.00,0.50,-8.090595e-01
-52.25000,-33.75000,0.000,3.00,0.50,-8.071041e-01
-51.75000,-33.75000,0.000,3.00,0.50,-8.065164e-01
-51.25000,-33.75000,0.000,3.00,0.50,-8.070019e-01
-50.75000,-33.75000,0.000,3.00,0.50,-5.726253e-01
-50.25000,-33.75000,0.000,3.00,0.50,-5.677497e-01
-49.75000,-33.75000,0.000,3.00,0.50,-5.661837e-01
-49.25000,-33.75000,0.000,3.00,0.50,-5.933386e-01
-48.75000,-33.75000,0.000,3.00,0.50,-6.002663e-01
-48.25000,-33.75000,0.000,3.00,0.50,-8.714171e-01
-47.75000,-33.75000,0.000,3.00,0.50,-8.785570e-01
-47.25000,-33.75000,0.000,3.00,0.50,-8.865265e-01
-46.75000,-33.75000,0.000,3.00,0.50,-9.485904e-01
-46.25000,-33.75000,0.000,3.00,0.50,-9.576154e-01
-45.75000,-33.75000,0.000,3.00,0.50,-9.666533e-01
-45.25000,-33.75000,0.000,3.00,0.50,-9.755701e-01
-44.75000,-33.75000,0.000,3.00,0.50,-9.842957e-01
-44.25000,-33.75000,0.000,3.00,0.50,-9.928007e-01
-43.75000,-33.75000,0.000,3.00,0.50,-1.136082e+00
-43.25000,-33.75000,0.000,3.00,0.50,-1.143225e+00
-42.75000,-33.75000,0.000,3.00,0.50,-1.150252e+00
-42.25000,-33.75000,0.000,3.00,0.50,-1.157167e+00
-41.75000,-33.75000,0.000,3.00,0.50,-1.163978e+00
-41.25000,-33.75000,0.000,3.00,0.50,-1.170688e+00
-40.75000,-33.75000,0.000,3.00,0.50,-1.028228e+00
-40.25000,-33.75000,0.000,3.00,0.50,-1.030270e+00
-39.75000,-33.75000,0.000,3.00,0.50,-1.032161e+00
-39.25000,-33.75000,0.000,3.00,0.50,-1.033932e+00
-38.75000,-33.75000,0.000,3.00,0.50,-1.035620e+00
-38.25000,-33.75000,0.000,3.00,0.50,-1.113761e+00
-37.75000,-33.75000,0.000,3.00,0.50,-1.115008e+00
-37.25000,-33.75000,0.000,3.00,0.50,-1.116341e+00
-36.75000,-33.75000,0.000,3.00,0.50,-1.117844e+00
-36.25000,-33.75000,0.000,3.00,0.50,-1.119607e+00
-35.75000,-33.75000,0.000,3.00,0.50,-1.121716e+00
-35.25000,-33.75000,0.000,3.00,0.50,-1.124247e+00
-34.75000,-33.75000,0.000,3.00,0.50,-1.127257e+00
-34.25000,-33.75000,0.000,3.00,0.50,-1.130782e+00
-33.75000,-33.75000,0.000,3.00,0.50,-1.134831e+00
-33.25000,-33.75000,0.000,3.00,0.50,-1.139383e+00
-32.75000,-33.75000,0.000,3.00,0.50,-1.245201e+00
-32.25000,-33.75000,0.000,3.00,0.50,-1.383195e+00
-31.75000,-33.75000,0.000,3.00,0.50,-1.388904e+00
-31.25000,-33.75000,0.000,3.00,0.50,-1.395156e+00
-30.75000,-33.75000,0.000,3.00,0.50,-1.401830e+00
-30.25000,-33.75000,0.000,3.00,0.50,-1.408815e+00
-79.75000,-33.25000,0.000,3.00,0.50,-2.207817e+00
-79.25000,-33.25000,0.000,3.00,0.50,-2.204259e+00
-78.75000,-33.25000,0.000,3.00,0.50,-2.200640e+00
-78.25000,-33.25000,0.000,3.00,0.50,-2.196955e+00
-77.75000,-33.25000,0.000,3.00,0.50,-2.193202e+00
-77.25000,-33.25000,0.000,3.00,0.50,-2.189379e+00
-76.75000,-33.25000,0.000,3.00,0.50,-2.185481e+00
-76.25000,-33.25000,0.000,3.00,0.50,-2.038216e+00
-75.75000,-33.25000,0.000,3.00,0.50,-2.034249e+00
-75.25000,-33.25000,0.000,3.00,0.50,-2.030202e+00
-74.75000,-33.25000,0.000,3.00,0.50,-1.612106e+00
-74.25000,-33.25000,0.000,3.00,0.50,-1.606697e+00
-73.75000,-33.25000,0.000,3.00,0.50,-1.601174e+00
-73.25000,-33.25000,0.000,3.00,0.50,-1.595535e+00
-72.75000,-33.25000,0.000,3.00,0.50,-1.589777e+00
-72.25000,-33.25000,0.000,3.00,0.50,-1.583898e+00
-71.75000,-33.25000,0.000,3.00,0.50,-1.382262e+00
-71.25000,-33.25000,0.000,3.00,0.50,-1.376511e+00
-70.75000,-33.25000,0.000,3.00,0.50,-1.370683e+00
-70.25000,-33.25000,0.000,3.00,0.50,-1.364782e+00
-69.75000,-33.25000,0.000,3.00,0.50,-1.358816e+00
-69.25000,-33.25000,0.000,3.00,0.50,-1.352794e+00
-68.75000,-33.25000,0.000,3.00,0.50,-1.346727e+00
-68.25000,-33.25000,0.000,3.00,0.50,-1.340629e+00
-67.75000,-33.25000,0.000,3.00,0.50,-1.334516e+00
-67.25000,-33.25000,0.000,3.00,0.50,-1.328409e+00
-66.75000,-33.25000,0.000,3.00,0.50,-1.322330e+00
-66.25000,-33.25000,0.000,3.00,0.50,-1.316306e+00
-65.75000,-33.25000,0.000,3.00,0.50,-1.310369e+00
-65.25000,-33.25000,0.000,3.00,0.50,-1.304553e+00
-64.75000,-33.25000,0.000,3.00,0.50,-1.185221e+00
-64.25000,-33.25000,0.000,3.00,0.50,-1.179457e+00
-63.75000,-33.25000,0.000,3.00,0.50,-1.173830e+00
-63.25000,-33.25000,0.000,3.00,0.50,-1.021988e+00
-62.75000,-33.25000,0.000,3.00,0.50,-1.017020e+00
-62.25000,-33.25000,0.000,3.00,0.50,-1.012382e+00
-61.75000,-33.25000,0.000,3.00,0.50,-1.008110e+00
-61.25000,-33.25000,0.000,3.00,0.50,-1.004234e+00
-60.75000,-33.25000,0.000,3.00,0.50,-8.113728e-01
-60.25000,-33.25000,0.000,3.00,0.50,-8.066552e-01
-59.75000,-33.25000,0.000,3.00,0.50,-8.022420e-01
-59.25000,-33.25000,0.000,3.00,0.50,-7.981595e-01
-58.75000,-33.25000,0.000,3.00,0.50,-7.944341e-01
-58.25000,-33.25000,0.000,3.00,0.50,-7.524015e-01
-57.75000,-33.25000,0.000,3.00,0.50,-7.491679e-01
-57.25000,-33.25000,0.000,3.00,0.50,-7.462108e-01
-56.75000,-33.25000,0.000,3.00,0.50,-7.434557e-01
-56.25000,-33.25000,0.000,3.00,0.50,-8.098009e-01
-55.75000,-33.25000,0.000,3.00,0.50,-7.659081e-01
-55.25000,-33.25000,0.000,3.00,0.50,-7.619654e-01
-54.75000,-33.25000,0.000,3.00,0.50,-7.580956e-01
-54.25000,-33.25000,0.000,3.00,0.50,-8.261989e-01
-53.75000,-33.25000,0.000,3.00,0.50,-8.213598e-01
-53.25000,-33.25000,0.000,3.00,0.50,-8.170453e-01
-52.75000,-33.25000,0.000,3.00,0.50,-8.133978e-01
-52.25000,-33.25000,0.000,3.00,0.50,-8.104546e-01
-51.75000,-33.25000,0.000,3.00,0.50,-8.081393e-01
-51.25000,-33.25000,0.000,3.00,0.50,-5.637958e-01
-50.75000,-33.25000,0.000,3.00,0.50,-5.510174e-01
-50.25000,-33.25000,0.000,3.00,0.50,-5.404392e-01
-49.75000,-33.25000,0.000,3.00,0.50,-5.349249e-01
-49.25000,-33.25000,0.000,3.00,0.50,-5.368573e-01
-48.75000,-33.25000,0.000,3.00,0.50,-5.693911e-01
-48.25000,-33.25000,0.000,3.00,0.50,-5.841706e-01
-47.75000,-33.25000,0.000,3.00,0.50,-6.014643e-01
-47.25000,-33.25000,0.000,3.00,0.50,-8.756609e-01
-46.75000,-33.25000,0.000,3.00,0.50,-9.380462e-01
-46.25000,-33.25000,0.000,3.00,0.50,-9.482102e-01
-45.75000,-33.25000,0.000,3.00,0.50,-9.581983e-01
-45.25000,-33.25000,0.000,3.00,0.50,-9.678874e-01
-44.75000,-33.25000,0.000,3.00,0.50,-7.766203e-01
-44.25000,-33.25000,0.000,3.00,0.50,-7.788214e-01
-43.75000,-33.25000,0.000,3.00,0.50,-8.566078e-01
-43.25000,-33.25000,0.000,3.00,0.50,-8.584000e-01
-42.75000,-33.25000,0.000,3.00,0.50,-8.612226e-01
-42.25000,-33.25000,0.000,3.00,0.50,-8.652276e-01
-41.75000,-33.25000,0.000,3.00,0.50,-8.704538e-01
-41.25000,-33.25000,0.000,3.00,0.50,-7.957445e-01
-40.75000,-33.25000,0.000,3.00,0.50,-8.001650e-01
-40.25000,-33.25000,0.000,3.00,0.50,-1.022322e+00
-39.75000,-33.25000,0.000,3.00,0.50,-1.024121e+00
-39.25000,-33.25000,0.000,3.00,0.50,-1.025740e+00
-38.75000,-33.25000,0.000,3.00,0.50,-1.027220e+00
-38.25000,-33.25000,0.000,3.00,0.50,-1.028614e+00
-37.75000,-33.25000,0.000,3.00,0.50,-1.105520e+00
-37.25000,-33.25000,0.000,3.00,0.50,-1.106442e+00
-36.75000,-33.25000,0.000,3.00,0.50,-1.107542e+00
-36.25000,-33.25000,0.000,3.00,0.50,-1.108941e+00
-35.75000,-33.25000,0.000,3.00,0.50,-1.110759e+00
-35.25000,-33.25000,0.000,3.00,0.50,-1.113104e+00
-34.75000,-33.25000,0.000,3.00,0.50,-1.116060e+00
-34.25000,-33.25000,0.000,3.00,0.50,-1.119676e+00
-33.75000,-33.25000,0.000,3.00,0.50,-1.123960e+00
-33.25000,-33.25000,0.000,3.00,0.50,-1.128880e+00
-32.75000,-33.25000,0.000,3.00,0.50,-1.232769e+00
-32.25000,-33.25000,0.000,3.00,0.50,-1.238622e+00
-31.75000,-33.25000,0.000,3.00,0.50,-1.375338e+00
-31.25000,-33.25000,0.000,3.00,0.50,-1.382540e+00
-30.75000,-33.25000,0.000,3.00,0.50,-1.390164e+00
-30.25000,-33.25000,0.000,3.00,0.50,-1.398072e+00
-79.75000,-32.75000,0.000,3.00,0.50,-2.206957e+00
-79.25000,-32.75000,0.000,3.00,0.50,-2.203360e+00
-78.75000,-32.75000,0.000,3.00,0.50,-2.199700e+00
-78.25000,-32.75000,0.000,3.00,0.50,-2.195972e+00
-77.75000,-32.75000,0.000,3.00,0.50,-2.192175e+00
-77.25000,-32.75000,0.000,3.00,0.50,-2.188304e+00
-76.75000,-32.75000,0.000,3.00,0.50,-2.184357e+00
-76.25000,-32.75000,0.000,3.00,0.50,-2.037332e+00
-75.75000,-32.75000,0.000,3.00,0.50,-2.033318e+00
-75.25000,-32.75000,0.000,3.00,0.50,-2.029221e+00
-74.75000,-32.75000,0.000,3.00,0.50,-1.609740e+00
-74.25000,-32.75000,0.000,3.00,0.50,-1.604169e+00
-73.75000,-32.75000,0.000,3.00,0.50,-1.598470e+00
-73.25000,-32.75000,0.000,3.00,0.50,-1.592641e+00
-72.75000,-32.75000,0.000,3.00,0.50,-1.586677e+00
-72.25000,-32.75000,0.000,3.00,0.50,-1.384023e+00
-71.75000,-32.75000,0.000,3.00,0.50,-1.378102e+00
-71.25000,-32.75000,0.000,3.00,0.50,-1.372080e+00
-70.75000,-32.75000,0.000,3.00,0.50,-1.365961e+00
-70.25000,-32.75000,0.000,3.00,0.50,-1.359748e+00
-69.75000,-32.75000,0.000,3.00,0.50,-1.353447e+00
-69.25000,-32.75000,0.000,3.00,0.50,-1.347066e+00
-68.75000,-32.75000,0.000,3.00,0.50,-1.340615e+00
-68.25000,-32.75000,0.000,3.00,0.50,-1.334106e+00
-67.75000,-32.75000,0.000,3.00,0.50,-1.327557e+00
-67.25000,-32.75000,0.000,3.00,0.50,-1.320986e+00
-66.75000,-32.75000,0.000,3.00,0.50,-1.314417e+00
-66.25000,-32.75000,0.000,3.00,0.50,-1.307880e+00
-65.75000,-32.75000,0.000,3.00,0.50,-1.301407e+00
-65.25000,-32.75000,0.000,3.00,0.50,-1.295037e+00
-64.75000,-32.75000,0.000,3.00,0.50,-1.029466e+00
-64.25000,-32.75000,0.000,3.00,0.50,-1.023217e+00
-63.75000,-32.75000,0.000,3.00,0.50,-1.017183e+00
-63.25000,-32.75000,0.000,3.00,0.50,-1.011416e+00
-62.75000,-32.75000,0.000,3.00,0.50,-1.005965e+00
-62.25000,-32.75000,0.000,3.00,0.50,-1.000877e+00
-61.75000,-32.75000,0.000,3.00,0.50,-8.927634e-01
-61.25000,-32.75000,0.000,3.00,0.50,-8.881805e-01
-60.75000,-32.75000,0.000,3.00,0.50,-8.020098e-01
-60.25000,-32.75000,0.000,3.00,0.50,-7.971570e-01
-59.75000,-32.75000,0.000,3.00,0.50,-7.926732e-01
-59.25000,-32.75000,0.000,3.00,0.50,-7.886097e-01
-58.75000,-32.75000,0.000,3.00,0.50,-7.470349e-01
-58.25000,-32.75000,0.000,3.00,0.50,-7.437842e-01
-57.75000,-32.75000,0.000,3.00,0.50,-7.410764e-01
-57.25000,-32.75000,0.000,3.00,0.50,-7.388614e-01
