Longitude,Latitude,Depth,M_min,M_bin,Smoothed Rate
-68.00000,-10.00000,0.00000,3.00000,0.50000,3.715e-05 0.0001069 0.0003269 5.403e-05 0.0001149 1.316e-05 1.052e-06 0.0
-68.00000,-9.00000,0.00000,3.00000,0.50000,3.707e-05 0.0001086 0.0003144 5.452e-05 0.0001165 1.29e-05 1.048e-06 0.0
-68.00000,-8.00000,0.00000,3.00000,0.50000,3.667e-05 0.0001102 0.0002873 5.451e-05 0.0001173 1.263e-05 1.043e-06 0.0
-68.00000,-7.00000,0.00000,3.00000,0.50000,3.598e-05 0.000112 0.0002554 5.401e-05 0.0001173 1.235e-05 1.036e-06 0.0
-68.00000,-6.00000,0.00000,3.00000,0.50000,3.502e-05 0.0001144 0.0002258 5.306e-05 0.0001164 1.206e-05 1.029e-06 0.0
-68.00000,-5.00000,0.00000,3.00000,0.50000,3.384e-05 0.0001178 0.0002013 5.171e-05 0.0001146 1.176e-05 1.021e-06 0.0
-68.00000,-4.00000,0.00000,3.00000,0.50000,3.249e-05 0.0001228 0.000182 5.004e-05 0.000112 1.145e-05 1.011e-06 0.0
-68.00000,-3.00000,0.00000,3.00000,0.50000,3.103e-05 0.0001297 0.0001671 4.813e-05 0.0001086 1.113e-05 1.001e-06 0.0
-68.00000,-2.00000,0.00000,3.00000,0.50000,2.952e-05 0.0001382 0.0001552 4.607e-05 0.0001047 1.08e-05 9.897e-07 0.0
-68.00000,-1.00000,0.00000,3.00000,0.50000,2.8e-05 0.0001474 0.0001452 4.39e-05 0.0001003 1.047e-05 9.776e-07 0.0
-68.00000,0.00000,0.00000,3.00000,0.50000,2.65e-05 0.0001551 0.0001365 4.171e-05 9.561e-05 1.013e-05 9.647e-07 0.0
-68.00000,1.00000,0.00000,3.00000,0.50000,2.506e-05 0.0001583 0.0001283 3.952e-05 9.073e-05 9.79e-06 9.511e-07 0.0
-68.00000,2.00000,0.00000,3.00000,0.50000,2.37e-05 0.0001549 0.0001205 3.738e-05 8.579e-05 9.449e-06 9.368e-07 0.0
-68.00000,3.00000,0.00000,3.00000,0.50000,2.241e-05 0.000145 0.0001129 3.531e-05 8.088e-05 9.108e-06 9.22e-07 0.0
-68.00000,4.00000,0.00000,3.00000,0.50000,2.121e-05 0.0001307 0.0001055 3.332e-05 7.608e-05 8.768e-06 9.066e-07 0.0
-68.00000,5.00000,0.00000,3.00000,0.50000,2.009e-05 0.0001152 9.827e-05 3.143e-05 7.145e-05 8.431e-06 8.908e-07 0.0
-68.00000,6.00000,0.00000,3.00000,0.50000,1.906e-05 0.0001005 9.137e-05 2.962e-05 6.702e-05 8.098e-06 8.746e-07 0.0
-68.00000,7.00000,0.00000,3.00000,0.50000,1.81e-05 8.763e-05 8.482e-05 2.792e-05 6.281e-05 7.771e-06 8.581e-07 0.0
-68.00000,8.00000,0.00000,3.00000,0.50000,1.721e-05 7.69e-05 7.867e-05 2.63e-05 5.884e-05 7.45e-06 8.413e-07 0.0
-68.00000,9.00000,0.00000,3.00000,0.50000,1.638e-05 6.807e-05 7.292e-05 2.472e-05 5.512e-05 7.136e-06 8.243e-07 0.0
-68.00000,10.00000,0.00000,3.00000,0.50000,1.562e-05 6.082e-05 6.759e-05 2.328e-05 5.163e-05 6.831e-06 8.071e-07 0.0
-68.00000,11.00000,0.00000,3.00000,0.50000,1.49e-05 5.485e-05 6.267e-05 2.193e-05 4.838e-05 6.535e-06 7.898e-07 0.0
-68.00000,12.00000,0.00000,3.00000,0.50000,1.424e-05 4.987e-05 5.815e-05 2.067e-05 4.534e-05 6.248e-06 7.724e-07 0.0
-67.00000,-37.00000,0.00000,3.00000,0.50000,1.959e-05 4.032e-05 3.654e-05 1.385e-05 4.552e-05 1.294e-05 8.71e-07 0.0
-67.00000,-36.00000,0.00000,3.00000,0.50000,2.032e-05 4.203e-05 3.835e-05 1.461e-05 4.794e-05 1.345e-05 8.92e-07 0.0
-67.00000,-35.00000,0.00000,3.00000,0.50000,2.107e-05 4.383e-05 4.026e-05 1.541e-05 5.042e-05 1.395e-05 9.13e-07 0.0
-67.00000,-34.00000,0.00000,3.00000,0.50000,2.183e-05 4.572e-05 4.227e-05 1.627e-05 5.294e-05 1.444e-05 9.34e-07 0.0
-67.00000,-33.00000,0.00000,3.00000,0.50000,2.26e-05 4.769e-05 4.438e-05 1.718e-05 5.549e-05 1.492e-05 9.548e-07 0.0
-67.00000,-32.00000,0.00000,3.00000,0.50000,2.339e-05 4.976e-05 4.66e-05 1.816e-05 5.804e-05 1.538e-05 9.754e-07 0.0
-67.00000,-31.00000,0.00000,3.00000,0.50000,2.42e-05 5.193e-05 4.895e-05 1.92e-05 6.057e-05 1.582e-05 9.957e-07 0.0
-67.00000,-30.00000,0.00000,3.00000,0.50000,2.502e-05 5.423e-05 5.142e-05 2.032e-05 6.307e-05 1.623e-05 1.016e-06 0.0
-67.00000,-29.00000,0.00000,3.00000,0.50000,2.586e-05 5.666e-05 5.404e-05 2.153e-05 6.551e-05 1.661e-05 1.035e-06 0.0
-67.00000,-28.00000,0.00000,3.00000,0.50000,2.673e-05 5.923e-05 5.683e-05 2.283e-05 6.789e-05 1.695e-05 1.054e-06 0.0
-67.00000,-27.00000,0.00000,3.00000,0.50000,2.765e-05 6.199e-05 5.981e-05 2.423e-05 7.02e-05 1.725e-05 1.073e-06 0.0
-67.00000,-26.00000,0.00000,3.00000,0.50000,2.861e-05 6.494e-05 6.303e-05 2.576e-05 7.244e-05 1.75e-05 1.09e-06 0.0
-67.00000,-25.00000,0.00000,3.00000,0.50000,2.963e-05 6.813e-05 6.653e-05 2.743e-05 7.461e-05 1.771e-05 1.107e-06 0.0
-67.00000,-24.00000,0.00000,3.00000,0.50000,3.074e-05 7.16e-05 7.037e-05 2.925e-05 7.673e-05 1.788e-05 1.123e-06 0.0
-67.00000,-23.00000,0.00000,3.00000,0.50000,3.194e-05 7.539e-05 7.464e-05 3.125e-05 7.881e-05 1.799e-05 1.138e-06 0.0
-67.00000,-22.00000,0.00000,3.00000,0.50000,3.325e-05 7.956e-05 7.945e-05 3.343e-05 8.088e-05 1.806e-05 1.152e-06 0.0
-67.00000,-21.00000,0.00000,3.00000,0.50000,3.467e-05 8.415e-05 8.493e-05 3.582e-05 8.296e-05 1.807e-05 1.164e-06 0.0
-67.00000,-20.00000,0.00000,3.00000,0.50000,3.622e-05 8.924e-05 9.125e-05 3.842e-05 8.505e-05 1.804e-05 1.176e-06 0.0
-67.00000,-19.00000,0.00000,3.00000,0.50000,3.789e-05 9.484e-05 9.858e-05 4.124e-05 8.718e-05 1.797e-05 1.186e-06 0.0
-67.00000,-18.00000,0.00000,3.00000,0.50000,3.966e-05 0.000101 0.0001072 4.427e-05 8.935e-05 1.785e-05 1.195e-06 0.0
-67.00000,-17.00000,0.00000,3.00000,0.50000,4.15e-05 0.0001076 0.0001172 4.748e-05 9.156e-05 1.77e-05 1.202e-06 0.0
-67.00000,-16.00000,0.00000,3.00000,0.50000,4.334e-05 0.0001145 0.0001288 5.081e-05 9.377e-05 1.751e-05 1.208e-06 0.0
-67.00000,-15.00000,0.00000,3.00000,0.50000,4.51e-05 0.0001215 0.0001419 5.418e-05 9.597e-05 1.728e-05 1.212e-06 0.0
-67.00000,-14.00000,0.00000,3.00000,0.50000,4.668e-05 0.000128 0.0001561 5.746e-05 9.809e-05 1.703e-05 1.215e-06 0.0
-67.00000,-13.00000,0.00000,3.00000,0.50000,4.796e-05 0.0001337 0.0001706 6.051e-05 0.0001001 1.676e-05 1.216e-06 0.0
-67.00000,-12.00000,0.00000,3.00000,0.50000,4.884e-05 0.0001379 0.000184 6.315e-05 0.0001019 1.646e-05 1.215e-06 0.0
-67.00000,-11.00000,0.00000,3.00000,0.50000,4.923e-05 0.0001402 0.0001945 6.522e-05 0.0001034 1.614e-05 1.213e-06 0.0
-67.00000,-10.00000,0.00000,3.00000,0.50000,4.908e-05 0.0001407 0.0002008 6.657e-05 0.0001046 1.581e-05 1.21e-06 0.0
-67.00000,-9.00000,0.00000,3.00000,0.50000,4.839e-05 0.0001396 0.0002029 6.711e-05 0.0001053 1.545e-05 1.204e-06 0.0
-67.00000,-8.00000,0.00000,3.00000,0.50000,4.721e-05 0.0001373 0.0002014 6.685e-05 0.0001055 1.509e-05 1.198e-06 0.0
-67.00000,-7.00000,0.00000,3.00000,0.50000,4.562e-05 0.0001346 0.0001981 6.582e-05 0.0001051 1.47e-05 1.189e-06 0.0
-67.00000,-6.00000,0.00000,3.00000,0.50000,4.372e-05 0.0001317 0.0001944 6.415e-05 0.0001042 1.431e-05 1.179e-06 0.0
-67.00000,-5.00000,0.00000,3.00000,0.50000,4.163e-05 0.0001291 0.0001912 6.199e-05 0.0001027 1.391e-05 1.168e-06 0.0
-67.00000,-4.00000,0.00000,3.00000,0.50000,3.945e-05 0.0001269 0.0001889 5.949e-05 0.0001006 1.349e-05 1.156e-06 0.0
-67.00000,-3.00000,0.00000,3.00000,0.50000,3.724e-05 0.0001251 0.000187 5.68e-05 9.804e-05 1.307e-05 1.142e-06 0.0
-67.00000,-2.00000,0.00000,3.00000,0.50000,3.507e-05 0.0001235 0.0001848 5.402e-05 9.504e-05 1.264e-05 1.128e-06 0.0
-67.00000,-1.00000,0.00000,3.00000,0.50000,3.298e-05 0.0001218 0.0001815 5.124e-05 9.169e-05 1.22e-05 1.112e-06 0.0
-67.00000,0.00000,0.00000,3.00000,0.50000,3.101e-05 0.0001196 0.0001764 4.852e-05 8.808e-05 1.176e-05 1.095e-06 0.0
-67.00000,1.00000,0.00000,3.00000,0.50000,2.915e-05 0.0001164 0.0001692 4.588e-05 8.429e-05 1.132e-05 1.077e-06 0.0
-67.00000,2.00000,0.00000,3.00000,0.50000,2.741e-05 0.0001121 0.0001602 4.335e-05 8.04e-05 1.087e-05 1.059e-06 0.0
-67.00000,3.00000,0.00000,3.00000,0.50000,2.581e-05 0.0001065 0.0001498 4.092e-05 7.646e-05 1.043e-05 1.04e-06 0.0
-67.00000,4.00000,0.00000,3.00000,0.50000,2.432e-05 0.0001001 0.0001388 3.861e-05 7.254e-05 9.991e-06 1.02e-06 0.0
-67.00000,5.00000,0.00000,3.00000,0.50000,2.295e-05 9.307e-05 0.0001278 3.64e-05 6.868e-05 9.559e-06 9.997e-07 0.0
-67.00000,6.00000,0.00000,3.00000,0.50000,2.168e-05 8.599e-05 0.0001171 3.429e-05 6.492e-05 9.134e-06 9.791e-07 0.0
-67.00000,7.00000,0.00000,3.00000,0.50000,2.051e-05 7.915e-05 0.0001071 3.229e-05 6.127e-05 8.718e-06 9.581e-07 0.0
-67.00000,8.00000,0.00000,3.00000,0.50000,1.944e-05 7.274e-05 9.785e-05 3.037e-05 5.776e-05 8.313e-06 9.369e-07 0.0
-67.00000,9.00000,0.00000,3.00000,0.50000,1.844e-05 6.685e-05 8.942e-05 2.855e-05 5.441e-05 7.921e-06 9.155e-07 0.0
-67.00000,10.00000,0.00000,3.00000,0.50000,1.752e-05 6.151e-05 8.177e-05 2.683e-05 5.121e-05 7.541e-06 8.94e-07 0.0
-67.00000,11.00000,0.00000,3.00000,0.50000,1.667e-05 5.67e-05 7.487e-05 2.519e-05 4.818e-05 7.176e-06 8.725e-07 0.0
-67.00000,12.00000,0.00000,3.00000,0.50000,1.588e-05 5.237e-05 6.864e-05 2.365e-05 4.532e-05 6.825e-06 8.51e-07 0.0
-66.00000,-37.00000,0.00000,3.00000,0.50000,2.359e-05 4.708e-05 4.21e-05 1.542e-05 5.304e-05 1.512e-05 9.548e-07 0.0
-66.00000,-36.00000,0.00000,3.00000,0.50000,2.464e-05 4.934e-05 4.442e-05 1.633e-05 5.628e-05 1.58e-05 9.804e-07 0.0
-66.00000,-35.00000,0.00000,3.00000,0.50000,2.571e-05 5.17e-05 4.687e-05 1.729e-05 5.961e-05 1.649e-05 1.006e-06 0.0
-66.00000,-34.00000,0.00000,3.00000,0.50000,2.681e-05 5.419e-05 4.945e-05 1.831e-05 6.3e-05 1.716e-05 1.032e-06 0.0
-66.00000,-33.00000,0.00000,3.00000,0.50000,2.792e-05 5.679e-05 5.215e-05 1.939e-05 6.641e-05 1.782e-05 1.058e-06 0.0
-66.00000,-32.00000,0.00000,3.00000,0.50000,2.903e-05 5.953e-05 5.498e-05 2.055e-05 6.977e-05 1.846e-05 1.083e-06 0.0
-66.00000,-31.00000,0.00000,3.00000,0.50000,3.015e-05 6.241e-05 5.793e-05 2.178e-05 7.304e-05 1.907e-05 1.109e-06 0.0
-66.00000,-30.00000,0.00000,3.00000,0.50000,3.127e-05 6.544e-05 6.099e-05 2.309e-05 7.617e-05 1.965e-05 1.134e-06 0.0
-66.00000,-29.00000,0.00000,3.00000,0.50000,3.239e-05 6.866e-05 6.417e-05 2.449e-05 7.909e-05 2.018e-05 1.158e-06 0.0
-66.00000,-28.00000,0.00000,3.00000,0.50000,3.354e-05 7.207e-05 6.747e-05 2.601e-05 8.177e-05 2.065e-05 1.182e-06 0.0
-66.00000,-27.00000,0.00000,3.00000,0.50000,3.473e-05 7.573e-05 7.091e-05 2.765e-05 8.417e-05 2.107e-05 1.206e-06 0.0
-66.00000,-26.00000,0.00000,3.00000,0.50000,3.599e-05 7.969e-05 7.448e-05 2.945e-05 8.628e-05 2.143e-05 1.228e-06 0.0
-66.00000,-25.00000,0.00000,3.00000,0.50000,3.736e-05 8.401e-05 7.821e-05 3.142e-05 8.81e-05 2.171e-05 1.25e-06 0.0
-66.00000,-24.00000,0.00000,3.00000,0.50000,3.888e-05 8.88e-05 8.213e-05 3.361e-05 8.965e-05 2.192e-05 1.27e-06 0.0
-66.00000,-23.00000,0.00000,3.00000,0.50000,4.061e-05 9.418e-05 8.629e-05 3.606e-05 9.097e-05 2.206e-05 1.29e-06 0.0
-66.00000,-22.00000,0.00000,3.00000,0.50000,4.26e-05 0.0001003 9.074e-05 3.881e-05 9.209e-05 2.213e-05 1.308e-06 0.0
-66.00000,-21.00000,0.00000,3.00000,0.50000,4.492e-05 0.0001074 9.555e-05 4.193e-05 9.306e-05 2.213e-05 1.324e-06 0.0
-66.00000,-20.00000,0.00000,3.00000,0.50000,4.762e-05 0.0001158 0.0001008 4.547e-05 9.394e-05 2.206e-05 1.339e-06 0.0
-66.00000,-19.00000,0.00000,3.00000,0.50000,5.077e-05 0.0001258 0.0001065 4.949e-05 9.475e-05 2.192e-05 1.352e-06 0.0
-66.00000,-18.00000,0.00000,3.00000,0.50000,5.439e-05 0.0001378 0.0001129 5.405e-05 9.554e-05 2.173e-05 1.364e-06 0.0
-66.00000,-17.00000,0.00000,3.00000,0.50000,5.848e-05 0.0001523 0.0001198 5.917e-05 9.633e-05 2.148e-05 1.373e-06 0.0
-66.00000,-16.00000,0.00000,3.00000,0.50000,6.295e-05 0.0001697 0.0001275 6.484e-05 9.711e-05 2.119e-05 1.381e-06 0.0
-66.00000,-15.00000,0.00000,3.00000,0.50000,6.76e-05 0.0001897 0.0001357 7.095e-05 9.79e-05 2.085e-05 1.387e-06 0.0
-66.00000,-14.00000,0.00000,3.00000,0.50000,7.211e-05 0.0002112 0.0001445 7.729e-05 9.865e-05 2.048e-05 1.39e-06 0.0
-66.00000,-13.00000,0.00000,3.00000,0.50000,7.6e-05 0.0002312 0.0001535 8.351e-05 9.935e-05 2.009e-05 1.392e-06 0.0
-66.00000,-12.00000,0.00000,3.00000,0.50000,7.876e-05 0.0002453 0.0001626 8.913e-05 9.994e-05 1.966e-05 1.391e-06 0.0
-66.00000,-11.00000,0.00000,3.00000,0.50000,7.994e-05 0.0002493 0.0001715 9.358e-05 0.0001004 1.922e-05 1.388e-06 0.0
-66.00000,-10.00000,0.00000,3.00000,0.50000,7.931e-05 0.000243 0.0001802 9.637e-05 0.0001006 1.876e-05 1.383e-06 0.0
-66.00000,-9.00000,0.00000,3.00000,0.50000,7.695e-05 0.0002297 0.000189 9.718e-05 0.0001006 1.828e-05 1.376e-06 0.0
-66.00000,-8.00000,0.00000,3.00000,0.50000,7.319e-05 0.0002136 0.0001983 9.599e-05 0.0001003 1.779e-05 1.367e-06 0.0
-66.00000,-7.00000,0.00000,3.00000,0.50000,6.853e-05 0.0001981 0.0002089 9.307e-05 9.967e-05 1.729e-05 1.357e-06 0.0
-66.00000,-6.00000,0.00000,3.00000,0.50000,6.346e-05 0.0001846 0.0002216 8.892e-05 9.867e-05 1.677e-05 1.344e-06 0.0
-66.00000,-5.00000,0.00000,3.00000,0.50000,5.838e-05 0.0001731 0.0002368 8.406e-05 9.732e-05 1.624e-05 1.329e-06 0.0
-66.00000,-4.00000,0.00000,3.00000,0.50000,5.354e-05 0.0001632 0.0002545 7.895e-05 9.561e-05 1.57e-05 1.313e-06 0.0
-66.00000,-3.00000,0.00000,3.00000,0.50000,4.908e-05 0.0001546 0.0002732 7.393e-05 9.357e-05 1.516e-05 1.295e-06 0.0
-66.00000,-2.00000,0.00000,3.00000,0.50000,4.506e-05 0.0001467 0.0002898 6.918e-05 9.121e-05 1.46e-05 1.276e-06 0.0
-66.00000,-1.00000,0.00000,3.00000,0.50000,4.146e-05 0.0001393 0.0002997 6.479e-05 8.859e-05 1.404e-05 1.256e-06 0.0
-66.00000,0.00000,0.00000,3.00000,0.50000,3.826e-05 0.0001323 0.0002987 6.077e-05 8.572e-05 1.348e-05 1.234e-06 0.0
-66.00000,1.00000,0.00000,3.00000,0.50000,3.54e-05 0.0001254 0.0002858 5.707e-05 8.267e-05 1.291e-05 1.212e-06 0.0
-66.00000,2.00000,0.00000,3.00000,0.50000,3.286e-05 0.0001187 0.0002637 5.365e-05 7.946e-05 1.234e-05 1.188e-06 0.0
-66.00000,3.00000,0.00000,3.00000,0.50000,3.058e-05 0.0001121 0.0002372 5.045e-05 7.614e-05 1.178e-05 1.164e-06 0.0
-66.00000,4.00000,0.00000,3.00000,0.50000,2.853e-05 0.0001055 0.0002103 4.743e-05 7.274e-05 1.123e-05 1.139e-06 0.0
-66.00000,5.00000,0.00000,3.00000,0.50000,2.669e-05 9.899e-05 0.0001855 4.455e-05 6.93e-05 1.069e-05 1.113e-06 0.0
-66.00000,6.00000,0.00000,3.00000,0.50000,2.502e-05 9.256e-05 0.0001635 4.179e-05 6.586e-05 1.016e-05 1.088e-06 0.0
-66.00000,7.00000,0.00000,3.00000,0.50000,2.35e-05 8.624e-05 0.0001445 3.915e-05 6.244e-05 9.642e-06 1.061e-06 0.0
-66.00000,8.00000,0.00000,3.00000,0.50000,2.213e-05 8.009e-05 0.0001282 3.662e-05 5.908e-05 9.144e-06 1.035e-06 0.0
-66.00000,9.00000,0.00000,3.00000,0.50000,2.087e-05 7.415e-05 0.0001142 3.42e-05 5.58e-05 8.664e-06 1.009e-06 0.0
-66.00000,10.00000,0.00000,3.00000,0.50000,1.972e-05 6.851e-05 0.0001022 3.19e-05 5.262e-05 8.204e-06 9.822e-07 0.0
-66.00000,11.00000,0.00000,3.00000,0.50000,1.867e-05 6.323e-05 9.168e-05 2.972e-05 4.956e-05 7.764e-06 9.558e-07 0.0
-66.00000,12.00000,0.00000,3.00000,0.50000,1.771e-05 5.834e-05 8.255e-05 2.768e-05 4.664e-05 7.345e-06 9.297e-07 0.0
-65.00000,-37.00000,0.00000,3.00000,0.50000,2.875e-05 5.521e-05 4.891e-05 1.737e-05 6.232e-05 1.744e-05 1.038e-06 0.0
-65.00000,-36.00000,0.00000,3.00000,0.50000,3.036e-05 5.823e-05 5.203e-05 1.849e-05 6.684e-05 1.834e-05 1.069e-06 0.0
-65.00000,-35.00000,0.00000,3.00000,0.50000,3.204e-05 6.141e-05 5.534e-05 1.969e-05 7.156e-05 1.925e-05 1.1e-06 0.0
-65.00000,-34.00000,0.00000,3.00000,0.50000,3.375e-05 6.476e-05 5.886e-05 2.096e-05 7.641e-05 2.015e-05 1.131e-06 0.0
-65.00000,-33.00000,0.00000,3.00000,0.50000,3.548e-05 6.829e-05 6.256e-05 2.231e-05 8.133e-05 2.105e-05 1.162e-06 0.0
-65.00000,-32.00000,0.00000,3.00000,0.50000,3.719e-05 7.201e-05 6.644e-05 2.373e-05 8.62e-05 2.192e-05 1.194e-06 0.0
-65.00000,-31.00000,0.00000,3.00000,0.50000,3.884e-05 7.592e-05 7.048e-05 2.524e-05 9.09e-05 2.275e-05 1.225e-06 0.0
-65.00000,-30.00000,0.00000,3.00000,0.50000,4.042e-05 8.004e-05 7.465e-05 2.683e-05 9.531e-05 2.354e-05 1.256e-06 0.0
-65.00000,-29.00000,0.00000,3.00000,0.50000,4.192e-05 8.439e-05 7.894e-05 2.852e-05 9.93e-05 2.427e-05 1.286e-06 0.0
-65.00000,-28.00000,0.00000,3.00000,0.50000,4.337e-05 8.9e-05 8.33e-05 3.032e-05 0.0001027 2.493e-05 1.316e-06 0.0
-65.00000,-27.00000,0.00000,3.00000,0.50000,4.481e-05 9.392e-05 8.772e-05 3.226e-05 0.0001056 2.55e-05 1.345e-06 0.0
-65.00000,-26.00000,0.00000,3.00000,0.50000,4.63e-05 9.924e-05 9.217e-05 3.436e-05 0.0001077 2.599e-05 1.374e-06 0.0
-65.00000,-25.00000,0.00000,3.00000,0.50000,4.795e-05 0.0001051 9.665e-05 3.668e-05 0.0001092 2.637e-05 1.401e-06 0.0
-65.00000,-24.00000,0.00000,3.00000,0.50000,4.985e-05 0.0001116 0.0001012 3.927e-05 0.00011 2.664e-05 1.427e-06 0.0
-65.00000,-23.00000,0.00000,3.00000,0.50000,5.216e-05 0.000119 0.0001057 4.222e-05 0.0001103 2.681e-05 1.452e-06 0.0
-65.00000,-22.00000,0.00000,3.00000,0.50000,5.503e-05 0.0001278 0.0001103 4.562e-05 0.0001102 2.688e-05 1.475e-06 0.0
-65.00000,-21.00000,0.00000,3.00000,0.50000,5.867e-05 0.0001384 0.0001151 4.96e-05 0.0001097 2.684e-05 1.496e-06 0.0
-65.00000,-20.00000,0.00000,3.00000,0.50000,6.333e-05 0.0001517 0.0001201 5.432e-05 0.000109 2.67e-05 1.515e-06 0.0
-65.00000,-19.00000,0.00000,3.00000,0.50000,6.936e-05 0.000169 0.0001253 5.996e-05 0.0001083 2.647e-05 1.532e-06 0.0
-65.00000,-18.00000,0.00000,3.00000,0.50000,7.714e-05 0.0001922 0.000131 6.676e-05 0.0001074 2.615e-05 1.547e-06 0.0
-65.00000,-17.00000,0.00000,3.00000,0.50000,8.712e-05 0.0002246 0.000137 7.494e-05 0.0001067 2.577e-05 1.559e-06 0.0
-65.00000,-16.00000,0.00000,3.00000,0.50000,9.964e-05 0.0002714 0.0001436 8.469e-05 0.0001059 2.533e-05 1.569e-06 0.0
-65.00000,-15.00000,0.00000,3.00000,0.50000,0.0001148 0.0003405 0.0001508 9.612e-05 0.0001053 2.484e-05 1.576e-06 0.0
-65.00000,-14.00000,0.00000,3.00000,0.50000,0.0001318 0.0004417 0.0001588 0.000109 0.0001047 2.431e-05 1.581e-06 0.0
-65.00000,-13.00000,0.00000,3.00000,0.50000,0.0001489 0.0005744 0.0001676 0.0001228 0.0001042 2.375e-05 1.583e-06 0.0
-65.00000,-12.00000,0.00000,3.00000,0.50000,0.0001627 0.0006949 0.0001774 0.0001361 0.0001037 2.316e-05 1.582e-06 0.0
-65.00000,-11.00000,0.00000,3.00000,0.50000,0.0001694 0.0007135 0.0001887 0.0001473 0.0001032 2.255e-05 1.578e-06 0.0
-65.00000,-10.00000,0.00000,3.00000,0.50000,0.0001668 0.0006188 0.0002019 0.0001542 0.0001026 2.193e-05 1.572e-06 0.0
-65.00000,-9.00000,0.00000,3.00000,0.50000,0.0001556 0.0004966 0.0002179 0.0001555 0.000102 2.13e-05 1.563e-06 0.0
-65.00000,-8.00000,0.00000,3.00000,0.50000,0.0001391 0.0004008 0.0002378 0.0001513 0.0001013 2.066e-05 1.551e-06 0.0
-65.00000,-7.00000,0.00000,3.00000,0.50000,0.0001211 0.0003365 0.0002635 0.0001427 0.0001004 2.001e-05 1.537e-06 0.0
-65.00000,-6.00000,0.00000,3.00000,0.50000,0.0001043 0.0002946 0.0002976 0.0001318 9.934e-05 1.935e-05 1.521e-06 0.0
-65.00000,-5.00000,0.00000,3.00000,0.50000,8.977e-05 0.0002665 0.0003434 0.0001204 9.813e-05 1.867e-05 1.502e-06 0.0
-65.00000,-4.00000,0.00000,3.00000,0.50000,7.777e-05 0.0002455 0.0004048 0.0001096 9.671e-05 1.799e-05 1.482e-06 0.0
-65.00000,-3.00000,0.00000,3.00000,0.50000,6.804e-05 0.0002273 0.0004837 0.0001001 9.509e-05 1.73e-05 1.459e-06 0.0
-65.00000,-2.00000,0.00000,3.00000,0.50000,6.018e-05 0.00021 0.0005719 9.2e-05 9.324e-05 1.66e-05 1.435e-06 0.0
-65.00000,-1.00000,0.00000,3.00000,0.50000,5.374e-05 0.0001933 0.0006428 8.519e-05 9.117e-05 1.59e-05 1.409e-06 0.0
-65.00000,0.00000,0.00000,3.00000,0.50000,4.841e-05 0.0001779 0.0006576 7.938e-05 8.885e-05 1.52e-05 1.381e-06 0.0
-65.00000,1.00000,0.00000,3.00000,0.50000,4.392e-05 0.0001643 0.0006044 7.43e-05 8.63e-05 1.449e-05 1.353e-06 0.0
-65.00000,2.00000,0.00000,3.00000,0.50000,4.008e-05 0.0001528 0.0005133 6.97e-05 8.35e-05 1.379e-05 1.323e-06 0.0
-65.00000,3.00000,0.00000,3.00000,0.50000,3.676e-05 0.0001429 0.0004202 6.541e-05 8.048e-05 1.31e-05 1.293e-06 0.0
-65.00000,4.00000,0.00000,3.00000,0.50000,3.386e-05 0.0001343 0.0003425 6.13e-05 7.725e-05 1.242e-05 1.262e-06 0.0
-65.00000,5.00000,0.00000,3.00000,0.50000,3.13e-05 0.0001262 0.0002821 5.73e-05 7.386e-05 1.175e-05 1.23e-06 0.0
-65.00000,6.00000,0.00000,3.00000,0.50000,2.904e-05 0.0001182 0.0002359 5.34e-05 7.034e-05 1.111e-05 1.198e-06 0.0
-65.00000,7.00000,0.00000,3.00000,0.50000,2.703e-05 0.0001098 0.0002 4.959e-05 6.675e-05 1.049e-05 1.166e-06 0.0
-65.00000,8.00000,0.00000,3.00000,0.50000,2.524e-05 0.0001011 0.0001714 4.591e-05 6.314e-05 9.893e-06 1.134e-06 0.0
-65.00000,9.00000,0.00000,3.00000,0.50000,2.363e-05 9.235e-05 0.0001483 4.239e-05 5.955e-05 9.323e-06 1.102e-06 0.0
-65.00000,10.00000,0.00000,3.00000,0.50000,2.218e-05 8.387e-05 0.0001292 3.906e-05 5.604e-05 8.781e-06 1.07e-06 0.0
-65.00000,11.00000,0.00000,3.00000,0.50000,2.087e-05 7.594e-05 0.0001133 3.593e-05 5.263e-05 8.267e-06 1.038e-06 0.0
-65.00000,12.00000,0.00000,3.00000,0.50000,1.969e-05 6.873e-05 9.983e-05 3.303e-05 4.937e-05 7.781e-06 1.007e-06 0.0
-64.00000,-37.00000,0.00000,3.00000,0.50000,3.557e-05 6.503e-05 5.718e-05 1.977e-05 7.301e-05 1.98e-05 1.12e-06 0.0
-64.00000,-36.00000,0.00000,3.00000,0.50000,3.826e-05 6.915e-05 6.149e-05 2.123e-05 7.932e-05 2.095e-05 1.156e-06 0.0
-64.00000,-35.00000,0.00000,3.00000,0.50000,4.117e-05 7.354e-05 6.616e-05 2.28e-05 8.606e-05 2.212e-05 1.193e-06 0.0
-64.00000,-34.00000,0.00000,3.00000,0.50000,4.424e-05 7.821e-05 7.12e-05 2.447e-05 9.316e-05 2.33e-05 1.23e-06 0.0
-64.00000,-33.00000,0.00000,3.00000,0.50000,4.739e-05 8.314e-05 7.66e-05 2.624e-05 0.0001005 2.448e-05 1.267e-06 0.0
