Longitude,Latitude,Depth,M_min,M_bin,Smoothed Rate
-78.00000,-34.00000,0.00000,3.00000,0.50000,3.344e-06 9.374e-06 1.124e-05 7.178e-06 2.212e-05 1.732e-06 1.801e-07 0.0
-78.00000,-33.00000,0.00000,3.00000,0.50000,3.414e-06 9.661e-06 1.165e-05 7.522e-06 2.298e-05 1.739e-06 1.808e-07 0.0
-78.00000,-32.00000,0.00000,3.00000,0.50000,3.487e-06 9.964e-06 1.209e-05 7.886e-06 2.387e-05 1.746e-06 1.815e-07 0.0
-78.00000,-31.00000,0.00000,3.00000,0.50000,3.563e-06 1.028e-05 1.255e-05 8.271e-06 2.479e-05 1.752e-06 1.822e-07 0.0
-78.00000,-30.00000,0.00000,3.00000,0.50000,3.643e-06 1.062e-05 1.303e-05 8.676e-06 2.573e-05 1.758e-06 1.828e-07 0.0
-78.00000,-29.00000,0.00000,3.00000,0.50000,3.726e-06 1.098e-05 1.354e-05 9.101e-06 2.671e-05 1.764e-06 1.834e-07 0.0
-78.00000,-28.00000,0.00000,3.00000,0.50000,3.813e-06 1.135e-05 1.407e-05 9.547e-06 2.77e-05 1.768e-06 1.84e-07 0.0
-78.00000,-27.00000,0.00000,3.00000,0.50000,3.903e-06 1.175e-05 1.464e-05 1.001e-05 2.872e-05 1.773e-06 1.845e-07 0.0
-78.00000,-26.00000,0.00000,3.00000,0.50000,3.997e-06 1.216e-05 1.522e-05 1.05e-05 2.976e-05 1.777e-06 1.851e-07 0.0
-78.00000,-25.00000,0.00000,3.00000,0.50000,4.093e-06 1.259e-05 1.584e-05 1.1e-05 3.081e-05 1.78e-06 1.855e-07 0.0
-78.00000,-24.00000,0.00000,3.00000,0.50000,4.192e-06 1.304e-05 1.647e-05 1.152e-05 3.186e-05 1.783e-06 1.86e-07 0.0
-78.00000,-23.00000,0.00000,3.00000,0.50000,4.293e-06 1.35e-05 1.714e-05 1.205e-05 3.292e-05 1.785e-06 1.864e-07 0.0
-78.00000,-22.00000,0.00000,3.00000,0.50000,4.396e-06 1.398e-05 1.782e-05 1.259e-05 3.398e-05 1.787e-06 1.867e-07 0.0
-78.00000,-21.00000,0.00000,3.00000,0.50000,4.5e-06 1.447e-05 1.852e-05 1.313e-05 3.503e-05 1.788e-06 1.871e-07 0.0
-78.00000,-20.00000,0.00000,3.00000,0.50000,4.604e-06 1.496e-05 1.923e-05 1.368e-05 3.606e-05 1.789e-06 1.874e-07 0.0
-78.00000,-19.00000,0.00000,3.00000,0.50000,4.707e-06 1.546e-05 1.996e-05 1.422e-05 3.706e-05 1.789e-06 1.876e-07 0.0
-78.00000,-18.00000,0.00000,3.00000,0.50000,4.808e-06 1.595e-05 2.068e-05 1.474e-05 3.803e-05 1.788e-06 1.879e-07 0.0
-78.00000,-17.00000,0.00000,3.00000,0.50000,4.905e-06 1.644e-05 2.14e-05 1.525e-05 3.895e-05 1.788e-06 1.88e-07 0.0
-78.00000,-16.00000,0.00000,3.00000,0.50000,4.998e-06 1.691e-05 2.211e-05 1.573e-05 3.982e-05 1.786e-06 1.882e-07 0.0
-78.00000,-15.00000,0.00000,3.00000,0.50000,5.085e-06 1.736e-05 2.28e-05 1.618e-05 4.062e-05 1.784e-06 1.883e-07 0.0
-78.00000,-14.00000,0.00000,3.00000,0.50000,5.165e-06 1.777e-05 2.345e-05 1.658e-05 4.135e-05 1.781e-06 1.884e-07 0.0
-78.00000,-13.00000,0.00000,3.00000,0.50000,5.235e-06 1.814e-05 2.406e-05 1.694e-05 4.199e-05 1.778e-06 1.884e-07 0.0
-78.00000,-12.00000,0.00000,3.00000,0.50000,5.295e-06 1.846e-05 2.462e-05 1.723e-05 4.254e-05 1.775e-06 1.884e-07 0.0
-78.00000,-11.00000,0.00000,3.00000,0.50000,5.343e-06 1.872e-05 2.512e-05 1.746e-05 4.3e-05 1.771e-06 1.884e-07 0.0
-78.00000,-10.00000,0.00000,3.00000,0.50000,5.379e-06 1.892e-05 2.554e-05 1.762e-05 4.334e-05 1.766e-06 1.883e-07 0.0
-78.00000,-9.00000,0.00000,3.00000,0.50000,5.401e-06 1.904e-05 2.587e-05 1.771e-05 4.358e-05 1.761e-06 1.882e-07 0.0
-78.00000,-8.00000,0.00000,3.00000,0.50000,5.408e-06 1.91e-05 2.612e-05 1.772e-05 4.37e-05 1.755e-06 1.88e-07 0.0
-78.00000,-7.00000,0.00000,3.00000,0.50000,5.391e-06 1.907e-05 2.627e-05 1.766e-05 4.37e-05 1.749e-06 1.878e-07 0.0
-78.00000,-6.00000,0.00000,3.00000,0.50000,5.37e-06 1.897e-05 2.633e-05 1.752e-05 4.359e-05 1.742e-06 1.876e-07 0.0
-78.00000,-5.00000,0.00000,3.00000,0.50000,5.334e-06 1.879e-05 2.628e-05 1.732e-05 4.337e-05 1.735e-06 1.873e-07 0.0
-78.00000,-4.00000,0.00000,3.00000,0.50000,5.285e-06 1.855e-05 2.613e-05 1.704e-05 4.303e-05 1.728e-06 1.87e-07 0.0
-78.00000,-3.00000,0.00000,3.00000,0.50000,5.224e-06 1.825e-05 2.589e-05 1.671e-05 4.258e-05 1.72e-06 1.867e-07 0.0
-78.00000,-2.00000,0.00000,3.00000,0.50000,5.151e-06 1.789e-05 2.555e-05 1.632e-05 4.203e-05 1.711e-06 1.863e-07 0.0
-78.00000,-1.00000,0.00000,3.00000,0.50000,5.069e-06 1.749e-05 2.514e-05 1.589e-05 4.139e-05 1.702e-06 1.859e-07 0.0
-78.00000,0.00000,0.00000,3.00000,0.50000,4.978e-06 1.706e-05 2.465e-05 1.542e-05 4.066e-05 1.693e-06 1.855e-07 0.0
-78.00000,1.00000,0.00000,3.00000,0.50000,4.88e-06 1.659e-05 2.409e-05 1.492e-05 3.986e-05 1.683e-06 1.85e-07 0.0
-78.00000,2.00000,0.00000,3.00000,0.50000,4.776e-06 1.609e-05 2.348e-05 1.435e-05 3.899e-05 1.673e-06 1.845e-07 0.0
-78.00000,3.00000,0.00000,3.00000,0.50000,4.669e-06 1.56e-05 2.283e-05 1.381e-05 3.806e-05 1.663e-06 1.839e-07 0.0
-78.00000,4.00000,0.00000,3.00000,0.50000,4.559e-06 1.507e-05 2.214e-05 1.327e-05 3.709e-05 1.652e-06 1.833e-07 0.0
-78.00000,5.00000,0.00000,3.00000,0.50000,4.447e-06 1.458e-05 2.143e-05 1.272e-05 3.608e-05 1.641e-06 1.827e-07 0.0
-78.00000,6.00000,0.00000,3.00000,0.50000,4.335e-06 1.409e-05 2.07e-05 1.218e-05 3.504e-05 1.629e-06 1.821e-07 0.0
-78.00000,7.00000,0.00000,3.00000,0.50000,4.223e-06 1.361e-05 1.997e-05 1.165e-05 3.398e-05 1.617e-06 1.814e-07 0.0
-78.00000,8.00000,0.00000,3.00000,0.50000,4.113e-06 1.314e-05 1.924e-05 1.112e-05 3.29e-05 1.605e-06 1.807e-07 0.0
-78.00000,9.00000,0.00000,3.00000,0.50000,4.005e-06 1.269e-05 1.851e-05 1.062e-05 3.183e-05 1.592e-06 1.8e-07 0.0
-78.00000,10.00000,0.00000,3.00000,0.50000,3.899e-06 1.224e-05 1.78e-05 1.013e-05 3.075e-05 1.579e-06 1.792e-07 0.0
-78.00000,11.00000,0.00000,3.00000,0.50000,3.796e-06 1.182e-05 1.71e-05 9.654e-06 2.968e-05 1.566e-06 1.784e-07 0.0
-78.00000,12.00000,0.00000,3.00000,0.50000,3.697e-06 1.142e-05 1.642e-05 9.202e-06 2.863e-05 1.553e-06 1.776e-07 0.0
-77.00000,-37.00000,0.00000,3.00000,0.50000,3.868e-06 1.034e-05 1.208e-05 7.353e-06 2.285e-05 2.103e-06 2.104e-07 0.0
-77.00000,-36.00000,0.00000,3.00000,0.50000,3.958e-06 1.069e-05 1.257e-05 7.762e-06 2.391e-05 2.116e-06 2.116e-07 0.0
-77.00000,-35.00000,0.00000,3.00000,0.50000,4.054e-06 1.107e-05 1.311e-05 8.204e-06 2.503e-05 2.129e-06 2.128e-07 0.0
-77.00000,-34.00000,0.00000,3.00000,0.50000,4.157e-06 1.149e-05 1.368e-05 8.684e-06 2.621e-05 2.141e-06 2.139e-07 0.0
-77.00000,-33.00000,0.00000,3.00000,0.50000,4.267e-06 1.193e-05 1.43e-05 9.203e-06 2.745e-05 2.152e-06 2.15e-07 0.0
-77.00000,-32.00000,0.00000,3.00000,0.50000,4.386e-06 1.241e-05 1.497e-05 9.765e-06 2.876e-05 2.163e-06 2.16e-07 0.0
-77.00000,-31.00000,0.00000,3.00000,0.50000,4.523e-06 1.294e-05 1.569e-05 1.037e-05 3.014e-05 2.173e-06 2.17e-07 0.0
-77.00000,-30.00000,0.00000,3.00000,0.50000,4.66e-06 1.35e-05 1.647e-05 1.103e-05 3.158e-05 2.182e-06 2.18e-07 0.0
-77.00000,-29.00000,0.00000,3.00000,0.50000,4.807e-06 1.412e-05 1.731e-05 1.175e-05 3.31e-05 2.191e-06 2.189e-07 0.0
-77.00000,-28.00000,0.00000,3.00000,0.50000,4.965e-06 1.479e-05 1.822e-05 1.252e-05 3.468e-05 2.198e-06 2.197e-07 0.0
-77.00000,-27.00000,0.00000,3.00000,0.50000,5.135e-06 1.554e-05 1.92e-05 1.339e-05 3.632e-05 2.205e-06 2.206e-07 0.0
-77.00000,-26.00000,0.00000,3.00000,0.50000,5.317e-06 1.634e-05 2.026e-05 1.428e-05 3.803e-05 2.211e-06 2.213e-07 0.0
-77.00000,-25.00000,0.00000,3.00000,0.50000,5.512e-06 1.72e-05 2.141e-05 1.523e-05 3.98e-05 2.216e-06 2.22e-07 0.0
-77.00000,-24.00000,0.00000,3.00000,0.50000,5.721e-06 1.814e-05 2.264e-05 1.625e-05 4.161e-05 2.221e-06 2.227e-07 0.0
-77.00000,-23.00000,0.00000,3.00000,0.50000,5.943e-06 1.915e-05 2.396e-05 1.734e-05 4.347e-05 2.225e-06 2.233e-07 0.0
-77.00000,-22.00000,0.00000,3.00000,0.50000,6.179e-06 2.024e-05 2.538e-05 1.848e-05 4.535e-05 2.227e-06 2.238e-07 0.0
-77.00000,-21.00000,0.00000,3.00000,0.50000,6.427e-06 2.14e-05 2.69e-05 1.968e-05 4.726e-05 2.229e-06 2.243e-07 0.0
-77.00000,-20.00000,0.00000,3.00000,0.50000,6.686e-06 2.265e-05 2.851e-05 2.092e-05 4.917e-05 2.23e-06 2.248e-07 0.0
-77.00000,-19.00000,0.00000,3.00000,0.50000,6.955e-06 2.397e-05 3.022e-05 2.22e-05 5.107e-05 2.23e-06 2.252e-07 0.0
-77.00000,-18.00000,0.00000,3.00000,0.50000,7.23e-06 2.533e-05 3.2e-05 2.349e-05 5.293e-05 2.23e-06 2.255e-07 0.0
-77.00000,-17.00000,0.00000,3.00000,0.50000,7.508e-06 2.676e-05 3.385e-05 2.479e-05 5.474e-05 2.228e-06 2.258e-07 0.0
-77.00000,-16.00000,0.00000,3.00000,0.50000,7.785e-06 2.822e-05 3.575e-05 2.606e-05 5.647e-05 2.226e-06 2.26e-07 0.0
-77.00000,-15.00000,0.00000,3.00000,0.50000,8.055e-06 2.968e-05 3.766e-05 2.727e-05 5.81e-05 2.223e-06 2.262e-07 0.0
-77.00000,-14.00000,0.00000,3.00000,0.50000,8.311e-06 3.11e-05 3.956e-05 2.841e-05 5.96e-05 2.219e-06 2.263e-07 0.0
