-79.5000,-36.5000,  0.00002436
-79.5000,-35.5000,  0.00002543
-79.5000,-34.5000,  0.00002655
-79.5000,-33.5000,  0.00002757
-79.5000,-32.5000,  0.00002864
-79.5000,-31.5000,  0.00002971
-79.5000,-30.5000,  0.00003078
-79.5000,-29.5000,  0.00003184
-79.5000,-28.5000,  0.00003290
-79.5000,-27.5000,  0.00003315
-79.5000,-26.5000,  0.00003406
-79.5000,-25.5000,  0.00003533
-79.5000,-24.5000,  0.00003626
-79.5000,-23.5000,  0.00003719
-79.5000,-22.5000,  0.00003833
-79.5000,-21.5000,  0.00003947
-79.5000,-20.5000,  0.00004092
-79.5000,-19.5000,  0.00004275
-79.5000,-18.5000,  0.00004509
-79.5000,-17.5000,  0.00004768
-79.5000,-16.5000,  0.00005115
-79.5000,-15.5000,  0.00005509
-79.5000,-14.5000,  0.00006014
-79.5000,-13.5000,  0.00006616
-79.5000,-12.5000,  0.00007398
-79.5000,-11.5000,  0.00008251
-79.5000,-10.5000,  0.00009155
-79.5000, -9.5000,  0.00010073
-79.5000, -8.5000,  0.00010884
-79.5000, -7.5000,  0.00011512
-79.5000, -6.5000,  0.00011683
-79.5000, -5.5000,  0.00011158
-79.5000, -4.5000,  0.00010505
-79.5000, -3.5000,  0.00009481
-79.5000, -2.5000,  0.00008563
-79.5000, -1.5000,  0.00007834
-79.5000, -0.5000,  0.00007114
-79.5000,  0.5000,  0.00006450
-79.5000,  1.5000,  0.00005905
-79.5000,  2.5000,  0.00005320
-79.5000,  3.5000,  0.00004915
-79.5000,  4.5000,  0.00004553
-79.5000,  5.5000,  0.00004116
-79.5000,  6.5000,  0.00003722
-79.5000,  7.5000,  0.00003418
-79.5000,  8.5000,  0.00003160
-79.5000,  9.5000,  0.00002927
-79.5000, 10.5000,  0.00002734
-79.5000, 11.5000,  0.00002547
-79.5000, 12.5000,  0.00002376
-78.5000,-36.5000,  0.00002629
-78.5000,-35.5000,  0.00002724
-78.5000,-34.5000,  0.00002861
-78.5000,-33.5000,  0.00002991
-78.5000,-32.5000,  0.00003105
-78.5000,-31.5000,  0.00003219
-78.5000,-30.5000,  0.00003323
-78.5000,-29.5000,  0.00003450
-78.5000,-28.5000,  0.00003577
-78.5000,-27.5000,  0.00003623
-78.5000,-26.5000,  0.00003698
-78.5000,-25.5000,  0.00003823
-78.5000,-24.5000,  0.00003957
-78.5000,-23.5000,  0.00004065
-78.5000,-22.5000,  0.00004181
-78.5000,-21.5000,  0.00004345
-78.5000,-20.5000,  0.00004491
-78.5000,-19.5000,  0.00004703
-78.5000,-18.5000,  0.00004952
-78.5000,-17.5000,  0.00005302
-78.5000,-16.5000,  0.00005709
-78.5000,-15.5000,  0.00006240
-78.5000,-14.5000,  0.00006818
-78.5000,-13.5000,  0.00007713
-78.5000,-12.5000,  0.00008802
-78.5000,-11.5000,  0.00010091
-78.5000,-10.5000,  0.00011479
-78.5000, -9.5000,  0.00013226
-78.5000, -8.5000,  0.00014819
-78.5000, -7.5000,  0.00016020
-78.5000, -6.5000,  0.00016191
-78.5000, -5.5000,  0.00015431
-78.5000, -4.5000,  0.00013892
-78.5000, -3.5000,  0.00012250
-78.5000, -2.5000,  0.00010593
-78.5000, -1.5000,  0.00009219
-78.5000, -0.5000,  0.00008436
-78.5000,  0.5000,  0.00007509
-78.5000,  1.5000,  0.00006736
-78.5000,  2.5000,  0.00006029
-78.5000,  3.5000,  0.00005479
-78.5000,  4.5000,  0.00005005
-78.5000,  5.5000,  0.00004597
-78.5000,  6.5000,  0.00004103
-78.5000,  7.5000,  0.00003764
-78.5000,  8.5000,  0.00003452
-78.5000,  9.5000,  0.00003203
-78.5000, 10.5000,  0.00002975
-78.5000, 11.5000,  0.00002766
-78.5000, 12.5000,  0.00002571
-77.5000,-36.5000,  0.00002809
-77.5000,-35.5000,  0.00002963
-77.5000,-34.5000,  0.00003090
-77.5000,-33.5000,  0.00003251
-77.5000,-32.5000,  0.00003351
-77.5000,-31.5000,  0.00003477
-77.5000,-30.5000,  0.00003619
-77.5000,-29.5000,  0.00003756
-77.5000,-28.5000,  0.00003897
-77.5000,-27.5000,  0.00004004
-77.5000,-26.5000,  0.00004039
-77.5000,-25.5000,  0.00004176
-77.5000,-24.5000,  0.00004312
-77.5000,-23.5000,  0.00004467
-77.5000,-22.5000,  0.00004603
-77.5000,-21.5000,  0.00004726
-77.5000,-20.5000,  0.00004958
-77.5000,-19.5000,  0.00005203
-77.5000,-18.5000,  0.00005436
-77.5000,-17.5000,  0.00005890
-77.5000,-16.5000,  0.00006358
